cluster_id,menage_id,poids_menage,psu,strate,sous_pop,region,milieu,taille_menage,enfants_moins_5,sexe_chef,age_chef,nb_chambres,source_eau,type_toilette,electricite,radio,television,refrigerateur,velo,moto,voiture,quintile,score_richesse
248,831,668543,248,centre - urural,centre - urural,centre (without yaounde),rural,12,1,female,64,3,unprotected spring,pit latrine with slab,yes,no,yes,no,no,no,no,middle,-62452
248,840,668543,248,centre - urural,centre - urural,centre (without yaounde),rural,11,4,male,30,2,unprotected well,pit latrine without slab/open pit,yes,no,no,no,no,no,no,poorer,-84622
248,892,668543,248,centre - urural,centre - urural,centre (without yaounde),rural,7,1,male,58,4,unprotected well,pit latrine without slab/open pit,yes,no,yes,no,no,yes,no,middle,-5824
248,917,668543,248,centre - urural,centre - urural,centre (without yaounde),rural,9,2,male,36,3,unprotected well,pit latrine without slab/open pit,no,yes,no,no,no,yes,no,poorer,-72938
248,1013,668543,248,centre - urural,centre - urural,centre (without yaounde),rural,9,2,male,70,4,unprotected well,pit latrine without slab/open pit,yes,no,yes,no,no,no,no,middle,3950
248,1113,668543,248,centre - urural,centre - urural,centre (without yaounde),rural,19,6,male,62,6,protected well,pit latrine with slab,yes,yes,yes,no,no,no,no,richer,40595
248,1174,668543,248,centre - urural,centre - urural,centre (without yaounde),rural,11,1,male,54,4,protected well,pit latrine with slab,yes,yes,yes,no,no,yes,no,richest,108358
249,8,820963,249,centre - urural,centre - urural,centre (without yaounde),rural,16,3,male,35,22,unprotected spring,pit latrine with slab,no,yes,no,no,no,yes,no,middle,-61866
249,45,820963,249,centre - urural,centre - urural,centre (without yaounde),rural,10,1,female,58,6,tube well or borehole,pit latrine with slab,no,no,no,no,no,no,no,poorer,-93178
249,49,820963,249,centre - urural,centre - urural,centre (without yaounde),rural,12,2,male,55,7,tube well or borehole,pit latrine with slab,no,no,no,no,no,yes,no,middle,-27061
249,53,820963,249,centre - urural,centre - urural,centre (without yaounde),rural,11,2,male,53,5,tube well or borehole,pit latrine with slab,no,yes,no,no,yes,no,no,poorer,-69300
249,85,820963,249,centre - urural,centre - urural,centre (without yaounde),rural,10,1,male,64,5,unprotected well,pit latrine without slab/open pit,yes,no,yes,no,no,yes,no,poorer,-66720
249,208,820963,249,centre - urural,centre - urural,centre (without yaounde),rural,12,2,female,36,6,tube well or borehole,pit latrine with slab,no,yes,no,no,no,no,no,poorer,-68127
249,229,820963,249,centre - urural,centre - urural,centre (without yaounde),rural,18,4,female,53,8,unprotected well,pit latrine with slab,no,yes,no,no,no,no,no,poorer,-92304
249,313,820963,249,centre - urural,centre - urural,centre (without yaounde),rural,4,0,male,40,2,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,yes,no,poorer,-90723
249,320,820963,249,centre - urural,centre - urural,centre (without yaounde),rural,8,1,male,59,4,unprotected spring,pit latrine with slab,no,no,no,no,no,no,no,middle,-21470
249,327,820963,249,centre - urural,centre - urural,centre (without yaounde),rural,5,0,male,49,2,tube well or borehole,pit latrine without slab/open pit,no,yes,no,no,no,no,no,poorer,-94890
249,329,820963,249,centre - urural,centre - urural,centre (without yaounde),rural,13,3,male,60,4,tube well or borehole,pit latrine with slab,no,yes,no,no,no,no,no,poorer,-85296
249,405,820963,249,centre - urural,centre - urural,centre (without yaounde),rural,11,2,male,44,8,unprotected well,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-110716
249,450,820963,249,centre - urural,centre - urural,centre (without yaounde),rural,6,1,male,43,2,tube well or borehole,pit latrine without slab/open pit,no,yes,no,no,no,no,no,poorer,-93875
249,475,820963,249,centre - urural,centre - urural,centre (without yaounde),rural,8,2,male,66,3,unprotected well,no facility/bush/field,no,no,no,no,no,no,no,poorer,-73771
249,493,820963,249,centre - urural,centre - urural,centre (without yaounde),rural,17,4,male,55,6,unprotected spring,pit latrine with slab,no,no,no,no,no,yes,no,middle,-52509
249,525,820963,249,centre - urural,centre - urural,centre (without yaounde),rural,11,4,female,52,4,tube well or borehole,pit latrine with slab,no,no,no,no,no,no,no,poorer,-93402
249,574,820963,249,centre - urural,centre - urural,centre (without yaounde),rural,13,2,female,69,7,unprotected spring,pit latrine with slab,no,no,no,no,no,no,no,poorer,-95272
249,642,820963,249,centre - urural,centre - urural,centre (without yaounde),rural,7,3,male,29,3,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,yes,no,poorer,-94211
249,778,820963,249,centre - urural,centre - urural,centre (without yaounde),rural,11,2,male,64,4,unprotected well,pit latrine without slab/open pit,no,yes,no,no,yes,no,no,poorer,-104473
249,787,820963,249,centre - urural,centre - urural,centre (without yaounde),rural,10,2,female,64,4,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-89445
249,857,820963,249,centre - urural,centre - urural,centre (without yaounde),rural,10,4,male,43,4,protected well,pit latrine without slab/open pit,no,yes,no,no,no,no,no,middle,-56205
249,886,820963,249,centre - urural,centre - urural,centre (without yaounde),rural,9,1,male,66,5,unprotected well,pit latrine with slab,no,yes,no,no,no,no,no,poorer,-85274
249,896,820963,249,centre - urural,centre - urural,centre (without yaounde),rural,17,4,male,41,8,unprotected spring,pit latrine with slab,no,yes,no,no,no,yes,no,middle,-27298
249,963,820963,249,centre - urural,centre - urural,centre (without yaounde),rural,18,7,female,65,4,tube well or borehole,pit latrine with slab,no,no,no,no,no,no,no,middle,-61670
249,1049,820963,249,centre - urural,centre - urural,centre (without yaounde),rural,7,1,male,49,4,tube well or borehole,pit latrine with slab,no,yes,no,no,no,yes,no,poorer,-72643
249,1117,820963,249,centre - urural,centre - urural,centre (without yaounde),rural,10,0,male,41,6,unprotected spring,pit latrine with slab,no,yes,no,no,no,no,no,poorer,-83588
249,1154,820963,249,centre - urural,centre - urural,centre (without yaounde),rural,10,5,female,70,4,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-98541
249,1218,820963,249,centre - urural,centre - urural,centre (without yaounde),rural,7,0,male,68,7,tube well or borehole,pit latrine without slab/open pit,no,yes,no,no,no,no,no,poorer,-73194
250,11,1146817,250,douala,douala,douala,urban,1,0,female,20,2,public tap/standpipe,ventilated improved pit latrine (vip),yes,no,no,no,no,no,no,middle,-47458
250,25,1146817,250,douala,douala,douala,urban,3,1,male,35,1,piped into dwelling,flush to septic tank,yes,yes,yes,yes,no,no,no,richest,180111
250,92,1146817,250,douala,douala,douala,urban,3,1,female,18,1,bottled water,pit latrine with slab,yes,no,yes,no,no,no,no,richest,103471
250,125,1146817,250,douala,douala,douala,urban,6,3,female,31,2,piped into dwelling,flush to septic tank,yes,yes,yes,yes,yes,no,yes,richest,225632
250,151,1146817,250,douala,douala,douala,urban,8,1,male,66,1,piped to yard/plot,pit latrine with slab,yes,yes,yes,yes,no,no,no,richest,87845
250,245,1146817,250,douala,douala,douala,urban,7,3,male,39,2,piped into dwelling,flush to piped sewer system,yes,no,yes,yes,no,no,no,richest,220601
250,288,1146817,250,douala,douala,douala,urban,5,1,male,65,3,public tap/standpipe,pit latrine with slab,yes,yes,no,no,no,no,no,richer,20905
250,331,1146817,250,douala,douala,douala,urban,2,0,male,26,1,bottled water,pit latrine with slab,yes,yes,yes,no,no,no,no,richest,93193
250,362,1146817,250,douala,douala,douala,urban,1,0,male,64,1,piped to neighbor,pit latrine with slab,yes,yes,no,yes,no,no,no,richer,37504
250,371,1146817,250,douala,douala,douala,urban,1,0,female,34,1,public tap/standpipe,pit latrine with slab,yes,no,yes,no,no,no,no,richer,22422
250,402,1146817,250,douala,douala,douala,urban,5,0,male,43,3,tube well or borehole,pit latrine with slab,yes,yes,yes,no,no,no,no,richer,56542
250,440,1146817,250,douala,douala,douala,urban,9,3,male,53,2,piped to neighbor,pit latrine without slab/open pit,yes,yes,no,no,no,no,no,richer,22177
250,472,1146817,250,douala,douala,douala,urban,1,0,female,46,1,tube well or borehole,flush to septic tank,yes,yes,yes,yes,no,no,no,richest,90392
250,487,1146817,250,douala,douala,douala,urban,11,0,female,53,8,piped to yard/plot,flush to septic tank,yes,yes,yes,yes,no,no,no,richest,181003
250,495,1146817,250,douala,douala,douala,urban,3,0,male,27,1,piped to neighbor,flush to septic tank,yes,no,yes,no,no,no,no,richest,130087
250,535,1146817,250,douala,douala,douala,urban,7,1,female,27,2,piped into dwelling,flush to piped sewer system,yes,no,yes,yes,no,no,no,richest,188754
250,625,1146817,250,douala,douala,douala,urban,1,0,female,26,1,bottled water,flush to septic tank,yes,yes,yes,yes,no,no,no,richest,169787
250,689,1146817,250,douala,douala,douala,urban,11,0,male,44,3,piped to yard/plot,pit latrine with slab,yes,yes,yes,yes,no,no,no,richest,120512
250,729,1146817,250,douala,douala,douala,urban,1,0,female,65,1,piped to neighbor,ventilated improved pit latrine (vip),yes,no,no,no,no,no,no,richer,13136
250,784,1146817,250,douala,douala,douala,urban,8,0,male,52,4,public tap/standpipe,flush to piped sewer system,yes,yes,yes,yes,no,no,yes,richest,281841
250,822,1146817,250,douala,douala,douala,urban,3,1,male,28,1,piped to yard/plot,flush to septic tank,yes,no,yes,yes,no,no,no,richest,127116
250,859,1146817,250,douala,douala,douala,urban,3,0,female,35,2,piped into dwelling,flush to pit latrine,yes,no,yes,yes,no,no,no,richest,114102
250,1085,1146817,250,douala,douala,douala,urban,1,0,male,27,1,public tap/standpipe,pit latrine with slab,yes,no,yes,no,no,no,no,richer,23525
250,1136,1146817,250,douala,douala,douala,urban,2,0,female,57,2,public tap/standpipe,flush to septic tank,yes,no,yes,no,yes,no,no,richest,121864
250,1154,1146817,250,douala,douala,douala,urban,5,0,female,55,5,piped to neighbor,pit latrine with slab,yes,yes,yes,yes,no,no,no,richest,101473
250,1155,1146817,250,douala,douala,douala,urban,2,0,male,37,1,tube well or borehole,pit latrine with slab,yes,yes,yes,no,no,yes,no,richest,81909
252,43,1418623,252,far north - rural,far north - rural,far-north,rural,10,0,male,43,4,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-141363
252,110,1418623,252,far north - rural,far north - rural,far-north,rural,7,2,male,30,2,unprotected well,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-123722
252,112,1418623,252,far north - rural,far north - rural,far-north,rural,7,1,male,68,4,tube well or borehole,pit latrine without slab/open pit,no,yes,no,no,yes,no,no,poorest,-127422
252,171,1418623,252,far north - rural,far north - rural,far-north,rural,5,2,male,32,3,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-123777
252,172,1418623,252,far north - rural,far north - rural,far-north,rural,2,1,female,58,1,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-121754
252,203,1418623,252,far north - rural,far north - rural,far-north,rural,7,3,male,33,2,tube well or borehole,pit latrine with slab,no,no,no,no,no,no,no,poorest,-119135
252,290,1418623,252,far north - rural,far north - rural,far-north,rural,13,5,male,54,4,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-146648
252,371,1418623,252,far north - rural,far north - rural,far-north,rural,5,2,male,31,2,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-125670
252,571,1418623,252,far north - rural,far north - rural,far-north,rural,5,2,male,34,1,unprotected well,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-147861
252,573,1418623,252,far north - rural,far north - rural,far-north,rural,2,0,female,74,1,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-126809
252,598,1418623,252,far north - rural,far north - rural,far-north,rural,9,2,male,40,2,unprotected well,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-149906
252,609,1418623,252,far north - rural,far north - rural,far-north,rural,3,1,male,24,1,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-141321
252,619,1418623,252,far north - rural,far north - rural,far-north,rural,1,0,male,75,1,unprotected well,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-140770
252,629,1418623,252,far north - rural,far north - rural,far-north,rural,6,0,male,27,4,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-132201
252,633,1418623,252,far north - rural,far north - rural,far-north,rural,9,2,male,don't know,4,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-129980
252,673,1418623,252,far north - rural,far north - rural,far-north,rural,4,2,male,32,1,tube well or borehole,pit latrine with slab,no,no,no,no,yes,no,no,poorer,-98439
252,698,1418623,252,far north - rural,far north - rural,far-north,rural,2,0,female,74,1,tube well or borehole,no facility/bush/field,no,no,no,no,no,no,no,poorest,-130703
252,714,1418623,252,far north - rural,far north - rural,far-north,rural,2,0,female,46,2,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-124450
252,746,1418623,252,far north - rural,far north - rural,far-north,rural,5,2,female,23,2,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-105547
252,751,1418623,252,far north - rural,far north - rural,far-north,rural,12,2,male,55,4,unprotected well,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-145879
252,941,1418623,252,far north - rural,far north - rural,far-north,rural,1,0,male,18,1,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-121094
252,951,1418623,252,far north - rural,far north - rural,far-north,rural,5,2,male,23,3,tube well or borehole,pit latrine with slab,no,no,no,no,yes,no,no,poorer,-102050
252,953,1418623,252,far north - rural,far north - rural,far-north,rural,1,0,male,40,1,protected well,pit latrine with slab,no,no,no,no,yes,no,no,poorer,-108935
252,994,1418623,252,far north - rural,far north - rural,far-north,rural,7,1,male,65,4,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-128404
252,1025,1418623,252,far north - rural,far north - rural,far-north,rural,6,1,female,50,3,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-127073
252,1104,1418623,252,far north - rural,far north - rural,far-north,rural,19,6,male,70,7,protected well,pit latrine with slab,no,no,no,no,yes,yes,no,middle,-53713
252,1174,1418623,252,far north - rural,far north - rural,far-north,rural,8,2,male,42,5,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-134299
252,1218,1418623,252,far north - rural,far north - rural,far-north,rural,5,0,male,19,4,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-112406
253,8,842112,253,adamaoua - rural,adamaoua - rural,adamawa,rural,4,0,male,55,2,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-104677
253,39,842112,253,adamaoua - rural,adamaoua - rural,adamawa,rural,9,2,male,33,3,tube well or borehole,pit latrine with slab,no,no,no,no,no,yes,no,middle,-64144
253,117,842112,253,adamaoua - rural,adamaoua - rural,adamawa,rural,1,0,female,60,1,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-126526
253,158,842112,253,adamaoua - rural,adamaoua - rural,adamawa,rural,10,4,male,48,6,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,yes,no,poorer,-78134
253,184,842112,253,adamaoua - rural,adamaoua - rural,adamawa,rural,1,0,male,18,1,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine with slab,no,no,no,no,no,no,no,middle,-63490
253,214,842112,253,adamaoua - rural,adamaoua - rural,adamawa,rural,3,0,male,33,3,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-118435
253,221,842112,253,adamaoua - rural,adamaoua - rural,adamawa,rural,2,0,male,30,3,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,yes,no,poorer,-87968
253,233,842112,253,adamaoua - rural,adamaoua - rural,adamawa,rural,1,0,male,32,1,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-105591
253,279,842112,253,adamaoua - rural,adamaoua - rural,adamawa,rural,2,0,female,47,3,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,middle,-59756
253,364,842112,253,adamaoua - rural,adamaoua - rural,adamawa,rural,1,0,male,28,1,tube well or borehole,pit latrine without slab/open pit,no,yes,no,no,no,yes,no,poorer,-77031
253,607,842112,253,adamaoua - rural,adamaoua - rural,adamawa,rural,8,0,male,71,5,unprotected well,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-125770
253,624,842112,253,adamaoua - rural,adamaoua - rural,adamawa,rural,6,0,male,58,4,unprotected well,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-82258
253,637,842112,253,adamaoua - rural,adamaoua - rural,adamawa,rural,8,3,male,40,3,unprotected well,pit latrine with slab,no,no,no,no,no,no,no,poorer,-67261
253,670,842112,253,adamaoua - rural,adamaoua - rural,adamawa,rural,9,1,male,44,5,protected well,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-88333
253,685,842112,253,adamaoua - rural,adamaoua - rural,adamawa,rural,4,2,male,30,1,unprotected well,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-97497
253,702,842112,253,adamaoua - rural,adamaoua - rural,adamawa,rural,1,0,male,47,2,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-123493
253,808,842112,253,adamaoua - rural,adamaoua - rural,adamawa,rural,5,0,male,65,3,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-134219
253,829,842112,253,adamaoua - rural,adamaoua - rural,adamawa,rural,1,0,male,18,1,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-101246
253,901,842112,253,adamaoua - rural,adamaoua - rural,adamawa,rural,1,0,male,53,1,unprotected well,pit latrine without slab/open pit,no,yes,no,no,yes,no,no,poorest,-112556
253,969,842112,253,adamaoua - rural,adamaoua - rural,adamawa,rural,3,0,male,38,2,tube well or borehole,pit latrine with slab,no,yes,yes,no,no,no,no,richest,131854
253,1000,842112,253,adamaoua - rural,adamaoua - rural,adamawa,rural,6,1,male,35,3,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-78912
253,1006,842112,253,adamaoua - rural,adamaoua - rural,adamawa,rural,1,0,male,41,1,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine with slab,no,no,no,no,no,no,no,poorer,-101490
253,1087,842112,253,adamaoua - rural,adamaoua - rural,adamawa,rural,1,0,male,28,1,unprotected well,pit latrine without slab/open pit,no,no,no,no,no,yes,no,poorer,-107314
253,1123,842112,253,adamaoua - rural,adamaoua - rural,adamawa,rural,10,0,male,80,6,unprotected well,pit latrine without slab/open pit,no,no,no,no,no,yes,no,poorer,-82722
253,1155,842112,253,adamaoua - rural,adamaoua - rural,adamawa,rural,2,0,male,28,1,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-114448
253,1159,842112,253,adamaoua - rural,adamaoua - rural,adamawa,rural,5,2,male,35,2,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-103477
253,1162,842112,253,adamaoua - rural,adamaoua - rural,adamawa,rural,6,1,male,44,1,unprotected well,pit latrine without slab/open pit,no,no,no,no,no,yes,no,poorer,-87072
253,1204,842112,253,adamaoua - rural,adamaoua - rural,adamawa,rural,8,2,male,45,4,unprotected well,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-124587
254,149,846928,254,north - urban,north - urban,north,urban,5,0,male,54,2,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,yes,no,poorest,-125277
254,160,846928,254,north - urban,north - urban,north,urban,2,0,female,55,1,public tap/standpipe,pit latrine with slab,yes,yes,yes,no,no,no,no,middle,-14172
254,190,846928,254,north - urban,north - urban,north,urban,3,0,male,48,2,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-121364
254,216,846928,254,north - urban,north - urban,north,urban,4,1,male,36,1,rainwater,pit latrine with slab,yes,yes,yes,no,no,no,no,middle,-26123
254,252,846928,254,north - urban,north - urban,north,urban,4,1,male,66,2,unprotected well,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-138151
254,302,846928,254,north - urban,north - urban,north,urban,1,0,female,30,1,public tap/standpipe,pit latrine with slab,yes,no,yes,no,no,no,no,richest,83040
254,308,846928,254,north - urban,north - urban,north,urban,1,0,female,64,1,unprotected well,no facility/bush/field,no,no,no,no,no,no,no,poorest,-126412
254,317,846928,254,north - urban,north - urban,north,urban,6,1,female,30,3,tube well or borehole,pit latrine with slab,yes,yes,yes,no,no,no,no,richer,26865
254,369,846928,254,north - urban,north - urban,north,urban,8,2,male,45,2,tube well or borehole,pit latrine without slab/open pit,yes,yes,no,no,yes,no,no,poorer,-96878
254,388,846928,254,north - urban,north - urban,north,urban,1,0,female,51,1,unprotected well,pit latrine with slab,no,no,no,no,no,no,no,middle,-61223
254,403,846928,254,north - urban,north - urban,north,urban,3,0,male,36,1,unprotected well,pit latrine with slab,yes,yes,no,no,no,yes,no,middle,-40576
254,433,846928,254,north - urban,north - urban,north,urban,4,1,male,40,2,unprotected well,pit latrine with slab,yes,yes,yes,no,no,no,no,poorer,-85088
254,517,846928,254,north - urban,north - urban,north,urban,2,0,male,69,1,unprotected well,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-127142
254,567,846928,254,north - urban,north - urban,north,urban,6,1,male,50,2,unprotected well,pit latrine with slab,no,no,no,no,yes,no,no,poorer,-94470
254,585,846928,254,north - urban,north - urban,north,urban,19,4,male,60,7,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine with slab,yes,no,no,no,yes,yes,no,middle,-65274
254,706,846928,254,north - urban,north - urban,north,urban,10,1,male,35,5,tube well or borehole,pit latrine without slab/open pit,yes,no,no,no,yes,yes,no,poorest,-113566
254,716,846928,254,north - urban,north - urban,north,urban,4,0,female,36,1,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-86911
254,751,846928,254,north - urban,north - urban,north,urban,6,2,female,38,1,unprotected well,pit latrine with slab,no,no,no,no,no,no,no,poorest,-128919
254,760,846928,254,north - urban,north - urban,north,urban,1,0,male,56,1,unprotected well,pit latrine with slab,no,no,no,no,yes,no,no,poorer,-97698
254,765,846928,254,north - urban,north - urban,north,urban,4,0,female,72,1,unprotected well,no facility/bush/field,no,no,no,no,no,no,no,poorest,-128241
254,801,846928,254,north - urban,north - urban,north,urban,16,3,male,58,5,unprotected well,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-143021
254,892,846928,254,north - urban,north - urban,north,urban,2,0,female,60,2,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-109858
254,976,846928,254,north - urban,north - urban,north,urban,1,0,female,68,1,tube well or borehole,pit latrine with slab,no,no,no,no,no,no,no,poorer,-85796
254,1011,846928,254,north - urban,north - urban,north,urban,6,1,female,44,2,public tap/standpipe,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-101313
254,1058,846928,254,north - urban,north - urban,north,urban,8,1,male,43,2,unprotected well,pit latrine without slab/open pit,no,yes,no,no,no,yes,no,poorest,-111999
254,1134,846928,254,north - urban,north - urban,north,urban,6,1,male,50,2,tube well or borehole,pit latrine with slab,no,no,no,no,no,no,no,middle,-50135
254,1143,846928,254,north - urban,north - urban,north,urban,3,1,female,41,1,tube well or borehole,pit latrine with slab,no,no,no,no,no,no,no,middle,-54618
254,1154,846928,254,north - urban,north - urban,north,urban,1,0,male,20,1,sachet water,pit latrine with slab,no,no,no,no,no,no,no,poorer,-75299
255,40,455094,255,south - urban,south - urban,south,urban,4,1,male,25,2,tube well or borehole,pit latrine with slab,yes,no,yes,no,no,yes,no,richer,28022
255,83,455094,255,south - urban,south - urban,south,urban,7,2,male,54,2,tube well or borehole,pit latrine without slab/open pit,yes,no,no,no,no,no,no,middle,-52663
255,99,455094,255,south - urban,south - urban,south,urban,7,2,male,27,3,tube well or borehole,pit latrine with slab,yes,yes,yes,no,no,yes,no,richer,33406
255,137,455094,255,south - urban,south - urban,south,urban,10,3,male,34,6,tube well or borehole,pit latrine with slab,yes,yes,yes,no,no,yes,no,richer,9462
255,181,455094,255,south - urban,south - urban,south,urban,4,0,male,23,3,tube well or borehole,pit latrine with slab,yes,yes,yes,no,no,yes,no,richer,63125
255,199,455094,255,south - urban,south - urban,south,urban,6,2,male,34,3,piped into dwelling,flush to septic tank,yes,yes,yes,yes,no,no,yes,richest,271433
255,206,455094,255,south - urban,south - urban,south,urban,6,2,female,53,4,tube well or borehole,pit latrine without slab/open pit,yes,yes,yes,no,no,yes,no,richer,42565
255,211,455094,255,south - urban,south - urban,south,urban,5,0,female,42,2,piped to neighbor,pit latrine with slab,yes,no,yes,no,no,no,no,richer,11760
255,212,455094,255,south - urban,south - urban,south,urban,3,0,female,25,1,tube well or borehole,pit latrine without slab/open pit,yes,no,yes,yes,no,no,no,richer,74337
255,292,455094,255,south - urban,south - urban,south,urban,3,0,male,60,2,tube well or borehole,pit latrine with slab,yes,yes,yes,no,no,yes,no,middle,-15460
255,355,455094,255,south - urban,south - urban,south,urban,4,0,female,21,1,tube well or borehole,pit latrine with slab,yes,no,no,no,no,no,no,middle,-28557
255,423,455094,255,south - urban,south - urban,south,urban,4,0,male,42,3,unprotected spring,pit latrine with slab,yes,no,yes,yes,no,yes,no,richer,74012
255,468,455094,255,south - urban,south - urban,south,urban,9,3,female,30,4,unprotected spring,pit latrine with slab,yes,no,yes,no,no,no,no,richer,11139
255,483,455094,255,south - urban,south - urban,south,urban,5,2,female,30,3,tube well or borehole,pit latrine with slab,yes,yes,yes,no,no,yes,no,richer,28150
255,490,455094,255,south - urban,south - urban,south,urban,6,2,male,40,2,tube well or borehole,pit latrine without slab/open pit,yes,no,no,no,no,no,no,middle,-29866
255,519,455094,255,south - urban,south - urban,south,urban,6,0,male,48,4,tube well or borehole,pit latrine with slab,yes,yes,yes,yes,no,no,no,richer,71036
255,652,455094,255,south - urban,south - urban,south,urban,6,0,male,54,3,protected spring,pit latrine with slab,yes,no,yes,yes,no,no,no,richest,116434
255,672,455094,255,south - urban,south - urban,south,urban,10,4,male,25,4,tube well or borehole,pit latrine with slab,yes,yes,yes,no,no,no,no,middle,-41580
255,714,455094,255,south - urban,south - urban,south,urban,8,1,female,33,2,tube well or borehole,pit latrine with slab,yes,yes,yes,yes,no,no,no,richer,28755
255,770,455094,255,south - urban,south - urban,south,urban,6,3,female,28,1,tube well or borehole,pit latrine without slab/open pit,yes,no,no,no,no,no,no,middle,-10776
255,842,455094,255,south - urban,south - urban,south,urban,10,4,male,19,1,public tap/standpipe,pit latrine with slab,yes,no,no,no,no,no,no,poorer,-75195
255,878,455094,255,south - urban,south - urban,south,urban,7,1,female,35,3,tube well or borehole,flush to septic tank,yes,yes,yes,yes,no,no,no,richest,181546
255,939,455094,255,south - urban,south - urban,south,urban,6,0,male,56,2,tube well or borehole,pit latrine without slab/open pit,yes,yes,yes,no,no,no,no,middle,-45359
255,981,455094,255,south - urban,south - urban,south,urban,6,1,male,39,2,tube well or borehole,pit latrine with slab,yes,yes,yes,no,no,no,no,richer,15299
255,1081,455094,255,south - urban,south - urban,south,urban,6,1,male,37,2,tube well or borehole,pit latrine with slab,yes,yes,yes,no,no,no,no,richer,7758
255,1196,455094,255,south - urban,south - urban,south,urban,2,0,male,25,1,public tap/standpipe,pit latrine with slab,yes,no,yes,no,no,no,no,richer,49207
255,1202,455094,255,south - urban,south - urban,south,urban,4,1,male,32,1,tube well or borehole,pit latrine with slab,yes,no,yes,no,no,yes,no,richer,15769
255,1216,455094,255,south - urban,south - urban,south,urban,6,2,male,34,2,protected spring,pit latrine with slab,yes,yes,yes,yes,no,no,no,richest,96375
