cluster_id,menage_id,poids_menage,psu,strate,sous_pop,region,milieu,taille_menage,enfants_moins_5,sexe_chef,age_chef,nb_chambres,source_eau,type_toilette,electricite,radio,television,refrigerateur,velo,moto,voiture,quintile,score_richesse
1,117,1003035,1,far north - urban,far north - urban,far-north,urban,2,0,male,71,1,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-108889
1,125,1003035,1,far north - urban,far north - urban,far-north,urban,7,2,male,47,2,piped to yard/plot,pit latrine without slab/open pit,no,no,yes,no,yes,yes,no,poorer,-68477
1,147,1003035,1,far north - urban,far north - urban,far-north,urban,7,1,male,38,3,public tap/standpipe,pit latrine with slab,yes,yes,yes,no,yes,yes,no,richer,39541
1,191,1003035,1,far north - urban,far north - urban,far-north,urban,3,0,male,30,3,tube well or borehole,pit latrine with slab,yes,no,no,no,no,no,no,middle,-28832
1,198,1003035,1,far north - urban,far north - urban,far-north,urban,6,1,female,26,1,public tap/standpipe,pit latrine with slab,yes,yes,yes,no,no,yes,no,middle,-32567
1,252,1003035,1,far north - urban,far north - urban,far-north,urban,9,2,male,51,3,public tap/standpipe,pit latrine without slab/open pit,yes,yes,yes,yes,yes,yes,no,middle,-7468
1,309,1003035,1,far north - urban,far north - urban,far-north,urban,4,1,male,76,2,public tap/standpipe,pit latrine without slab/open pit,yes,no,no,no,no,no,no,middle,-14677
1,310,1003035,1,far north - urban,far north - urban,far-north,urban,7,1,male,50,2,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-85617
1,321,1003035,1,far north - urban,far north - urban,far-north,urban,1,0,male,66,1,tube well or borehole,pit latrine with slab,yes,yes,no,no,yes,yes,no,middle,-50585
1,334,1003035,1,far north - urban,far north - urban,far-north,urban,6,2,male,45,1,piped to neighbor,no facility/bush/field,no,yes,no,no,yes,no,no,poorer,-82625
1,341,1003035,1,far north - urban,far north - urban,far-north,urban,7,0,male,60,5,tube well or borehole,pit latrine without slab/open pit,yes,no,no,no,yes,no,no,poorer,-68102
1,345,1003035,1,far north - urban,far north - urban,far-north,urban,4,0,female,63,2,piped to yard/plot,pit latrine with slab,yes,no,no,no,yes,no,no,middle,-41752
1,365,1003035,1,far north - urban,far north - urban,far-north,urban,2,1,female,62,1,public tap/standpipe,pit latrine with slab,yes,no,no,no,no,no,no,middle,-5735
1,374,1003035,1,far north - urban,far north - urban,far-north,urban,3,0,male,20,1,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,middle,-59073
1,436,1003035,1,far north - urban,far north - urban,far-north,urban,4,1,female,51,2,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,middle,-62161
1,562,1003035,1,far north - urban,far north - urban,far-north,urban,7,0,male,46,3,tube well or borehole,pit latrine without slab/open pit,yes,yes,no,no,no,yes,no,middle,-20689
1,803,1003035,1,far north - urban,far north - urban,far-north,urban,2,0,male,27,2,public tap/standpipe,pit latrine with slab,yes,yes,yes,no,no,no,no,middle,-10349
1,819,1003035,1,far north - urban,far north - urban,far-north,urban,5,2,female,41,2,piped to neighbor,pit latrine without slab/open pit,no,no,no,no,no,no,no,middle,-56576
1,897,1003035,1,far north - urban,far north - urban,far-north,urban,8,3,female,40,3,public tap/standpipe,pit latrine without slab/open pit,yes,yes,yes,no,no,no,no,middle,-57966
1,955,1003035,1,far north - urban,far north - urban,far-north,urban,2,0,male,50,1,tube well or borehole,pit latrine with slab,yes,yes,yes,yes,yes,yes,yes,richer,41117
1,971,1003035,1,far north - urban,far north - urban,far-north,urban,4,0,female,68,2,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-67563
1,1040,1003035,1,far north - urban,far north - urban,far-north,urban,3,1,female,32,1,public tap/standpipe,pit latrine without slab/open pit,no,no,no,no,no,no,no,middle,-59963
1,1052,1003035,1,far north - urban,far north - urban,far-north,urban,3,1,male,25,1,tube well or borehole,pit latrine with slab,yes,yes,no,no,no,yes,no,poorer,-81742
1,1082,1003035,1,far north - urban,far north - urban,far-north,urban,2,1,female,50,1,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-78002
1,1103,1003035,1,far north - urban,far north - urban,far-north,urban,9,2,male,45,2,public tap/standpipe,pit latrine without slab/open pit,no,no,no,no,yes,yes,no,poorer,-100605
1,1113,1003035,1,far north - urban,far north - urban,far-north,urban,7,0,male,38,4,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-89631
1,1128,1003035,1,far north - urban,far north - urban,far-north,urban,6,3,male,37,2,public tap/standpipe,pit latrine with slab,yes,no,no,no,no,no,no,middle,-8589
1,1204,1003035,1,far north - urban,far north - urban,far-north,urban,7,4,male,28,2,piped to neighbor,pit latrine with slab,no,no,no,no,no,no,no,poorer,-66426
2,16,458943,2,east - rural,east - rural,east,rural,12,2,male,56,5,unprotected spring,pit latrine with slab,no,no,no,no,no,no,no,middle,-56590
2,38,458943,2,east - rural,east - rural,east,rural,2,0,male,69,3,unprotected spring,pit latrine with slab,no,no,no,no,no,no,no,middle,-55487
2,75,458943,2,east - rural,east - rural,east,rural,9,2,male,44,2,unprotected spring,pit latrine without slab/open pit,no,yes,no,no,no,no,no,poorer,-105501
2,168,458943,2,east - rural,east - rural,east,rural,5,0,male,49,3,protected well,pit latrine with slab,no,no,no,yes,yes,no,yes,richest,229549
2,191,458943,2,east - rural,east - rural,east,rural,5,1,female,30,2,unprotected spring,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-66521
2,240,458943,2,east - rural,east - rural,east,rural,5,1,male,80,2,unprotected spring,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-118078
2,431,458943,2,east - rural,east - rural,east,rural,10,1,male,52,5,unprotected spring,pit latrine with slab,no,yes,yes,no,no,no,no,middle,-6239
2,432,458943,2,east - rural,east - rural,east,rural,7,0,male,48,2,unprotected spring,hanging toilet/latrine,no,no,no,no,no,yes,no,poorer,-105732
2,580,458943,2,east - rural,east - rural,east,rural,4,0,male,42,5,tube well or borehole,hanging toilet/latrine,no,no,no,no,no,no,no,poorer,-97701
2,608,458943,2,east - rural,east - rural,east,rural,8,1,male,32,3,unprotected spring,hanging toilet/latrine,no,no,no,no,no,yes,no,poorer,-93160
2,621,458943,2,east - rural,east - rural,east,rural,6,0,female,51,2,unprotected spring,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-109974
2,681,458943,2,east - rural,east - rural,east,rural,9,4,male,56,3,unprotected spring,pit latrine without slab/open pit,no,no,no,no,no,yes,no,poorer,-107595
2,689,458943,2,east - rural,east - rural,east,rural,7,2,male,38,2,unprotected well,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-124992
2,690,458943,2,east - rural,east - rural,east,rural,7,0,female,45,2,unprotected spring,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-114159
2,696,458943,2,east - rural,east - rural,east,rural,2,1,female,43,1,tube well or borehole,hanging toilet/latrine,no,yes,no,no,no,yes,no,poorer,-80342
2,731,458943,2,east - rural,east - rural,east,rural,4,1,male,48,1,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,no,yes,no,no,no,yes,no,poorer,-84458
2,757,458943,2,east - rural,east - rural,east,rural,26,10,male,85,6,tube well or borehole,hanging toilet/latrine,no,yes,no,no,no,yes,yes,middle,-31011
2,764,458943,2,east - rural,east - rural,east,rural,4,2,male,30,2,unprotected spring,pit latrine with slab,no,yes,no,no,no,no,no,middle,-61537
2,821,458943,2,east - rural,east - rural,east,rural,5,0,female,58,2,unprotected spring,hanging toilet/latrine,no,no,no,no,no,no,no,poorest,-115691
2,893,458943,2,east - rural,east - rural,east,rural,2,0,male,34,1,tube well or borehole,hanging toilet/latrine,no,yes,no,no,no,yes,no,poorer,-92456
2,905,458943,2,east - rural,east - rural,east,rural,5,1,male,35,2,tube well or borehole,hanging toilet/latrine,no,yes,no,no,no,yes,no,middle,-17126
2,907,458943,2,east - rural,east - rural,east,rural,1,0,male,46,1,unprotected well,pit latrine without slab/open pit,no,no,no,no,no,yes,no,poorer,-104968
2,936,458943,2,east - rural,east - rural,east,rural,1,0,male,83,1,protected spring,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-102259
2,1024,458943,2,east - rural,east - rural,east,rural,7,1,male,48,2,tube well or borehole,pit latrine with slab,no,yes,no,no,no,no,no,poorer,-103072
2,1070,458943,2,east - rural,east - rural,east,rural,2,0,male,22,2,unprotected spring,pit latrine with slab,no,no,no,no,no,yes,no,poorer,-76504
2,1138,458943,2,east - rural,east - rural,east,rural,16,6,male,35,5,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-118711
2,1144,458943,2,east - rural,east - rural,east,rural,1,0,female,64,1,unprotected spring,hanging toilet/latrine,no,no,no,no,no,no,no,poorer,-104267
2,1186,458943,2,east - rural,east - rural,east,rural,1,0,male,38,1,tube well or borehole,pit latrine without slab/open pit,no,yes,no,no,no,no,yes,middle,-53798
3,30,874229,3,centre - urban,centre - urban,centre (without yaounde),urban,6,0,female,23,4,tube well or borehole,pit latrine with slab,yes,no,yes,no,no,no,no,middle,-20475
3,50,874229,3,centre - urban,centre - urban,centre (without yaounde),urban,9,1,male,58,3,public tap/standpipe,pit latrine with slab,yes,no,yes,no,no,no,no,middle,-48428
3,62,874229,3,centre - urban,centre - urban,centre (without yaounde),urban,11,2,male,64,4,tube well or borehole,pit latrine without slab/open pit,yes,no,no,no,no,yes,no,middle,-52134
3,83,874229,3,centre - urban,centre - urban,centre (without yaounde),urban,4,0,male,34,2,tube well or borehole,pit latrine with slab,yes,yes,yes,no,no,no,no,richest,99517
3,191,874229,3,centre - urban,centre - urban,centre (without yaounde),urban,9,2,male,26,2,tube well or borehole,pit latrine with slab,yes,no,no,no,no,no,no,middle,-27262
3,368,874229,3,centre - urban,centre - urban,centre (without yaounde),urban,13,4,male,37,4,protected well,pit latrine with slab,no,yes,yes,no,no,no,no,middle,-15578
3,369,874229,3,centre - urban,centre - urban,centre (without yaounde),urban,10,2,male,47,4,protected well,pit latrine without slab/open pit,yes,no,yes,no,no,yes,no,poorer,-94509
3,478,874229,3,centre - urban,centre - urban,centre (without yaounde),urban,8,2,male,45,2,tube well or borehole,flush to pit latrine,yes,yes,yes,no,no,no,no,richer,48313
3,552,874229,3,centre - urban,centre - urban,centre (without yaounde),urban,7,2,female,58,3,tube well or borehole,pit latrine with slab,yes,no,no,no,no,no,no,middle,-7064
3,652,874229,3,centre - urban,centre - urban,centre (without yaounde),urban,9,0,male,52,5,tube well or borehole,pit latrine without slab/open pit,no,yes,no,no,no,no,no,poorer,-67847
3,665,874229,3,centre - urban,centre - urban,centre (without yaounde),urban,6,0,male,22,4,tube well or borehole,pit latrine without slab/open pit,no,yes,no,no,no,no,no,middle,-34866
3,712,874229,3,centre - urban,centre - urban,centre (without yaounde),urban,11,0,female,53,5,tube well or borehole,pit latrine with slab,yes,yes,yes,yes,no,yes,no,richest,110933
3,715,874229,3,centre - urban,centre - urban,centre (without yaounde),urban,15,4,male,57,8,tube well or borehole,pit latrine with slab,yes,yes,yes,no,no,no,no,richer,6777
3,724,874229,3,centre - urban,centre - urban,centre (without yaounde),urban,12,1,male,48,6,unprotected well,pit latrine without slab/open pit,yes,yes,no,no,no,no,no,poorer,-68311
3,756,874229,3,centre - urban,centre - urban,centre (without yaounde),urban,7,1,female,49,4,protected well,pit latrine with slab,no,yes,no,no,no,yes,no,poorer,-72298
3,814,874229,3,centre - urban,centre - urban,centre (without yaounde),urban,11,2,male,54,4,tube well or borehole,pit latrine with slab,yes,no,yes,no,no,yes,no,middle,4898
3,845,874229,3,centre - urban,centre - urban,centre (without yaounde),urban,9,3,female,55,4,tube well or borehole,pit latrine without slab/open pit,yes,no,no,no,no,no,no,middle,-56612
3,863,874229,3,centre - urban,centre - urban,centre (without yaounde),urban,8,0,male,42,3,tube well or borehole,pit latrine with slab,yes,yes,yes,no,no,no,no,middle,-42614
3,879,874229,3,centre - urban,centre - urban,centre (without yaounde),urban,5,1,female,49,3,tube well or borehole,pit latrine without slab/open pit,yes,yes,yes,no,no,no,no,middle,-24340
3,896,874229,3,centre - urban,centre - urban,centre (without yaounde),urban,12,4,male,70,6,protected well,pit latrine without slab/open pit,yes,yes,yes,no,no,no,no,middle,-2677
3,932,874229,3,centre - urban,centre - urban,centre (without yaounde),urban,10,2,male,43,3,tube well or borehole,pit latrine with slab,yes,yes,yes,yes,no,yes,no,richest,149539
3,957,874229,3,centre - urban,centre - urban,centre (without yaounde),urban,5,1,male,42,2,tube well or borehole,pit latrine with slab,yes,yes,yes,no,no,no,no,richer,22076
3,1005,874229,3,centre - urban,centre - urban,centre (without yaounde),urban,10,4,male,35,3,tube well or borehole,pit latrine with slab,yes,yes,yes,no,no,yes,no,middle,-11183
3,1007,874229,3,centre - urban,centre - urban,centre (without yaounde),urban,8,4,female,53,2,tube well or borehole,pit latrine with slab,yes,no,yes,no,no,no,no,middle,-3160
3,1038,874229,3,centre - urban,centre - urban,centre (without yaounde),urban,14,2,female,56,3,tube well or borehole,pit latrine with slab,yes,no,yes,no,no,yes,no,middle,4735
3,1072,874229,3,centre - urban,centre - urban,centre (without yaounde),urban,6,1,male,39,2,protected well,pit latrine with slab,yes,no,no,no,no,yes,no,middle,-40040
3,1086,874229,3,centre - urban,centre - urban,centre (without yaounde),urban,6,1,male,44,2,tube well or borehole,pit latrine with slab,yes,yes,yes,no,no,yes,no,richer,33152
3,1139,874229,3,centre - urban,centre - urban,centre (without yaounde),urban,5,1,male,44,2,tube well or borehole,pit latrine without slab/open pit,yes,yes,no,no,no,no,no,middle,-51503
5,69,750880,5,yaounde,yaounde,yaounde,urban,10,4,female,59,3,public tap/standpipe,flush to septic tank,yes,no,yes,yes,no,no,no,richest,115207
5,115,750880,5,yaounde,yaounde,yaounde,urban,1,0,male,24,1,protected spring,pit latrine with slab,yes,yes,yes,no,no,no,no,richer,76909
5,186,750880,5,yaounde,yaounde,yaounde,urban,1,0,male,33,1,piped to yard/plot,pit latrine with slab,yes,yes,yes,no,no,no,no,richest,96420
5,304,750880,5,yaounde,yaounde,yaounde,urban,6,1,male,32,2,piped to neighbor,flush to septic tank,yes,no,yes,yes,no,no,yes,richest,216209
5,320,750880,5,yaounde,yaounde,yaounde,urban,6,1,male,41,4,public tap/standpipe,pit latrine without slab/open pit,yes,yes,yes,yes,no,no,no,richest,134445
5,322,750880,5,yaounde,yaounde,yaounde,urban,6,1,female,59,2,public tap/standpipe,pit latrine without slab/open pit,yes,no,yes,no,no,no,no,richer,31567
5,323,750880,5,yaounde,yaounde,yaounde,urban,7,2,male,33,2,piped to neighbor,pit latrine with slab,yes,no,yes,yes,no,no,no,richer,67243
5,330,750880,5,yaounde,yaounde,yaounde,urban,1,0,male,52,1,public tap/standpipe,pit latrine with slab,yes,yes,yes,yes,no,no,no,richest,106366
5,335,750880,5,yaounde,yaounde,yaounde,urban,1,0,male,48,1,piped to yard/plot,pit latrine with slab,yes,no,no,no,no,no,no,richer,59172
5,350,750880,5,yaounde,yaounde,yaounde,urban,2,0,male,24,1,public tap/standpipe,pit latrine with slab,yes,no,yes,no,no,no,no,richer,48668
5,409,750880,5,yaounde,yaounde,yaounde,urban,1,0,male,29,1,piped to yard/plot,pit latrine with slab,yes,no,yes,no,no,no,no,richest,86945
5,495,750880,5,yaounde,yaounde,yaounde,urban,1,0,male,24,1,bottled water,pit latrine with slab,yes,yes,yes,no,no,no,yes,richest,112027
5,546,750880,5,yaounde,yaounde,yaounde,urban,5,1,female,34,1,piped to neighbor,pit latrine without slab/open pit,yes,no,no,no,no,no,no,richer,8074
5,578,750880,5,yaounde,yaounde,yaounde,urban,1,0,male,25,1,public tap/standpipe,pit latrine without slab/open pit,yes,no,yes,yes,no,no,no,richest,81773
5,611,750880,5,yaounde,yaounde,yaounde,urban,5,0,female,52,2,piped to yard/plot,composting toilet,yes,no,yes,no,no,no,no,richest,98777
5,635,750880,5,yaounde,yaounde,yaounde,urban,14,1,male,48,5,piped into dwelling,pit latrine with slab,yes,yes,yes,yes,no,no,no,richest,181061
5,669,750880,5,yaounde,yaounde,yaounde,urban,3,0,male,55,3,public tap/standpipe,pit latrine with slab,yes,no,yes,no,no,no,no,richer,56283
5,690,750880,5,yaounde,yaounde,yaounde,urban,7,1,male,54,3,tube well or borehole,pit latrine with slab,yes,yes,yes,yes,no,no,no,richest,170372
5,763,750880,5,yaounde,yaounde,yaounde,urban,6,2,male,41,2,piped to neighbor,pit latrine with slab,yes,no,yes,no,no,no,no,richer,52899
5,786,750880,5,yaounde,yaounde,yaounde,urban,4,1,female,25,1,piped to neighbor,pit latrine with slab,yes,no,no,no,no,no,no,middle,-10673
5,800,750880,5,yaounde,yaounde,yaounde,urban,1,0,male,39,1,piped to yard/plot,pit latrine with slab,yes,no,no,no,no,no,no,richer,27417
5,1015,750880,5,yaounde,yaounde,yaounde,urban,3,0,female,31,1,piped to neighbor,pit latrine with slab,yes,no,yes,yes,no,no,no,richer,58122
5,1060,750880,5,yaounde,yaounde,yaounde,urban,6,2,male,26,2,piped to neighbor,pit latrine with slab,yes,no,yes,yes,no,no,no,richest,128030
5,1091,750880,5,yaounde,yaounde,yaounde,urban,4,1,male,34,1,piped to neighbor,pit latrine with slab,yes,yes,yes,no,no,no,no,richer,61616
5,1110,750880,5,yaounde,yaounde,yaounde,urban,3,0,female,31,1,piped into dwelling,pit latrine with slab,yes,no,yes,yes,no,no,no,richest,122586
5,1138,750880,5,yaounde,yaounde,yaounde,urban,1,0,male,56,1,public tap/standpipe,pit latrine with slab,yes,yes,yes,yes,no,no,no,richest,88993
5,1188,750880,5,yaounde,yaounde,yaounde,urban,1,0,female,38,1,public tap/standpipe,pit latrine with slab,yes,no,yes,no,no,no,no,richer,47137
5,1210,750880,5,yaounde,yaounde,yaounde,urban,2,0,female,don't know,2,piped to neighbor,pit latrine with slab,yes,no,no,no,no,yes,no,richer,17275
7,23,289842,7,adamaoua - rural,adamaoua - rural,adamawa,rural,6,1,male,50,2,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-126533
7,31,289842,7,adamaoua - rural,adamaoua - rural,adamawa,rural,8,2,male,36,2,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-127622
7,37,289842,7,adamaoua - rural,adamaoua - rural,adamawa,rural,3,1,male,29,1,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,no,no,no,no,no,no,poorest,-125033
7,45,289842,7,adamaoua - rural,adamaoua - rural,adamawa,rural,5,1,male,29,1,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-115483
7,113,289842,7,adamaoua - rural,adamaoua - rural,adamawa,rural,8,2,male,41,5,unprotected well,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-126494
7,129,289842,7,adamaoua - rural,adamaoua - rural,adamawa,rural,8,0,male,42,2,unprotected well,hanging toilet/latrine,no,no,no,no,no,no,no,poorest,-110117
7,145,289842,7,adamaoua - rural,adamaoua - rural,adamawa,rural,4,1,male,31,2,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,no,no,no,no,no,no,poorest,-129181
7,230,289842,7,adamaoua - rural,adamaoua - rural,adamawa,rural,8,0,male,50,3,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-131711
7,267,289842,7,adamaoua - rural,adamaoua - rural,adamawa,rural,5,0,male,35,1,unprotected well,no facility/bush/field,no,no,no,no,yes,no,no,poorest,-141140
7,285,289842,7,adamaoua - rural,adamaoua - rural,adamawa,rural,5,2,male,84,4,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-84844
7,399,289842,7,adamaoua - rural,adamaoua - rural,adamawa,rural,4,2,male,36,1,tube well or borehole,no facility/bush/field,no,no,no,no,no,no,no,poorest,-129612
7,482,289842,7,adamaoua - rural,adamaoua - rural,adamawa,rural,5,1,male,27,3,unprotected well,no facility/bush/field,no,no,no,no,no,no,no,poorest,-131287
7,524,289842,7,adamaoua - rural,adamaoua - rural,adamawa,rural,12,3,male,80,3,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-133992
7,528,289842,7,adamaoua - rural,adamaoua - rural,adamawa,rural,9,4,male,36,3,unprotected spring,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-94694
7,569,289842,7,adamaoua - rural,adamaoua - rural,adamawa,rural,3,0,male,74,3,unprotected well,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-119525
7,612,289842,7,adamaoua - rural,adamaoua - rural,adamawa,rural,7,1,female,35,1,river/dam/lake/ponds/stream/canal/irrigation channel,hanging toilet/latrine,no,no,no,no,no,no,no,poorer,-103196
7,623,289842,7,adamaoua - rural,adamaoua - rural,adamawa,rural,11,3,male,36,1,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,no,no,no,no,no,no,poorest,-142619
7,746,289842,7,adamaoua - rural,adamaoua - rural,adamawa,rural,3,1,male,26,1,unprotected well,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-126582
7,751,289842,7,adamaoua - rural,adamaoua - rural,adamawa,rural,2,0,male,18,1,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-121238
7,823,289842,7,adamaoua - rural,adamaoua - rural,adamawa,rural,9,3,male,60,3,tube well or borehole,no facility/bush/field,no,no,no,no,no,no,no,poorest,-130611
7,848,289842,7,adamaoua - rural,adamaoua - rural,adamawa,rural,2,0,male,48,1,tube well or borehole,pit latrine without slab/open pit,no,yes,no,no,no,no,no,poorest,-115272
7,896,289842,7,adamaoua - rural,adamaoua - rural,adamawa,rural,7,1,male,35,2,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-132779
7,1154,289842,7,adamaoua - rural,adamaoua - rural,adamawa,rural,18,5,male,45,3,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,no,no,no,no,yes,no,poorest,-135684
7,1207,289842,7,adamaoua - rural,adamaoua - rural,adamawa,rural,3,1,male,28,1,unprotected spring,no facility/bush/field,no,no,no,no,no,no,no,poorest,-124294
8,41,1012753,8,nordwest - urban,nordwest - urban,north-west,urban,5,0,female,53,4,piped into dwelling,flush to septic tank,yes,no,yes,yes,yes,no,yes,richest,187180
8,93,1012753,8,nordwest - urban,nordwest - urban,north-west,urban,4,0,male,43,3,piped into dwelling,flush to septic tank,yes,yes,yes,no,no,no,yes,richest,94615
8,148,1012753,8,nordwest - urban,nordwest - urban,north-west,urban,1,0,male,22,1,piped to neighbor,pit latrine with slab,yes,yes,yes,no,no,no,no,richest,85787
8,211,1012753,8,nordwest - urban,nordwest - urban,north-west,urban,1,0,male,17,2,piped to neighbor,flush to septic tank,no,no,no,yes,no,no,no,richer,67517
8,262,1012753,8,nordwest - urban,nordwest - urban,north-west,urban,2,0,female,63,2,piped into dwelling,flush to septic tank,yes,yes,yes,yes,no,no,yes,richest,244562
8,283,1012753,8,nordwest - urban,nordwest - urban,north-west,urban,8,1,male,56,3,piped into dwelling,flush to septic tank,yes,yes,yes,yes,no,no,no,richest,128908
8,333,1012753,8,nordwest - urban,nordwest - urban,north-west,urban,5,0,male,52,2,piped into dwelling,flush to septic tank,yes,yes,yes,yes,yes,no,yes,richest,209803
8,368,1012753,8,nordwest - urban,nordwest - urban,north-west,urban,3,0,male,23,1,public tap/standpipe,pit latrine with slab,yes,no,yes,no,no,no,no,richest,123121
8,375,1012753,8,nordwest - urban,nordwest - urban,north-west,urban,4,0,female,50,2,piped to neighbor,pit latrine with slab,yes,no,no,no,no,no,no,middle,-8068
8,386,1012753,8,nordwest - urban,nordwest - urban,north-west,urban,2,0,female,63,2,public tap/standpipe,pit latrine with slab,yes,yes,yes,no,no,no,no,richer,16929
8,406,1012753,8,nordwest - urban,nordwest - urban,north-west,urban,3,0,male,27,1,public tap/standpipe,pit latrine with slab,yes,no,yes,yes,no,no,no,richer,75723
8,408,1012753,8,nordwest - urban,nordwest - urban,north-west,urban,3,0,male,25,1,piped to neighbor,pit latrine with slab,yes,yes,yes,no,no,no,no,richer,69417
8,418,1012753,8,nordwest - urban,nordwest - urban,north-west,urban,1,0,male,21,1,public tap/standpipe,flush to septic tank,yes,yes,yes,yes,no,no,no,richest,101243
8,641,1012753,8,nordwest - urban,nordwest - urban,north-west,urban,3,1,male,27,1,piped to neighbor,pit latrine with slab,yes,no,no,no,no,no,no,middle,-19737
8,650,1012753,8,nordwest - urban,nordwest - urban,north-west,urban,1,0,male,25,1,piped to yard/plot,pit latrine without slab/open pit,yes,yes,yes,no,no,no,no,richer,76778
8,666,1012753,8,nordwest - urban,nordwest - urban,north-west,urban,1,0,male,31,1,piped to yard/plot,flush to septic tank,yes,yes,yes,no,yes,no,no,richest,143388
8,739,1012753,8,nordwest - urban,nordwest - urban,north-west,urban,2,0,female,55,2,piped into dwelling,pit latrine with slab,yes,no,no,no,no,no,no,richer,57271
8,828,1012753,8,nordwest - urban,nordwest - urban,north-west,urban,4,2,male,33,2,piped to yard/plot,pit latrine with slab,yes,yes,yes,yes,no,no,yes,richest,169005
8,913,1012753,8,nordwest - urban,nordwest - urban,north-west,urban,6,1,male,45,3,piped into dwelling,flush to septic tank,yes,yes,yes,yes,no,no,no,richest,180275
8,917,1012753,8,nordwest - urban,nordwest - urban,north-west,urban,1,0,male,31,1,piped to yard/plot,flush to septic tank,yes,yes,yes,no,yes,no,no,richest,156671
8,922,1012753,8,nordwest - urban,nordwest - urban,north-west,urban,1,0,male,26,1,piped to neighbor,pit latrine with slab,yes,no,yes,no,no,no,no,richer,68189
8,923,1012753,8,nordwest - urban,nordwest - urban,north-west,urban,4,1,female,52,3,piped to neighbor,pit latrine with slab,yes,no,yes,no,no,no,no,richer,48652
8,993,1012753,8,nordwest - urban,nordwest - urban,north-west,urban,3,0,female,46,2,public tap/standpipe,flush to septic tank,yes,yes,yes,yes,no,no,no,richest,110756
8,1146,1012753,8,nordwest - urban,nordwest - urban,north-west,urban,3,0,female,63,1,piped to neighbor,ventilated improved pit latrine (vip),yes,no,yes,no,no,no,no,richer,16692
8,1174,1012753,8,nordwest - urban,nordwest - urban,north-west,urban,1,0,male,28,1,piped into dwelling,flush to septic tank,yes,yes,no,yes,no,no,no,richest,96391
10,45,315356,10,far north - rural,far north - rural,far-north,rural,8,3,male,26,4,unprotected well,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-124526
10,57,315356,10,far north - rural,far north - rural,far-north,rural,6,1,male,39,4,tube well or borehole,no facility/bush/field,no,no,no,no,no,no,no,poorest,-116158
10,78,315356,10,far north - rural,far north - rural,far-north,rural,2,0,female,64,1,unprotected well,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-136912
10,92,315356,10,far north - rural,far north - rural,far-north,rural,7,3,male,40,2,unprotected well,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-115450
10,166,315356,10,far north - rural,far north - rural,far-north,rural,9,2,female,48,5,tube well or borehole,pit latrine with slab,yes,no,no,no,no,yes,no,middle,-62552
10,249,315356,10,far north - rural,far north - rural,far-north,rural,7,2,male,72,4,unprotected well,pit latrine without slab/open pit,no,yes,no,no,no,no,no,poorest,-114904
10,271,315356,10,far north - rural,far north - rural,far-north,rural,8,1,female,50,4,tube well or borehole,pit latrine with slab,no,no,no,no,no,no,no,poorer,-108592
