r,obs,theo,lo,hi,fonction,nsim
16702.715964846873,0.7492537313432835,0.5482118585373292,0.43731778425655976,0.6382978723404256,G,39
17120.28386396805,0.7694610778443114,0.5660238096974446,0.4604105571847507,0.6631016042780749,G,39
17537.85176308922,0.7727272727272727,0.583547333493434,0.47058823529411764,0.6711590296495957,G,39
17955.419662210392,0.7774390243902439,0.6007599880830163,0.4837758112094395,0.6929347826086957,G,39
18372.987561331563,0.7774390243902439,0.6176411549433425,0.5029585798816568,0.7103825136612022,G,39
18790.555460452735,0.7804878048780488,0.634172043682289,0.5207100591715976,0.7202216066481995,G,39
19208.123359573907,0.7876923076923077,0.650335687769521,0.5252225519287834,0.7416666666666667,G,39
19625.69125869508,0.7876923076923077,0.6661169315959522,0.5476190476190477,0.7493036211699164,G,39
20043.25915781625,0.7938461538461539,0.6815024093116826,0.5892857142857143,0.7632311977715878,G,39
20460.82705693742,0.803076923076923,0.69648051592866,0.6234177215189873,0.7670454545454546,G,39
20878.394956058593,0.8246153846153846,0.7110413712051193,0.6360759493670886,0.7720797720797721,G,39
21295.962855179765,0.8302469135802469,0.7251767768542468,0.6496815286624203,0.7931034482758621,G,39
21713.530754300937,0.8302469135802469,0.7388801676395507,0.6591639871382636,0.8132183908045977,G,39
22131.09865342211,0.8359133126934984,0.7521465569341503,0.6752411575562701,0.8208092485549133,G,39
22548.66655254328,0.8390092879256966,0.764972477330741,0.6870967741935484,0.8279883381924198,G,39
22966.23445166445,0.8473520249221184,0.7773559168935511,0.7035830618892508,0.8333333333333334,G,39
23383.802350785627,0.8566978193146417,0.7892962516433439,0.7222222222222222,0.8450292397660819,G,39
23801.3702499068,0.8598130841121495,0.8007941748617133,0.7320261437908496,0.8651026392961877,G,39
24218.93814902797,0.859375,0.8118516237918252,0.7408637873754153,0.8709677419354839,G,39
24636.506048149142,0.8679245283018868,0.822471704299691,0.7525083612040134,0.8790560471976401,G,39
25054.073947270314,0.8742138364779874,0.8326586140433314,0.7558528428093646,0.8865435356200527,G,39
25471.641846391485,0.8742138364779874,0.8424175646771548,0.7668918918918919,0.8912466843501327,G,39
25889.209745512657,0.8836477987421384,0.8517547035958806,0.7932203389830509,0.9011976047904192,G,39
26306.77764463383,0.8836477987421384,0.8606770356967616,0.7986348122866894,0.9037433155080213,G,39
26724.345543755,0.8832807570977917,0.8691923456110489,0.815068493150685,0.9139784946236559,G,39
27141.91344287617,0.889589905362776,0.877309120825992,0.821917808219178,0.9193083573487032,G,39
27559.481341997343,0.89171974522293,0.8850364760875246,0.839041095890411,0.9219653179190751,G,39
27977.049241118515,0.8980891719745223,0.8923840794415114,0.8424657534246576,0.9347826086956522,G,39
28394.617140239687,0.8980891719745223,0.8993620802383866,0.8458904109589042,0.9368131868131868,G,39
28812.18503936086,0.9012738853503185,0.9059810393925098,0.8458904109589042,0.9476584022038568,G,39
29229.75293848203,0.9073482428115016,0.9122518621539422,0.8527397260273972,0.953168044077135,G,39
29647.3208376032,0.9067524115755627,0.9181857336168834,0.8527397260273972,0.9626168224299065,G,39
30064.888736724373,0.9067524115755627,0.9237940571560033,0.8556701030927835,0.9654088050314465,G,39
30482.45663584555,0.9067524115755627,0.9290883959495866,0.8641114982578397,0.9716981132075472,G,39
30900.02453496672,0.9058441558441559,0.9340804177170426,0.8710801393728222,0.9716088328075709,G,39
31317.592434087892,0.9153094462540716,0.9387818427680986,0.887719298245614,0.9716088328075709,G,39
31735.160333209064,0.9180327868852459,0.9432043954320876,0.8947368421052632,0.9714285714285714,G,39
