cluster_id,menage_id,ligne,lien_chef,residence,dormi_nuit,sexe,age,niveau_educ,annees_ecole,scolarise,quintile
1,117,1,head,yes,yes,male,71,"no education, preschool",0,no,poorer
1,117,2,wife or husband,yes,yes,female,66,"no education, preschool",0,no,poorer
1,125,1,head,yes,yes,male,47,"no education, preschool",0,no,poorer
1,125,2,wife or husband,yes,yes,female,32,secondary,9,no,poorer
1,125,3,son/daughter,yes,yes,female,19,"no education, preschool",0,no,poorer
1,125,4,son/daughter,yes,yes,male,12,primary,6,attended at some time,poorer
1,125,5,son/daughter,yes,yes,male,7,primary,1,attended at some time,poorer
1,125,6,son/daughter,yes,yes,male,1,"no education, preschool",0,no,poorer
1,125,7,other relative,yes,yes,female,1,"no education, preschool",0,no,poorer
1,147,1,head,yes,yes,male,38,secondary,9,no,richer
1,147,2,wife or husband,yes,yes,female,22,secondary,10,no,richer
1,147,3,son/daughter,yes,yes,female,16,primary,6,attended at some time,richer
1,147,4,son/daughter,yes,yes,female,14,primary,5,attended at some time,richer
1,147,5,son/daughter,yes,yes,female,12,primary,3,attended at some time,richer
1,147,6,son/daughter,yes,yes,female,2,"no education, preschool",0,no,richer
1,147,7,other relative,no,yes,male,17,secondary,9,attended at some time,richer
1,191,1,head,yes,yes,male,30,"no education, preschool",0,no,middle
1,191,2,wife or husband,yes,yes,female,17,"no education, preschool",0,no,middle
1,191,3,wife or husband,yes,yes,female,20,primary,1,no,middle
1,198,1,head,yes,yes,female,26,primary,6,no,middle
1,198,2,son/daughter,yes,yes,male,11,primary,5,attended at some time,middle
1,198,3,son/daughter,yes,yes,male,9,primary,4,attended at some time,middle
1,198,4,son/daughter,yes,yes,female,6,primary,1,attended at some time,middle
1,198,5,son/daughter,yes,yes,female,4,"no education, preschool",0,no,middle
1,198,6,adopted/foster child,yes,yes,female,13,primary,6,attended at some time,middle
1,252,1,head,yes,yes,male,51,secondary,9,no,middle
1,252,2,wife or husband,yes,yes,female,37,"no education, preschool",0,no,middle
1,252,3,son/daughter,yes,yes,male,17,secondary,7,attended at some time,middle
1,252,4,son/daughter,yes,yes,female,13,primary,5,attended at some time,middle
1,252,5,son/daughter,yes,yes,female,11,primary,3,attended at some time,middle
1,252,6,son/daughter,yes,yes,female,8,primary,1,attended at some time,middle
1,252,7,son/daughter,yes,yes,female,6,"no education, preschool",0,no,middle
1,252,8,son/daughter,yes,yes,female,3,"no education, preschool",0,no,middle
1,252,9,son/daughter,yes,yes,male,0,"no education, preschool",0,no,middle
1,309,1,head,yes,no,male,76,"no education, preschool",0,no,middle
1,309,2,wife or husband,yes,yes,female,57,"no education, preschool",0,no,middle
1,309,3,grandchild,yes,yes,female,10,"no education, preschool",0,no,middle
1,309,4,grandchild,yes,yes,female,4,"no education, preschool",0,no,middle
1,310,1,head,yes,yes,male,50,primary,5,no,poorer
1,310,2,wife or husband,yes,no,female,40,"no education, preschool",0,no,poorer
1,310,3,son/daughter,yes,yes,female,15,primary,6,no,poorer
1,310,4,son/daughter,yes,yes,female,13,primary,5,attended at some time,poorer
1,310,5,son/daughter,yes,no,male,10,primary,3,attended at some time,poorer
1,310,6,son/daughter,yes,yes,female,7,primary,0,attended at some time,poorer
1,310,7,grandchild,yes,yes,male,0,"no education, preschool",0,no,poorer
1,321,1,head,yes,yes,male,66,primary,4,no,middle
1,334,1,head,yes,yes,male,45,secondary,8,no,poorer
1,334,2,wife or husband,yes,yes,female,36,primary,5,no,poorer
1,334,3,son/daughter,yes,yes,male,9,primary,1,attended at some time,poorer
1,334,4,son/daughter,yes,yes,male,7,primary,1,attended at some time,poorer
1,334,5,son/daughter,yes,yes,female,5,"no education, preschool",0,no,poorer
1,334,6,son/daughter,yes,yes,female,1,"no education, preschool",0,no,poorer
1,341,1,head,yes,yes,male,60,"no education, preschool",0,no,poorer
1,341,2,wife or husband,yes,yes,female,47,"no education, preschool",0,no,poorer
1,341,3,son/daughter,yes,yes,male,19,primary,3,no,poorer
1,341,4,son/daughter,yes,yes,male,18,primary,4,no,poorer
1,341,5,son/daughter,yes,yes,male,11,primary,5,attended at some time,poorer
1,341,6,wife or husband,yes,yes,female,37,primary,2,no,poorer
1,341,7,other relative,yes,yes,female,12,primary,5,attended at some time,poorer
1,345,1,head,yes,yes,female,63,"no education, preschool",0,no,middle
1,345,2,grandchild,no,yes,male,21,secondary,11,attended at some time,middle
1,345,3,grandchild,no,yes,male,8,primary,2,attended at some time,middle
1,345,4,grandchild,no,yes,female,2,"no education, preschool",0,no,middle
1,365,1,head,yes,yes,female,62,"no education, preschool",0,no,middle
1,365,2,grandchild,yes,yes,female,5,primary,1,attended at some time,middle
1,374,1,head,yes,yes,male,20,secondary,8,attended at some time,middle
1,374,2,not related,yes,yes,male,15,secondary,7,attended at some time,middle
1,374,3,not related,yes,yes,male,13,secondary,7,attended at some time,middle
1,436,1,head,yes,yes,female,51,"no education, preschool",0,no,middle
1,436,2,grandchild,yes,yes,male,10,primary,6,attended at some time,middle
1,436,3,grandchild,yes,yes,female,7,primary,3,attended at some time,middle
1,436,4,grandchild,yes,yes,female,5,"no education, preschool",0,no,middle
1,562,1,head,yes,yes,male,46,primary,6,no,middle
1,562,2,wife or husband,yes,yes,female,41,primary,5,no,middle
1,562,3,son/daughter,yes,yes,male,21,primary,1,no,middle
1,562,4,son/daughter,yes,yes,male,20,secondary,8,attended at some time,middle
1,562,5,son/daughter,yes,yes,male,14,secondary,8,attended at some time,middle
1,562,6,not related,yes,yes,female,25,primary,5,no,middle
1,562,7,not related,yes,yes,male,23,primary,3,no,middle
1,803,1,head,yes,yes,male,27,secondary,8,no,middle
1,803,2,wife or husband,yes,yes,female,18,primary,6,no,middle
1,819,1,head,yes,yes,female,41,primary,4,no,middle
1,819,2,son/daughter,yes,yes,female,14,primary,6,attended at some time,middle
1,819,3,son/daughter,yes,yes,female,12,primary,2,attended at some time,middle
1,819,4,son/daughter,yes,yes,male,4,"no education, preschool",0,no,middle
1,819,5,son/daughter,yes,yes,female,2,"no education, preschool",0,no,middle
1,897,1,head,yes,yes,female,40,"no education, preschool",0,no,middle
1,897,2,son/daughter,yes,yes,male,14,primary,3,no,middle
1,897,3,son/daughter,yes,yes,female,12,"no education, preschool",0,no,middle
1,897,4,son/daughter,yes,yes,female,12,"no education, preschool",0,no,middle
1,897,5,son/daughter,yes,yes,female,10,"no education, preschool",0,no,middle
1,897,6,son/daughter,yes,yes,male,5,"no education, preschool",0,no,middle
1,897,7,son/daughter,yes,yes,male,3,"no education, preschool",0,no,middle
1,897,8,son/daughter,yes,yes,male,0,"no education, preschool",0,no,middle
1,955,1,head,yes,yes,male,50,primary,3,no,richer
1,955,2,wife or husband,yes,yes,female,20,primary,5,no,richer
1,971,1,head,yes,yes,female,68,"no education, preschool",0,no,poorer
1,971,2,grandchild,yes,yes,male,16,primary,3,no,poorer
1,971,3,grandchild,yes,yes,female,14,primary,5,no,poorer
1,971,4,grandchild,yes,yes,female,11,primary,3,attended at some time,poorer
1,1040,1,head,yes,yes,female,32,primary,3,no,middle
1,1040,2,son/daughter,yes,yes,male,11,secondary,8,attended at some time,middle
1,1040,3,son/daughter,yes,yes,female,1,"no education, preschool",0,no,middle
1,1052,1,head,yes,yes,male,25,primary,5,no,poorer
1,1052,2,wife or husband,yes,yes,female,16,primary,3,no,poorer
1,1052,3,son/daughter,yes,yes,male,0,"no education, preschool",0,no,poorer
1,1082,1,head,yes,yes,female,50,"no education, preschool",0,no,poorer
1,1082,2,grandchild,yes,yes,female,5,"no education, preschool",0,no,poorer
1,1103,1,head,yes,yes,male,45,"no education, preschool",0,no,poorer
1,1103,2,wife or husband,yes,yes,female,38,"no education, preschool",0,no,poorer
1,1103,3,son/daughter,yes,yes,female,15,"no education, preschool",0,no,poorer
1,1103,4,son/daughter,yes,yes,female,13,"no education, preschool",0,no,poorer
1,1103,5,son/daughter,yes,yes,male,11,primary,1,attended at some time,poorer
1,1103,6,son/daughter,yes,yes,male,9,primary,1,attended at some time,poorer
1,1103,7,son/daughter,yes,yes,female,7,"no education, preschool",0,no,poorer
1,1103,8,son/daughter,yes,yes,male,5,"no education, preschool",0,no,poorer
1,1103,9,son/daughter,yes,yes,female,2,"no education, preschool",0,no,poorer
1,1113,1,head,yes,yes,male,38,secondary,9,no,poorer
1,1113,2,wife or husband,yes,yes,female,33,primary,5,no,poorer
1,1113,3,son/daughter,yes,yes,male,18,secondary,10,attended at some time,poorer
1,1113,4,son/daughter,yes,yes,male,14,secondary,9,attended at some time,poorer
1,1113,5,son/daughter,yes,yes,male,8,primary,2,attended at some time,poorer
1,1113,6,son/daughter,yes,yes,female,7,primary,1,attended at some time,poorer
1,1113,7,son/daughter,yes,yes,male,6,primary,2,attended at some time,poorer
1,1128,1,head,yes,yes,male,37,secondary,10,no,middle
1,1128,2,wife or husband,yes,yes,female,26,"no education, preschool",0,no,middle
1,1128,3,son/daughter,yes,yes,female,7,primary,1,attended at some time,middle
1,1128,4,son/daughter,yes,yes,male,5,primary,1,attended at some time,middle
1,1128,5,son/daughter,yes,yes,male,2,"no education, preschool",0,no,middle
1,1128,6,son/daughter,yes,yes,female,0,"no education, preschool",0,no,middle
1,1204,1,head,yes,no,male,28,secondary,13,no,poorer
1,1204,2,wife or husband,yes,yes,female,27,primary,6,no,poorer
1,1204,3,son/daughter,yes,yes,female,5,"no education, preschool",0,attended at some time,poorer
1,1204,4,son/daughter,yes,yes,male,4,"no education, preschool",0,attended at some time,poorer
1,1204,5,son/daughter,yes,yes,male,2,"no education, preschool",0,no,poorer
1,1204,6,son/daughter,yes,yes,male,0,"no education, preschool",0,no,poorer
1,1204,7,other relative,yes,yes,female,10,primary,2,attended at some time,poorer
2,16,1,head,yes,yes,male,56,primary,6,no,middle
2,16,2,wife or husband,yes,yes,female,45,primary,5,no,middle
2,16,3,son/daughter,yes,yes,male,14,secondary,9,attended at some time,middle
2,16,4,son/daughter,yes,yes,male,16,secondary,8,attended at some time,middle
2,16,5,son/daughter,yes,yes,female,20,secondary,8,no,middle
2,16,6,son/daughter,yes,yes,male,24,primary,2,no,middle
2,16,7,other relative,no,yes,female,32,primary,6,no,middle
2,16,8,other relative,no,yes,male,4,"no education, preschool",0,attended at some time,middle
2,16,9,grandchild,yes,yes,male,4,"no education, preschool",0,attended at some time,middle
2,16,10,grandchild,yes,yes,female,1,"no education, preschool",0,no,middle
2,16,11,other relative,no,yes,male,28,secondary,8,no,middle
2,16,12,other relative,no,yes,male,36,secondary,9,no,middle
2,38,1,head,yes,no,male,69,primary,6,no,middle
2,38,2,brother/sister,yes,yes,female,65,primary,3,no,middle
2,75,1,head,yes,yes,male,44,primary,6,no,poorer
2,75,2,wife or husband,yes,yes,female,38,primary,4,no,poorer
2,75,3,son/daughter,yes,yes,male,12,primary,3,attended at some time,poorer
2,75,4,son/daughter,yes,yes,male,10,primary,3,attended at some time,poorer
2,75,5,son/daughter,yes,yes,male,4,primary,0,attended at some time,poorer
2,75,6,son/daughter,yes,yes,female,2,"no education, preschool",0,no,poorer
2,75,7,wife or husband,yes,yes,female,48,primary,3,no,poorer
2,75,8,son/daughter,yes,yes,male,7,primary,0,attended at some time,poorer
2,75,9,other relative,no,yes,male,36,primary,4,no,poorer
2,168,1,head,yes,yes,male,49,higher,17,no,richest
2,168,2,wife or husband,yes,yes,female,47,higher,17,no,richest
2,168,3,son/daughter,yes,yes,male,13,secondary,8,attended at some time,richest
2,168,4,not related,no,yes,female,20,higher,15,attended at some time,richest
2,168,5,not related,no,yes,female,20,higher,15,attended at some time,richest
2,191,1,head,yes,yes,female,30,primary,6,no,poorer
2,191,2,wife or husband,yes,yes,male,34,secondary,7,no,poorer
2,191,3,son/daughter,yes,yes,female,10,primary,2,attended at some time,poorer
2,191,4,son/daughter,yes,yes,female,7,primary,0,attended at some time,poorer
2,191,5,son/daughter,yes,yes,male,3,"no education, preschool",0,no,poorer
2,240,1,head,yes,yes,male,80,primary,2,no,poorest
2,240,2,other relative,yes,yes,male,7,primary,1,attended at some time,poorest
2,240,3,grandchild,yes,yes,male,29,primary,6,no,poorest
2,240,4,other relative,yes,yes,female,22,primary,6,no,poorest
2,240,5,other relative,yes,yes,female,1,"no education, preschool",0,no,poorest
2,431,1,head,yes,no,male,52,secondary,10,no,middle
2,431,2,wife or husband,yes,yes,female,33,primary,6,no,middle
2,431,3,son/daughter,yes,yes,male,11,primary,4,attended at some time,middle
2,431,4,son/daughter,yes,yes,female,9,primary,3,attended at some time,middle
2,431,5,son/daughter,yes,yes,female,8,primary,2,attended at some time,middle
2,431,6,son/daughter,yes,yes,male,7,primary,2,attended at some time,middle
2,431,7,son/daughter,yes,yes,male,5,"no education, preschool",0,attended at some time,middle
2,431,8,adopted/foster child,yes,yes,female,8,primary,4,attended at some time,middle
2,431,9,other relative,yes,yes,female,18,secondary,9,no,middle
2,431,10,brother/sister,no,yes,male,37,higher,16,no,middle
2,432,1,head,yes,yes,male,48,primary,4,no,poorer
2,432,2,wife or husband,yes,yes,female,54,secondary,7,no,poorer
2,432,3,son/daughter,no,yes,female,25,primary,5,no,poorer
2,432,4,grandchild,no,yes,male,5,"no education, preschool",0,no,poorer
2,432,5,grandchild,no,yes,male,3,"no education, preschool",0,no,poorer
2,432,6,grandchild,no,yes,male,0,"no education, preschool",0,no,poorer
2,432,7,son/daughter,yes,yes,female,20,primary,6,no,poorer
2,580,1,head,yes,yes,male,42,primary,3,no,poorer
2,580,2,brother/sister,yes,yes,male,44,primary,5,no,poorer
2,580,3,brother/sister,yes,yes,male,24,secondary,9,no,poorer
2,580,4,other relative,yes,yes,female,16,secondary,8,attended at some time,poorer
2,608,1,head,yes,yes,male,32,secondary,7,no,poorer
2,608,2,wife or husband,yes,yes,female,35,primary,6,no,poorer
2,608,3,parent,yes,yes,female,57,primary,2,no,poorer
2,608,4,son/daughter,yes,yes,male,13,primary,6,attended at some time,poorer
2,608,5,son/daughter,yes,yes,male,11,primary,6,attended at some time,poorer
2,608,6,son/daughter,yes,yes,female,8,primary,4,attended at some time,poorer
2,608,7,son/daughter,yes,yes,female,6,primary,1,attended at some time,poorer
2,608,8,son/daughter,yes,yes,male,3,"no education, preschool",0,attended at some time,poorer
2,621,1,head,yes,yes,female,51,primary,1,no,poorest
2,621,2,son/daughter,yes,yes,male,24,primary,5,no,poorest
2,621,3,son/daughter,yes,yes,male,20,primary,6,no,poorest
2,621,4,son/daughter,yes,yes,female,13,primary,6,attended at some time,poorest
2,621,5,son/daughter,yes,yes,male,10,primary,5,attended at some time,poorest
2,621,6,other relative,no,yes,female,18,secondary,12,attended at some time,poorest
2,681,1,head,yes,yes,male,56,primary,5,no,poorer
2,681,2,wife or husband,yes,yes,female,47,primary,2,no,poorer
2,681,3,son/daughter,yes,yes,female,22,secondary,9,no,poorer
2,681,4,grandchild,yes,yes,male,4,"no education, preschool",0,no,poorer
2,681,5,grandchild,yes,yes,male,2,"no education, preschool",0,no,poorer
2,681,6,grandchild,yes,yes,female,2,"no education, preschool",0,no,poorer
2,681,7,grandchild,yes,yes,female,1,"no education, preschool",0,no,poorer
2,681,8,parent-in-law,yes,yes,female,65,primary,2,no,poorer
2,681,9,son/daughter-in-law,yes,yes,male,27,primary,6,no,poorer
2,689,1,head,yes,no,male,38,don't know,don't know,no,poorest
2,689,2,wife or husband,yes,yes,female,29,primary,6,no,poorest
2,689,3,son/daughter,yes,yes,male,11,primary,4,attended at some time,poorest
2,689,4,son/daughter,yes,yes,female,10,primary,2,attended at some time,poorest
2,689,5,son/daughter,yes,yes,female,7,primary,1,attended at some time,poorest
2,689,6,son/daughter,yes,yes,female,5,"no education, preschool",0,attended at some time,poorest
2,689,7,son/daughter,yes,yes,female,0,"no education, preschool",0,no,poorest
2,690,1,head,yes,yes,female,45,secondary,9,no,poorest
2,690,2,parent,yes,yes,female,75,"no education, preschool",0,no,poorest
2,690,3,son/daughter,yes,yes,female,19,secondary,11,attended at some time,poorest
2,690,4,other relative,yes,yes,female,15,primary,5,attended at some time,poorest
2,690,5,son/daughter,yes,yes,male,12,primary,5,attended at some time,poorest
2,690,6,son/daughter,yes,yes,female,7,primary,1,attended at some time,poorest
2,690,7,other relative,yes,yes,female,9,primary,2,attended at some time,poorest
2,696,1,head,yes,yes,female,43,primary,6,no,poorer
2,696,2,grandchild,yes,yes,female,0,"no education, preschool",0,no,poorer
2,731,1,head,yes,yes,male,48,"no education, preschool",0,no,poorer
2,731,2,wife or husband,yes,yes,female,34,"no education, preschool",0,no,poorer
2,731,3,son/daughter,yes,yes,female,7,"no education, preschool",0,no,poorer
2,731,4,son/daughter,yes,yes,male,5,"no education, preschool",0,no,poorer
2,757,1,head,yes,yes,male,85,primary,2,no,middle
2,757,2,son/daughter,yes,yes,male,43,secondary,7,no,middle
2,757,3,son/daughter-in-law,yes,yes,female,35,primary,6,no,middle
2,757,4,grandchild,yes,yes,male,13,primary,6,attended at some time,middle
2,757,5,grandchild,yes,yes,male,11,primary,4,attended at some time,middle
2,757,6,grandchild,yes,yes,male,9,primary,1,attended at some time,middle
2,757,7,grandchild,yes,yes,male,7,"no education, preschool",0,no,middle
2,757,8,grandchild,yes,yes,male,5,"no education, preschool",0,no,middle
2,757,9,grandchild,yes,yes,female,2,"no education, preschool",0,no,middle
2,757,10,grandchild,yes,yes,male,0,"no education, preschool",0,no,middle
2,757,11,son/daughter,yes,yes,male,38,primary,6,no,middle
2,757,12,son/daughter-in-law,yes,yes,female,27,primary,6,no,middle
2,757,13,grandchild,yes,yes,female,10,primary,3,attended at some time,middle
2,757,14,grandchild,yes,yes,male,7,primary,1,attended at some time,middle
2,757,15,grandchild,yes,yes,female,3,"no education, preschool",0,no,middle
2,757,16,grandchild,yes,yes,male,1,"no education, preschool",0,no,middle
2,757,17,grandchild,yes,yes,male,35,secondary,9,no,middle
2,757,18,other relative,yes,yes,female,23,primary,4,no,middle
2,757,19,other relative,yes,yes,male,4,"no education, preschool",0,attended at some time,middle
2,757,20,other relative,yes,yes,female,2,"no education, preschool",0,no,middle
2,757,21,son/daughter,yes,yes,male,33,secondary,9,no,middle
2,757,22,son/daughter-in-law,yes,yes,female,22,secondary,9,no,middle
2,757,23,grandchild,yes,yes,male,7,primary,1,attended at some time,middle
2,757,24,grandchild,yes,yes,female,5,"no education, preschool",0,attended at some time,middle
2,757,25,grandchild,yes,yes,male,2,"no education, preschool",0,no,middle
2,757,26,grandchild,yes,yes,male,0,"no education, preschool",0,no,middle
2,764,1,head,yes,yes,male,30,secondary,11,no,middle
2,764,2,wife or husband,yes,yes,female,22,secondary,7,no,middle
2,764,3,son/daughter,yes,yes,female,2,"no education, preschool",0,no,middle
2,764,4,son/daughter,yes,yes,female,0,"no education, preschool",0,no,middle
2,821,1,head,yes,yes,female,58,primary,2,no,poorest
2,821,2,son/daughter,yes,yes,female,24,secondary,13,no,poorest
2,821,3,grandchild,yes,yes,male,11,primary,3,attended at some time,poorest
2,821,4,grandchild,yes,yes,male,11,primary,4,attended at some time,poorest
2,821,5,grandchild,yes,yes,female,9,primary,2,attended at some time,poorest
2,893,1,head,yes,yes,male,34,primary,5,no,poorer
2,893,2,wife or husband,yes,yes,female,26,primary,5,no,poorer
2,905,1,head,yes,no,male,35,secondary,10,no,middle
2,905,2,wife or husband,yes,yes,female,24,secondary,11,no,middle
2,905,3,other relative,yes,yes,female,87,primary,5,no,middle
2,905,4,son/daughter,yes,yes,male,1,"no education, preschool",0,no,middle
2,905,5,parent,no,yes,female,57,primary,6,no,middle
2,907,1,head,yes,yes,male,46,primary,6,no,poorer
2,936,1,head,yes,yes,male,83,primary,4,no,poorer
2,1024,1,head,yes,yes,male,48,primary,5,no,poorer
2,1024,2,wife or husband,yes,yes,female,32,primary,2,no,poorer
2,1024,3,son/daughter,yes,yes,male,17,primary,2,no,poorer
2,1024,4,son/daughter,yes,yes,female,13,primary,2,attended at some time,poorer
2,1024,5,son/daughter,yes,yes,female,8,"no education, preschool",0,no,poorer
2,1024,6,son/daughter,yes,yes,male,3,"no education, preschool",0,no,poorer
2,1024,7,son/daughter,yes,yes,male,11,primary,1,attended at some time,poorer
2,1070,1,head,yes,yes,male,22,secondary,9,no,poorer
2,1070,2,brother/sister,yes,yes,male,27,secondary,7,no,poorer
2,1138,1,head,yes,no,male,35,primary,5,no,poorest
2,1138,2,wife or husband,yes,yes,female,33,primary,5,no,poorest
2,1138,3,other relative,yes,yes,female,53,"no education, preschool",0,no,poorest
2,1138,4,son/daughter,yes,yes,male,12,primary,5,attended at some time,poorest
2,1138,5,son/daughter,yes,yes,female,8,primary,2,attended at some time,poorest
2,1138,6,son/daughter,yes,yes,female,5,primary,0,attended at some time,poorest
2,1138,7,son/daughter,yes,yes,female,4,primary,0,attended at some time,poorest
2,1138,8,son/daughter,yes,yes,male,0,"no education, preschool",0,no,poorest
2,1138,9,other relative,yes,yes,female,23,primary,5,no,poorest
2,1138,10,other relative,yes,yes,male,10,primary,3,attended at some time,poorest
2,1138,11,other relative,yes,yes,male,4,"no education, preschool",0,no,poorest
2,1138,12,other relative,yes,yes,male,2,"no education, preschool",0,no,poorest
2,1138,13,other relative,yes,yes,female,0,"no education, preschool",0,no,poorest
2,1138,14,other relative,yes,yes,male,18,secondary,7,no,poorest
2,1138,15,other relative,yes,yes,male,19,primary,5,no,poorest
2,1138,16,parent,yes,yes,female,64,primary,4,no,poorest
2,1144,1,head,yes,yes,female,64,primary,3,no,poorer
2,1186,1,head,yes,yes,male,38,secondary,9,no,middle
3,30,1,head,yes,yes,female,23,secondary,10,no,middle
3,30,2,other relative,yes,yes,female,9,primary,2,attended at some time,middle
3,30,3,son/daughter,yes,yes,female,7,primary,1,attended at some time,middle
3,30,4,other relative,yes,yes,male,20,secondary,12,attended at some time,middle
3,30,5,other relative,yes,yes,male,18,secondary,12,attended at some time,middle
3,30,6,other relative,yes,yes,male,21,secondary,11,attended at some time,middle
3,50,1,head,yes,yes,male,58,primary,4,no,middle
3,50,2,wife or husband,yes,yes,female,52,secondary,8,no,middle
3,50,3,son/daughter,yes,yes,male,19,secondary,8,attended at some time,middle
3,50,4,son/daughter,yes,yes,male,17,secondary,9,attended at some time,middle
3,50,5,son/daughter,yes,yes,female,15,secondary,8,attended at some time,middle
3,50,6,son/daughter,yes,yes,male,15,secondary,8,attended at some time,middle
3,50,7,grandchild,yes,yes,female,8,primary,4,attended at some time,middle
3,50,8,grandchild,yes,yes,male,3,"no education, preschool",0,no,middle
3,50,9,other relative,yes,yes,female,63,primary,6,no,middle
3,62,1,head,yes,yes,male,64,secondary,10,no,middle
3,62,2,wife or husband,yes,yes,female,61,primary,6,no,middle
3,62,3,wife or husband,yes,yes,female,40,primary,4,no,middle
3,62,4,son/daughter,yes,yes,female,16,primary,6,attended at some time,middle
3,62,5,son/daughter,yes,yes,female,13,secondary,8,attended at some time,middle
3,62,6,son/daughter,yes,yes,female,10,primary,4,attended at some time,middle
3,62,7,son/daughter,yes,yes,male,9,primary,4,attended at some time,middle
3,62,8,son/daughter,yes,yes,female,8,primary,1,attended at some time,middle
3,62,9,son/daughter,yes,yes,male,4,primary,0,no,middle
3,62,10,son/daughter,yes,yes,female,2,"no education, preschool",0,no,middle
3,62,11,other relative,no,yes,male,23,"no education, preschool",0,no,middle
3,83,1,head,yes,yes,male,34,secondary,10,no,richest
3,83,2,other relative,yes,yes,female,24,secondary,12,no,richest
3,83,3,other relative,yes,yes,female,20,secondary,10,no,richest
3,83,4,other relative,yes,yes,female,15,secondary,9,attended at some time,richest
3,191,1,head,yes,yes,male,26,primary,4,no,middle
3,191,2,wife or husband,yes,yes,female,25,secondary,8,no,middle
3,191,3,son/daughter,yes,yes,female,8,primary,2,attended at some time,middle
3,191,4,son/daughter,yes,yes,male,6,primary,0,attended at some time,middle
3,191,5,son/daughter,yes,yes,female,3,"no education, preschool",0,attended at some time,middle
3,191,6,son/daughter,yes,yes,female,1,"no education, preschool",0,no,middle
3,191,7,brother/sister,yes,yes,female,19,secondary,11,attended at some time,middle
3,191,8,brother/sister,yes,yes,female,16,secondary,9,attended at some time,middle
3,191,9,other relative,yes,yes,male,13,secondary,7,attended at some time,middle
3,368,1,head,yes,yes,male,37,secondary,9,no,middle
3,368,2,wife or husband,yes,yes,female,42,secondary,9,no,middle
3,368,3,son/daughter,yes,yes,male,13,primary,6,attended at some time,middle
3,368,4,other relative,yes,yes,female,49,primary,6,no,middle
3,368,5,other relative,yes,yes,female,27,secondary,7,no,middle
3,368,6,other relative,yes,yes,female,5,"no education, preschool",0,attended at some time,middle
3,368,7,other relative,yes,yes,male,2,"no education, preschool",0,no,middle
3,368,8,other relative,yes,yes,male,31,don't know,don't know,no,middle
3,368,9,other relative,yes,yes,female,27,secondary,13,no,middle
3,368,10,other relative,yes,yes,male,3,"no education, preschool",0,no,middle
3,368,11,other relative,yes,yes,female,1,"no education, preschool",0,no,middle
3,368,12,other relative,yes,yes,male,30,secondary,12,no,middle
3,368,13,other relative,yes,yes,male,25,secondary,13,no,middle
3,369,1,head,yes,no,male,47,primary,6,no,poorer
3,369,2,wife or husband,yes,yes,female,45,primary,1,no,poorer
3,369,3,son/daughter,yes,yes,female,18,primary,5,no,poorer
3,369,4,son/daughter,yes,yes,male,1,"no education, preschool",0,no,poorer
3,369,5,grandchild,yes,yes,male,2,"no education, preschool",0,no,poorer
3,369,6,son/daughter,yes,yes,male,13,secondary,6,attended at some time,poorer
3,369,7,son/daughter,yes,yes,male,10,primary,2,attended at some time,poorer
3,369,8,son/daughter,yes,yes,male,7,primary,1,attended at some time,poorer
3,369,9,wife or husband,yes,yes,female,34,primary,5,no,poorer
3,369,10,wife or husband,yes,yes,female,38,primary,6,no,poorer
3,478,1,head,yes,yes,male,45,higher,17,no,richer
3,478,2,wife or husband,yes,yes,female,29,secondary,8,no,richer
3,478,3,son/daughter,yes,yes,male,9,primary,2,attended at some time,richer
3,478,4,son/daughter,yes,yes,female,7,primary,2,attended at some time,richer
3,478,5,son/daughter,yes,yes,female,4,"no education, preschool",0,no,richer
3,478,6,son/daughter,yes,yes,male,2,"no education, preschool",0,no,richer
3,478,7,not related,no,yes,female,38,higher,15,no,richer
3,478,8,not related,no,yes,female,28,secondary,13,no,richer
3,552,1,head,yes,yes,female,58,primary,1,no,middle
3,552,2,son/daughter,yes,yes,female,40,primary,6,no,middle
3,552,3,son/daughter,yes,yes,female,18,secondary,7,no,middle
3,552,4,grandchild,yes,yes,female,18,primary,5,no,middle
3,552,5,grandchild,yes,yes,male,2,"no education, preschool",0,no,middle
3,552,6,grandchild,yes,yes,female,1,"no education, preschool",0,no,middle
3,552,7,other relative,no,yes,female,20,secondary,10,no,middle
3,652,1,head,yes,yes,male,52,secondary,11,no,poorer
3,652,2,wife or husband,yes,yes,female,37,secondary,9,no,poorer
3,652,3,son/daughter,yes,yes,male,22,primary,5,no,poorer
3,652,4,son/daughter,yes,yes,male,20,secondary,9,attended at some time,poorer
3,652,5,son/daughter,yes,yes,female,19,secondary,9,attended at some time,poorer
3,652,6,son/daughter,yes,yes,female,15,secondary,11,attended at some time,poorer
3,652,7,son/daughter,yes,yes,female,11,primary,6,attended at some time,poorer
3,652,8,son/daughter,yes,yes,female,9,primary,2,attended at some time,poorer
3,652,9,other relative,yes,yes,male,25,primary,5,no,poorer
3,665,1,head,yes,yes,male,22,secondary,12,attended at some time,middle
3,665,2,wife or husband,yes,yes,female,23,secondary,12,attended at some time,middle
3,665,3,other relative,yes,yes,male,64,primary,5,no,middle
3,665,4,other relative,yes,yes,male,16,primary,4,attended at some time,middle
3,665,5,brother/sister,no,yes,male,36,secondary,12,no,middle
3,665,6,other relative,yes,yes,male,11,primary,3,attended at some time,middle
3,712,1,head,yes,yes,female,53,primary,5,no,richest
