cluster_id,menage_id,ligne,lien_chef,residence,dormi_nuit,sexe,age,niveau_educ,annees_ecole,scolarise,quintile
126,770,4,son/daughter,yes,no,male,14,secondary,9,attended at some time,richer
126,770,5,son/daughter,yes,no,female,14,secondary,9,attended at some time,richer
126,770,6,son/daughter,yes,no,female,9,primary,4,attended at some time,richer
126,770,7,son/daughter,yes,yes,male,1,"no education, preschool",0,no,richer
126,774,1,head,yes,yes,female,38,primary,6,no,richer
126,774,2,son/daughter,yes,yes,female,15,secondary,10,attended at some time,richer
126,774,3,son/daughter,yes,yes,female,13,secondary,8,attended at some time,richer
126,774,4,son/daughter,yes,no,male,10,primary,3,attended at some time,richer
126,774,5,son/daughter,yes,no,male,8,primary,4,attended at some time,richer
126,774,6,son/daughter,yes,yes,male,1,"no education, preschool",0,no,richer
126,809,1,head,yes,yes,female,30,"no education, preschool",0,no,richer
126,809,2,son/daughter,yes,yes,male,15,secondary,7,attended at some time,richer
126,809,3,son/daughter,yes,yes,male,10,primary,3,attended at some time,richer
126,809,4,son/daughter,yes,yes,male,7,primary,1,attended at some time,richer
126,809,5,son/daughter,yes,yes,male,2,"no education, preschool",0,no,richer
126,829,1,head,yes,yes,male,21,secondary,11,attended at some time,richer
126,829,2,brother/sister,yes,yes,male,22,secondary,12,attended at some time,richer
126,829,3,brother/sister,yes,yes,male,25,secondary,12,no,richer
126,829,4,brother/sister,yes,yes,male,22,secondary,12,attended at some time,richer
126,841,1,head,yes,yes,male,65,secondary,12,no,richer
126,841,2,wife or husband,yes,yes,female,42,higher,16,no,richer
126,841,3,son/daughter,yes,yes,male,14,secondary,10,attended at some time,richer
126,841,4,son/daughter,yes,yes,female,13,secondary,10,attended at some time,richer
126,900,1,head,yes,yes,male,47,secondary,10,no,richest
126,900,2,wife or husband,yes,yes,female,35,secondary,9,no,richest
126,900,3,son/daughter,yes,yes,male,14,secondary,9,attended at some time,richest
126,900,4,son/daughter,yes,yes,male,12,primary,6,attended at some time,richest
126,900,5,son/daughter,yes,yes,female,12,primary,6,attended at some time,richest
126,900,6,son/daughter,yes,yes,female,10,primary,3,attended at some time,richest
126,900,7,son/daughter,yes,yes,female,7,primary,1,attended at some time,richest
126,1038,1,head,yes,yes,male,42,secondary,13,no,richer
126,1038,2,wife or husband,yes,yes,female,29,secondary,12,no,richer
126,1038,3,son/daughter,yes,no,female,10,primary,6,attended at some time,richer
126,1038,4,other relative,yes,no,male,7,primary,3,attended at some time,richer
126,1038,5,son/daughter,yes,no,male,5,primary,1,attended at some time,richer
126,1038,6,son/daughter,yes,no,male,2,"no education, preschool",0,no,richer
126,1129,1,head,yes,no,male,38,secondary,8,no,middle
126,1129,2,wife or husband,yes,yes,female,34,secondary,9,no,middle
126,1129,3,son/daughter,yes,yes,male,12,primary,5,attended at some time,middle
126,1129,4,son/daughter,yes,yes,female,10,primary,4,attended at some time,middle
126,1129,5,son/daughter,yes,yes,male,6,"no education, preschool",0,attended at some time,middle
126,1129,6,son/daughter,yes,no,female,4,"no education, preschool",0,attended at some time,middle
126,1129,7,other relative,no,yes,male,17,secondary,9,attended at some time,middle
127,29,1,head,yes,yes,male,28,secondary,13,no,richer
127,46,1,head,yes,yes,male,35,higher,14,no,richest
127,46,2,wife or husband,yes,yes,female,32,secondary,9,no,richest
127,46,3,son/daughter,yes,yes,male,10,primary,5,attended at some time,richest
127,46,4,son/daughter,yes,yes,female,9,primary,3,attended at some time,richest
127,46,5,son/daughter,yes,yes,male,6,primary,1,attended at some time,richest
127,46,6,son/daughter,yes,yes,male,1,"no education, preschool",0,no,richest
127,69,1,head,yes,yes,female,28,"no education, preschool",0,no,richer
127,123,1,head,yes,yes,male,65,primary,6,no,richest
127,123,2,grandchild,yes,yes,female,14,secondary,7,attended at some time,richest
127,123,3,grandchild,yes,yes,female,17,secondary,11,attended at some time,richest
127,123,4,grandchild,yes,yes,female,4,"no education, preschool",0,attended at some time,richest
127,123,5,grandchild,yes,yes,female,6,primary,1,attended at some time,richest
127,123,6,grandchild,no,yes,male,12,primary,6,attended at some time,richest
127,123,7,son/daughter,yes,yes,female,35,secondary,9,no,richest
127,133,1,head,yes,yes,male,70,don't know,don't know,no,richer
127,133,2,wife or husband,yes,yes,female,52,primary,5,no,richer
127,133,3,son/daughter,yes,yes,female,35,primary,5,no,richer
127,133,4,son/daughter,yes,yes,male,31,higher,17,no,richer
127,133,5,son/daughter,yes,yes,female,20,secondary,9,no,richer
127,133,6,son/daughter,yes,yes,female,17,secondary,11,attended at some time,richer
127,133,7,son/daughter,yes,yes,male,9,primary,4,attended at some time,richer
127,133,8,grandchild,yes,yes,male,12,primary,5,attended at some time,richer
127,133,9,grandchild,yes,yes,female,10,primary,5,attended at some time,richer
127,133,10,grandchild,yes,yes,female,8,primary,3,attended at some time,richer
127,133,11,grandchild,yes,yes,male,5,"no education, preschool",0,attended at some time,richer
127,133,12,grandchild,yes,yes,male,1,"no education, preschool",0,no,richer
127,142,1,head,yes,no,male,55,don't know,don't know,no,richest
127,142,2,wife or husband,yes,yes,female,33,"no education, preschool",0,no,richest
127,142,3,other relative,yes,yes,male,10,primary,4,attended at some time,richest
127,142,4,other relative,no,yes,female,17,secondary,9,attended at some time,richest
127,157,1,head,yes,yes,male,don't know,"no education, preschool",0,no,richer
127,157,2,wife or husband,yes,yes,female,38,"no education, preschool",0,no,richer
127,157,3,son/daughter,yes,yes,male,16,primary,5,attended at some time,richer
127,157,4,son/daughter,yes,yes,male,14,primary,4,attended at some time,richer
127,157,5,son/daughter,yes,yes,male,6,primary,1,attended at some time,richer
127,224,1,head,yes,yes,female,58,"no education, preschool",0,no,middle
127,224,2,son/daughter,yes,no,male,28,primary,5,no,middle
127,224,3,son/daughter,yes,yes,female,24,"no education, preschool",0,no,middle
127,224,4,son/daughter,yes,yes,male,21,secondary,9,no,middle
127,224,5,grandchild,yes,yes,male,7,primary,2,attended at some time,middle
127,224,6,grandchild,yes,yes,female,0,"no education, preschool",0,no,middle
127,233,1,head,yes,yes,male,23,primary,4,no,richer
127,242,1,head,yes,yes,female,47,primary,6,no,richer
127,242,2,son/daughter,yes,yes,male,18,secondary,9,attended at some time,richer
127,242,3,son/daughter,yes,yes,female,15,secondary,8,attended at some time,richer
127,242,4,son/daughter,yes,yes,female,10,primary,5,attended at some time,richer
127,309,1,head,yes,yes,male,55,don't know,don't know,no,richer
127,309,2,wife or husband,yes,yes,female,45,"no education, preschool",0,no,richer
127,309,3,son/daughter,yes,yes,male,21,"no education, preschool",0,no,richer
127,309,4,son/daughter,yes,yes,male,16,secondary,9,attended at some time,richer
127,309,5,son/daughter,yes,yes,male,13,primary,5,attended at some time,richer
127,309,6,son/daughter,yes,yes,female,12,primary,5,attended at some time,richer
127,309,7,son/daughter,yes,yes,female,9,primary,3,attended at some time,richer
127,309,8,son/daughter,yes,yes,male,7,primary,1,attended at some time,richer
127,399,1,head,yes,yes,male,60,"no education, preschool",0,no,richer
127,472,1,head,yes,yes,male,65,primary,6,no,richer
127,472,2,son/daughter,yes,yes,female,40,primary,6,no,richer
127,472,3,son/daughter,yes,yes,female,29,secondary,7,no,richer
127,472,4,son/daughter,yes,yes,female,28,primary,5,no,richer
127,472,5,son/daughter,yes,yes,female,19,secondary,8,no,richer
127,472,6,son/daughter,yes,yes,male,25,secondary,8,no,richer
127,472,7,son/daughter,yes,yes,male,18,secondary,6,no,richer
127,472,8,grandchild,yes,yes,female,22,primary,6,no,richer
127,472,9,grandchild,yes,yes,female,18,"no education, preschool",0,no,richer
127,472,10,grandchild,yes,yes,male,18,primary,4,no,richer
127,540,1,head,yes,yes,male,23,secondary,11,no,richer
127,546,1,head,yes,no,female,25,"no education, preschool",0,no,richer
127,546,2,son/daughter,yes,yes,female,7,primary,2,attended at some time,richer
127,546,3,son/daughter,yes,yes,male,4,"no education, preschool",0,no,richer
127,546,4,parent,no,yes,female,55,primary,3,no,richer
127,546,5,brother/sister,no,yes,female,14,primary,5,attended at some time,richer
127,566,1,head,yes,yes,male,55,higher,15,no,richest
127,566,2,wife or husband,yes,yes,female,37,primary,6,no,richest
127,566,3,adopted/foster child,yes,yes,female,6,primary,1,attended at some time,richest
127,595,1,head,yes,yes,male,38,higher,17,no,richest
127,595,2,wife or husband,yes,yes,female,26,secondary,11,no,richest
127,595,3,son/daughter,yes,yes,female,5,"no education, preschool",0,attended at some time,richest
127,595,4,son/daughter,yes,yes,female,3,"no education, preschool",0,attended at some time,richest
127,595,5,son/daughter,yes,yes,male,2,"no education, preschool",0,no,richest
127,623,1,head,yes,yes,male,50,"no education, preschool",0,no,richer
127,623,2,wife or husband,yes,yes,female,30,"no education, preschool",0,no,richer
127,623,3,son/daughter,yes,yes,male,12,primary,3,attended at some time,richer
127,623,4,son/daughter,yes,yes,male,7,primary,1,attended at some time,richer
127,623,5,son/daughter,yes,yes,male,4,"no education, preschool",0,no,richer
127,623,6,son/daughter,yes,yes,male,1,"no education, preschool",0,no,richer
127,623,7,brother/sister,no,yes,female,19,"no education, preschool",0,no,richer
127,623,8,other relative,no,yes,female,1,"no education, preschool",0,no,richer
127,682,1,head,yes,yes,male,24,primary,5,no,richer
127,682,2,brother/sister,yes,yes,male,27,primary,6,no,richer
127,696,1,head,yes,yes,male,39,higher,17,no,richest
127,696,2,wife or husband,yes,yes,female,27,secondary,9,no,richest
127,696,3,son/daughter,yes,yes,male,3,"no education, preschool",0,no,richest
127,696,4,son/daughter,yes,yes,female,1,"no education, preschool",0,no,richest
127,696,5,son/daughter,yes,yes,male,0,"no education, preschool",0,no,richest
127,721,1,head,yes,yes,female,56,primary,3,no,richer
127,721,2,grandchild,yes,yes,female,18,"no education, preschool",0,no,richer
127,721,3,grandchild,yes,yes,female,14,secondary,7,attended at some time,richer
127,721,4,grandchild,yes,yes,female,10,primary,5,attended at some time,richer
127,790,1,head,yes,yes,male,38,"no education, preschool",0,no,middle
127,813,1,head,yes,no,male,44,primary,4,no,richest
127,813,2,wife or husband,yes,yes,female,31,"no education, preschool",0,no,richest
127,813,3,son/daughter,yes,yes,male,11,primary,3,attended at some time,richest
127,813,4,son/daughter,no,yes,female,16,secondary,8,attended at some time,richest
127,907,1,head,yes,yes,male,22,secondary,9,no,richer
127,974,1,head,yes,yes,male,50,secondary,11,no,richest
127,974,2,wife or husband,yes,yes,female,40,primary,5,no,richest
127,974,3,son/daughter,yes,yes,female,19,primary,6,no,richest
127,974,4,son/daughter,yes,yes,male,16,primary,6,attended at some time,richest
127,974,5,son/daughter,yes,yes,female,16,secondary,7,attended at some time,richest
127,974,6,son/daughter,yes,yes,male,14,primary,5,attended at some time,richest
127,974,7,son/daughter,yes,yes,female,14,secondary,7,attended at some time,richest
127,974,8,son/daughter,yes,yes,male,12,primary,2,attended at some time,richest
127,974,9,son/daughter,yes,yes,female,12,primary,2,attended at some time,richest
127,974,10,son/daughter,yes,yes,male,6,"no education, preschool",0,attended at some time,richest
127,974,11,son/daughter,yes,yes,female,6,"no education, preschool",0,attended at some time,richest
127,974,12,other relative,no,yes,male,13,secondary,7,attended at some time,richest
127,1047,1,head,yes,yes,male,31,secondary,7,no,middle
127,1092,1,head,yes,yes,female,62,secondary,8,no,richest
127,1092,2,grandchild,yes,yes,male,24,secondary,10,no,richest
127,1092,3,grandchild,yes,yes,female,7,primary,1,attended at some time,richest
127,1139,1,head,yes,yes,male,25,secondary,9,no,richest
128,46,1,head,yes,yes,female,59,"no education, preschool",0,no,poorest
128,46,2,parent,yes,yes,female,75,"no education, preschool",0,no,poorest
128,53,1,head,yes,yes,male,30,primary,6,no,poorest
128,53,2,wife or husband,yes,yes,female,27,primary,4,no,poorest
128,53,3,son/daughter,yes,yes,male,7,primary,1,attended at some time,poorest
128,53,4,son/daughter,yes,yes,female,5,"no education, preschool",0,no,poorest
128,53,5,son/daughter,yes,yes,female,2,"no education, preschool",0,no,poorest
128,53,6,son/daughter,yes,yes,male,0,"no education, preschool",0,no,poorest
128,57,1,head,yes,yes,male,42,"no education, preschool",0,no,poorer
128,57,2,wife or husband,yes,yes,female,25,"no education, preschool",0,no,poorer
128,57,3,son/daughter,yes,yes,female,6,"no education, preschool",0,no,poorer
128,57,4,son/daughter,yes,yes,male,4,"no education, preschool",0,no,poorer
128,57,5,son/daughter,yes,yes,female,1,"no education, preschool",0,no,poorer
128,57,6,wife or husband,yes,yes,female,17,"no education, preschool",0,no,poorer
128,57,7,son/daughter,yes,yes,female,0,"no education, preschool",0,no,poorer
128,57,8,brother/sister,yes,yes,female,15,primary,6,attended at some time,poorer
128,107,1,head,yes,yes,male,35,secondary,10,no,poorer
128,107,2,wife or husband,yes,yes,female,24,secondary,10,attended at some time,poorer
128,107,3,son/daughter,yes,yes,male,1,"no education, preschool",0,no,poorer
128,147,1,head,yes,yes,male,35,higher,16,no,middle
128,147,2,wife or husband,yes,yes,female,27,secondary,13,no,middle
128,147,3,son/daughter,yes,yes,female,4,"no education, preschool",0,attended at some time,middle
128,147,4,son/daughter,yes,yes,female,2,"no education, preschool",0,no,middle
128,147,5,parent,yes,yes,female,75,"no education, preschool",0,no,middle
128,148,1,head,yes,yes,male,73,"no education, preschool",0,no,poorer
128,148,2,wife or husband,yes,yes,female,63,"no education, preschool",0,no,poorer
128,311,1,head,yes,yes,male,85,"no education, preschool",0,no,poorer
128,311,2,wife or husband,yes,yes,female,57,"no education, preschool",0,no,poorer
128,324,1,head,yes,yes,male,26,"no education, preschool",0,no,poorest
128,324,2,wife or husband,yes,yes,female,19,"no education, preschool",0,no,poorest
128,324,3,son/daughter,yes,yes,female,4,"no education, preschool",0,no,poorest
128,324,4,son/daughter,yes,yes,female,1,"no education, preschool",0,no,poorest
128,362,1,head,yes,yes,male,35,"no education, preschool",0,no,middle
128,362,2,wife or husband,yes,yes,female,30,"no education, preschool",0,no,middle
128,362,3,son/daughter,yes,yes,female,8,primary,1,attended at some time,middle
128,362,4,son/daughter,yes,yes,male,7,primary,1,attended at some time,middle
128,362,5,son/daughter,yes,yes,female,5,"no education, preschool",0,no,middle
128,362,6,son/daughter,yes,yes,female,2,"no education, preschool",0,no,middle
128,362,7,other relative,yes,yes,female,18,"no education, preschool",0,no,middle
128,362,8,parent,yes,yes,female,75,"no education, preschool",0,no,middle
128,454,1,head,yes,yes,male,24,"no education, preschool",0,no,poorest
128,454,2,wife or husband,yes,yes,female,18,primary,5,no,poorest
128,454,3,son/daughter,yes,yes,male,3,"no education, preschool",0,no,poorest
128,454,4,son/daughter,yes,yes,female,2,"no education, preschool",0,no,poorest
128,454,5,parent,yes,yes,female,51,"no education, preschool",0,no,poorest
128,454,6,brother/sister,yes,yes,male,20,"no education, preschool",0,no,poorest
128,454,7,other relative,yes,yes,female,8,"no education, preschool",0,no,poorest
128,524,1,head,yes,yes,male,22,secondary,10,no,poorer
128,525,1,head,yes,yes,male,60,secondary,8,no,poorest
128,525,2,wife or husband,yes,yes,female,48,"no education, preschool",0,no,poorest
128,525,3,son/daughter,yes,yes,male,26,secondary,9,no,poorest
128,525,4,son/daughter,yes,yes,female,24,primary,6,no,poorest
128,525,5,son/daughter,yes,yes,male,21,secondary,11,attended at some time,poorest
128,525,6,son/daughter,yes,yes,female,18,secondary,9,attended at some time,poorest
128,525,7,son/daughter,yes,yes,male,16,primary,3,attended at some time,poorest
128,525,8,son/daughter,yes,yes,male,13,primary,4,attended at some time,poorest
128,525,9,son/daughter,yes,yes,male,6,primary,1,attended at some time,poorest
128,525,10,son/daughter,yes,yes,male,5,"no education, preschool",0,no,poorest
128,525,11,son/daughter,yes,yes,male,18,secondary,8,attended at some time,poorest
128,525,12,son/daughter,yes,yes,female,15,primary,1,attended at some time,poorest
128,525,13,son/daughter,yes,yes,female,8,primary,4,attended at some time,poorest
128,558,1,head,yes,yes,male,30,primary,6,no,poorest
128,724,1,head,yes,yes,male,38,secondary,8,no,poorest
128,724,2,wife or husband,yes,yes,female,37,secondary,6,no,poorest
128,724,3,son/daughter,yes,yes,male,18,secondary,8,attended at some time,poorest
128,724,4,son/daughter,yes,yes,female,14,primary,4,attended at some time,poorest
128,724,5,son/daughter,yes,yes,female,12,primary,2,attended at some time,poorest
128,724,6,wife or husband,yes,yes,female,15,"no education, preschool",0,no,poorest
128,724,7,son/daughter,yes,yes,female,7,primary,1,attended at some time,poorest
128,823,1,head,yes,yes,male,33,secondary,10,no,poorer
128,823,2,wife or husband,yes,yes,female,25,secondary,8,no,poorer
128,823,3,son/daughter,yes,yes,male,13,primary,4,attended at some time,poorer
128,823,4,son/daughter,yes,yes,male,3,"no education, preschool",0,no,poorer
128,823,5,son/daughter,yes,yes,female,0,"no education, preschool",0,no,poorer
128,832,1,head,yes,yes,male,57,primary,6,no,middle
128,832,2,wife or husband,yes,yes,female,40,primary,5,no,middle
128,832,3,wife or husband,yes,yes,female,36,"no education, preschool",0,no,middle
128,832,4,wife or husband,yes,yes,female,36,primary,4,no,middle
128,832,5,son/daughter,yes,yes,male,24,secondary,11,attended at some time,middle
128,832,6,son/daughter,yes,yes,female,12,primary,3,attended at some time,middle
128,832,7,son/daughter,yes,yes,female,9,primary,3,attended at some time,middle
128,832,8,son/daughter,yes,yes,male,8,primary,1,attended at some time,middle
128,832,9,son/daughter,yes,yes,male,5,"no education, preschool",0,no,middle
128,832,10,son/daughter,yes,yes,female,3,"no education, preschool",0,no,middle
128,832,11,son/daughter,yes,yes,male,15,secondary,9,attended at some time,middle
128,832,12,son/daughter,yes,yes,female,9,primary,2,attended at some time,middle
128,832,13,son/daughter,yes,yes,female,7,primary,1,attended at some time,middle
128,832,14,son/daughter,yes,yes,female,5,"no education, preschool",0,no,middle
128,832,15,son/daughter,yes,yes,male,3,"no education, preschool",0,no,middle
128,832,16,son/daughter,yes,yes,female,1,"no education, preschool",0,no,middle
128,832,17,son/daughter,yes,yes,female,0,"no education, preschool",0,no,middle
128,832,18,other relative,yes,yes,male,20,secondary,10,attended at some time,middle
128,840,1,head,yes,yes,female,49,"no education, preschool",0,no,poorer
128,840,2,grandchild,yes,yes,female,8,"no education, preschool",0,no,poorer
128,840,3,son/daughter,yes,yes,female,10,primary,4,attended at some time,poorer
128,840,4,son/daughter,yes,yes,male,9,primary,3,attended at some time,poorer
128,840,5,son/daughter,yes,yes,male,18,secondary,11,attended at some time,poorer
128,840,6,son/daughter,yes,yes,female,13,primary,5,no,poorer
128,868,1,head,yes,yes,male,32,primary,3,no,poorest
128,868,2,wife or husband,yes,yes,female,28,primary,5,no,poorest
128,868,3,son/daughter,yes,yes,male,8,primary,2,attended at some time,poorest
128,868,4,son/daughter,yes,yes,male,5,"no education, preschool",0,no,poorest
128,868,5,son/daughter,yes,yes,female,2,"no education, preschool",0,no,poorest
128,922,1,head,yes,yes,female,70,"no education, preschool",0,no,poorest
128,922,2,son/daughter,yes,yes,female,18,primary,3,no,poorest
128,922,3,son/daughter,yes,yes,female,15,primary,5,no,poorest
128,922,4,son/daughter,yes,yes,male,4,"no education, preschool",0,no,poorest
128,925,1,head,yes,yes,male,32,"no education, preschool",0,no,poorer
128,925,2,wife or husband,yes,yes,female,28,"no education, preschool",0,no,poorer
128,925,3,son/daughter,yes,yes,female,15,primary,3,attended at some time,poorer
128,925,4,son/daughter,yes,yes,male,13,primary,3,attended at some time,poorer
128,925,5,son/daughter,yes,yes,female,10,primary,2,attended at some time,poorer
128,925,6,son/daughter,yes,yes,female,7,primary,1,attended at some time,poorer
128,925,7,son/daughter,yes,yes,male,5,"no education, preschool",0,no,poorer
128,925,8,son/daughter,yes,yes,female,0,"no education, preschool",0,no,poorer
128,925,9,parent,yes,yes,female,70,"no education, preschool",0,no,poorer
128,925,10,other relative,yes,yes,female,14,primary,2,attended at some time,poorer
128,979,1,head,yes,yes,male,80,"no education, preschool",0,no,poorest
128,979,2,wife or husband,yes,yes,female,76,"no education, preschool",0,no,poorest
128,979,3,adopted/foster child,yes,yes,female,7,"no education, preschool",0,no,poorest
128,1029,1,head,yes,yes,female,60,"no education, preschool",0,no,poorest
128,1077,1,head,yes,yes,male,67,"no education, preschool",0,no,poorest
128,1077,2,wife or husband,yes,yes,female,45,primary,5,no,poorest
128,1077,3,son/daughter,yes,yes,male,24,secondary,8,no,poorest
128,1077,4,son/daughter,yes,yes,male,12,primary,3,attended at some time,poorest
128,1077,5,son/daughter,no,yes,female,8,primary,2,attended at some time,poorest
128,1077,6,son/daughter,no,yes,male,6,"no education, preschool",0,no,poorest
128,1077,7,son/daughter-in-law,yes,yes,female,23,secondary,8,no,poorest
128,1077,8,grandchild,yes,yes,female,0,"no education, preschool",0,no,poorest
128,1179,1,head,yes,yes,male,18,secondary,6,attended at some time,middle
128,1180,1,head,yes,yes,male,44,"no education, preschool",0,no,poorest
128,1180,2,wife or husband,yes,yes,female,35,"no education, preschool",0,no,poorest
128,1180,3,son/daughter,yes,yes,male,13,primary,5,attended at some time,poorest
128,1180,4,son/daughter,yes,yes,female,11,primary,3,attended at some time,poorest
128,1180,5,son/daughter,yes,yes,female,8,"no education, preschool",0,no,poorest
128,1180,6,son/daughter,yes,yes,male,6,"no education, preschool",0,no,poorest
128,1180,7,son/daughter,yes,yes,female,4,"no education, preschool",0,no,poorest
128,1180,8,son/daughter,yes,yes,male,0,"no education, preschool",0,no,poorest
128,1180,9,wife or husband,yes,yes,female,30,"no education, preschool",0,no,poorest
128,1180,10,son/daughter,yes,yes,male,14,primary,4,attended at some time,poorest
128,1180,11,son/daughter,yes,yes,female,10,primary,3,attended at some time,poorest
128,1180,12,son/daughter,yes,yes,female,7,"no education, preschool",0,no,poorest
128,1180,13,son/daughter,yes,yes,male,4,"no education, preschool",0,no,poorest
128,1180,14,son/daughter,yes,yes,male,1,"no education, preschool",0,no,poorest
128,1180,15,wife or husband,yes,yes,female,18,"no education, preschool",0,no,poorest
128,1180,16,other relative,yes,yes,female,70,"no education, preschool",0,no,poorest
128,1180,17,other relative,yes,yes,female,10,"no education, preschool",0,no,poorest
128,1180,18,not related,yes,yes,male,25,primary,4,no,poorest
128,1194,1,head,yes,yes,male,60,"no education, preschool",0,no,poorest
128,1194,2,wife or husband,yes,yes,female,40,"no education, preschool",0,no,poorest
128,1194,3,son/daughter,yes,yes,male,10,primary,3,attended at some time,poorest
128,1194,4,son/daughter,yes,yes,female,8,primary,2,attended at some time,poorest
128,1194,5,son/daughter,yes,yes,male,5,"no education, preschool",0,no,poorest
128,1194,6,son/daughter,yes,yes,female,2,"no education, preschool",0,no,poorest
128,1217,1,head,yes,yes,male,69,"no education, preschool",0,no,poorer
128,1217,2,wife or husband,yes,yes,female,56,"no education, preschool",0,no,poorer
128,1217,3,son/daughter,yes,yes,male,27,secondary,12,no,poorer
128,1217,4,son/daughter,yes,yes,female,22,"no education, preschool",0,no,poorer
128,1217,5,grandchild,yes,yes,female,12,primary,5,attended at some time,poorer
128,1217,6,wife or husband,yes,yes,female,54,"no education, preschool",0,no,poorer
128,1217,7,son/daughter,yes,yes,male,30,secondary,12,no,poorer
128,1217,8,son/daughter,yes,yes,male,18,secondary,10,attended at some time,poorer
128,1217,9,son/daughter,yes,yes,male,11,primary,5,attended at some time,poorer
128,1217,10,wife or husband,yes,yes,female,52,"no education, preschool",0,no,poorer
128,1217,11,wife or husband,yes,yes,female,30,"no education, preschool",0,no,poorer
128,1217,12,son/daughter,yes,yes,male,9,primary,3,attended at some time,poorer
128,1217,13,son/daughter,yes,yes,male,7,"no education, preschool",0,no,poorer
128,1217,14,son/daughter,yes,yes,male,4,"no education, preschool",0,no,poorer
128,1217,15,son/daughter,yes,yes,female,1,"no education, preschool",0,no,poorer
128,1217,16,son/daughter-in-law,yes,yes,male,28,secondary,13,no,poorer
128,1217,17,son/daughter-in-law,yes,yes,female,22,secondary,10,attended at some time,poorer
128,1217,18,grandchild,yes,yes,female,2,"no education, preschool",0,no,poorer
128,1217,19,other relative,yes,yes,female,13,primary,1,no,poorer
128,1217,20,other relative,yes,yes,female,17,"no education, preschool",0,no,poorer
128,1217,21,other relative,yes,yes,male,1,"no education, preschool",0,no,poorer
129,55,1,head,yes,yes,male,60,primary,4,no,poorer
129,55,2,wife or husband,yes,yes,female,26,primary,6,no,poorer
129,55,3,son/daughter,yes,yes,male,3,"no education, preschool",0,no,poorer
129,78,1,head,yes,yes,male,43,primary,6,no,poorer
129,78,2,son/daughter,yes,yes,male,13,primary,4,attended at some time,poorer
129,93,1,head,yes,no,male,86,don't know,don't know,no,poorer
129,93,2,wife or husband,yes,yes,female,68,"no education, preschool",0,no,poorer
129,93,3,son/daughter,yes,yes,female,36,primary,4,no,poorer
129,93,4,grandchild,yes,yes,male,26,primary,6,no,poorer
129,93,5,grandchild,yes,yes,female,18,secondary,9,no,poorer
129,184,1,head,yes,yes,male,20,secondary,10,no,poorer
129,206,1,head,yes,yes,male,35,primary,6,no,poorer
129,206,2,parent,yes,yes,female,69,"no education, preschool",0,no,poorer
129,206,3,brother/sister,yes,yes,male,25,primary,3,no,poorer
129,206,4,other relative,yes,yes,female,5,primary,1,attended at some time,poorer
129,206,5,other relative,yes,yes,male,1,"no education, preschool",0,no,poorer
129,206,6,other relative,yes,yes,female,23,primary,6,no,poorer
129,230,1,head,yes,yes,female,73,"no education, preschool",0,no,poorer
129,230,2,grandchild,yes,yes,female,5,primary,1,attended at some time,poorer
129,230,3,grandchild,yes,yes,male,7,primary,3,attended at some time,poorer
129,339,1,head,yes,no,female,50,don't know,don't know,no,middle
129,339,2,other relative,yes,yes,male,38,higher,16,no,middle
129,339,3,other relative,yes,yes,male,32,primary,6,no,middle
129,339,4,other relative,yes,yes,male,26,primary,6,no,middle
129,340,1,head,yes,yes,male,80,"no education, preschool",0,no,poorer
129,340,2,wife or husband,yes,yes,female,60,"no education, preschool",0,no,poorer
129,340,3,son/daughter,yes,yes,male,38,primary,6,no,poorer
129,340,4,son/daughter-in-law,yes,yes,female,35,primary,6,no,poorer
129,340,5,grandchild,yes,yes,male,15,primary,6,no,poorer
129,340,6,grandchild,yes,yes,female,10,primary,6,attended at some time,poorer
129,340,7,grandchild,yes,yes,female,8,primary,5,attended at some time,poorer
129,375,1,head,yes,yes,male,26,primary,6,no,poorer
129,375,2,not related,yes,yes,male,15,primary,6,no,poorer
129,375,3,not related,yes,yes,male,16,primary,6,no,poorer
129,377,1,head,yes,yes,male,38,primary,6,no,middle
129,377,2,wife or husband,yes,yes,female,32,primary,6,no,middle
129,377,3,son/daughter,yes,yes,male,19,"no education, preschool",0,no,middle
129,377,4,son/daughter,yes,yes,male,14,secondary,7,attended at some time,middle
129,377,5,son/daughter,yes,yes,male,8,primary,3,attended at some time,middle
129,377,6,son/daughter,yes,yes,female,6,primary,1,attended at some time,middle
129,377,7,son/daughter,yes,yes,female,2,"no education, preschool",0,no,middle
129,377,8,son/daughter,yes,yes,female,0,"no education, preschool",0,no,middle
129,410,1,head,yes,yes,female,60,primary,6,no,middle
129,410,2,son/daughter,yes,yes,female,30,primary,6,no,middle
129,410,3,grandchild,yes,yes,female,14,secondary,7,attended at some time,middle
129,410,4,grandchild,yes,yes,male,10,primary,4,attended at some time,middle
129,410,5,grandchild,yes,yes,male,7,primary,3,attended at some time,middle
129,410,6,grandchild,yes,yes,female,2,"no education, preschool",0,no,middle
129,410,7,son/daughter-in-law,yes,yes,female,21,primary,6,no,middle
129,410,8,grandchild,yes,yes,female,1,"no education, preschool",0,no,middle
129,515,1,head,yes,yes,female,37,primary,5,no,poorer
129,515,2,son/daughter,yes,yes,male,18,primary,6,no,poorer
129,515,3,son/daughter-in-law,yes,yes,female,16,primary,6,no,poorer
129,515,4,grandchild,yes,yes,female,0,"no education, preschool",0,no,poorer
129,521,1,head,yes,yes,male,30,primary,1,no,middle
129,521,2,wife or husband,yes,yes,female,25,primary,6,no,middle
