NAME_1,date,annee,mois,t2m_c
Littoral,2005-08-01,2005,8,23.182
Littoral,2005-09-01,2005,9,24.064
Littoral,2005-10-01,2005,10,24.185
Littoral,2005-11-01,2005,11,25.405
Littoral,2005-12-01,2005,12,25.067
Littoral,2006-01-01,2006,1,25.844
Littoral,2006-02-01,2006,2,26.024
Littoral,2006-03-01,2006,3,25.709
Littoral,2006-04-01,2006,4,25.661
Littoral,2006-05-01,2006,5,24.919
Littoral,2006-06-01,2006,6,24.645
Littoral,2006-07-01,2006,7,23.814
Littoral,2006-08-01,2006,8,23.35
Littoral,2006-09-01,2006,9,23.73
Littoral,2006-10-01,2006,10,24.696
Littoral,2006-11-01,2006,11,25.052
Littoral,2006-12-01,2006,12,25.616
Littoral,2007-01-01,2007,1,25.779
Littoral,2007-02-01,2007,2,26.78
Littoral,2007-03-01,2007,3,26.583
Littoral,2007-04-01,2007,4,25.341
Littoral,2007-05-01,2007,5,25.415
Littoral,2007-06-01,2007,6,23.983
Littoral,2007-07-01,2007,7,23.557
Littoral,2007-08-01,2007,8,23.422
Littoral,2007-09-01,2007,9,23.854
Littoral,2007-10-01,2007,10,24.001
Littoral,2007-11-01,2007,11,24.579
Littoral,2007-12-01,2007,12,25.208
Littoral,2008-01-01,2008,1,25.417
Littoral,2008-02-01,2008,2,26.433
Littoral,2008-03-01,2008,3,25.532
Littoral,2008-04-01,2008,4,25.068
Littoral,2008-05-01,2008,5,25.229
Littoral,2008-06-01,2008,6,24.405
Littoral,2008-07-01,2008,7,23.739
Littoral,2008-08-01,2008,8,23.743
Littoral,2008-09-01,2008,9,24.218
Littoral,2008-10-01,2008,10,24.707
Littoral,2008-11-01,2008,11,25.332
Littoral,2008-12-01,2008,12,25.213
Littoral,2009-01-01,2009,1,25.575
Littoral,2009-02-01,2009,2,25.889
Littoral,2009-03-01,2009,3,26.36
Littoral,2009-04-01,2009,4,25.67
Littoral,2009-05-01,2009,5,25.237
Littoral,2009-06-01,2009,6,24.51
Littoral,2009-07-01,2009,7,24.049
Littoral,2009-08-01,2009,8,23.871
Littoral,2009-09-01,2009,9,24.473
Littoral,2009-10-01,2009,10,24.501
Littoral,2009-11-01,2009,11,25.045
Littoral,2009-12-01,2009,12,25.975
Littoral,2010-01-01,2010,1,26.618
Littoral,2010-02-01,2010,2,26.948
Littoral,2010-03-01,2010,3,26.75
Littoral,2010-04-01,2010,4,26.541
Littoral,2010-05-01,2010,5,25.896
Littoral,2010-06-01,2010,6,24.714
Littoral,2010-07-01,2010,7,23.881
Littoral,2010-08-01,2010,8,24.012
Littoral,2010-09-01,2010,9,24.167
Littoral,2010-10-01,2010,10,24.618
Littoral,2010-11-01,2010,11,24.978
Littoral,2010-12-01,2010,12,25.392
Littoral,2011-01-01,2011,1,25.612
Littoral,2011-02-01,2011,2,25.494
Littoral,2011-03-01,2011,3,26.262
Littoral,2011-04-01,2011,4,25.664
Littoral,2011-05-01,2011,5,25.594
Littoral,2011-06-01,2011,6,24.479
Littoral,2011-07-01,2011,7,23.648
Littoral,2011-08-01,2011,8,23.396
Littoral,2011-09-01,2011,9,23.93
Littoral,2011-10-01,2011,10,24.347
Littoral,2011-11-01,2011,11,25.018
Littoral,2011-12-01,2011,12,25.625
Littoral,2012-01-01,2012,1,25.754
Littoral,2012-02-01,2012,2,25.321
Littoral,2012-03-01,2012,3,26.485
Littoral,2012-04-01,2012,4,25.684
Littoral,2012-05-01,2012,5,25.228
Littoral,2012-06-01,2012,6,24.422
Littoral,2012-07-01,2012,7,23.45
Littoral,2012-08-01,2012,8,23.435
Littoral,2012-09-01,2012,9,24.063
Littoral,2012-10-01,2012,10,24.51
Littoral,2012-11-01,2012,11,25.131
Littoral,2012-12-01,2012,12,25.526
Littoral,2013-01-01,2013,1,26.232
Littoral,2013-02-01,2013,2,26.645
Littoral,2013-03-01,2013,3,25.887
Littoral,2013-04-01,2013,4,25.785
Littoral,2013-05-01,2013,5,25.554
Littoral,2013-06-01,2013,6,24.448
Littoral,2013-07-01,2013,7,23.263
Littoral,2013-08-01,2013,8,23.157
Littoral,2013-09-01,2013,9,24.023
Littoral,2013-10-01,2013,10,24.388
Littoral,2013-11-01,2013,11,24.787
Littoral,2013-12-01,2013,12,24.973
Littoral,2014-01-01,2014,1,26.065
Littoral,2014-02-01,2014,2,26.6
Littoral,2014-03-01,2014,3,25.857
Littoral,2014-04-01,2014,4,25.394
Littoral,2014-05-01,2014,5,25.586
Littoral,2014-06-01,2014,6,24.961
Littoral,2014-07-01,2014,7,23.656
Littoral,2014-08-01,2014,8,23.295
Littoral,2014-09-01,2014,9,23.884
Littoral,2014-10-01,2014,10,24.587
Littoral,2014-11-01,2014,11,25.028
Littoral,2014-12-01,2014,12,25.577
Littoral,2015-01-01,2015,1,25.625
Littoral,2015-02-01,2015,2,26.222
Littoral,2015-03-01,2015,3,26.199
Littoral,2015-04-01,2015,4,25.897
Littoral,2015-05-01,2015,5,25.672
Littoral,2015-06-01,2015,6,24.223
Littoral,2015-07-01,2015,7,23.821
Littoral,2015-08-01,2015,8,23.973
Littoral,2015-09-01,2015,9,24.273
Littoral,2015-10-01,2015,10,24.654
Littoral,2015-11-01,2015,11,25.145
Littoral,2015-12-01,2015,12,25.622
Littoral,2016-01-01,2016,1,26.639
Littoral,2016-02-01,2016,2,27.676
Littoral,2016-03-01,2016,3,26.351
Littoral,2016-04-01,2016,4,26.251
Littoral,2016-05-01,2016,5,25.613
Littoral,2016-06-01,2016,6,24.771
Littoral,2016-07-01,2016,7,24.193
Littoral,2016-08-01,2016,8,23.904
Littoral,2016-09-01,2016,9,24.482
Littoral,2016-10-01,2016,10,24.988
Littoral,2016-11-01,2016,11,25.472
Littoral,2016-12-01,2016,12,25.801
Littoral,2017-01-01,2017,1,26.288
Littoral,2017-02-01,2017,2,27.146
Littoral,2017-03-01,2017,3,26.632
Littoral,2017-04-01,2017,4,25.914
Littoral,2017-05-01,2017,5,25.588
Littoral,2017-06-01,2017,6,25.071
Littoral,2017-07-01,2017,7,24.096
Littoral,2017-08-01,2017,8,23.744
Littoral,2017-09-01,2017,9,24.27
Littoral,2017-10-01,2017,10,24.755
Littoral,2017-11-01,2017,11,25.069
Littoral,2017-12-01,2017,12,26.002
Littoral,2018-01-01,2018,1,25.988
Littoral,2018-02-01,2018,2,26.464
Littoral,2018-03-01,2018,3,25.807
Littoral,2018-04-01,2018,4,25.659
Littoral,2018-05-01,2018,5,25.487
Littoral,2018-06-01,2018,6,24.983
Littoral,2018-07-01,2018,7,24.494
Littoral,2018-08-01,2018,8,24.131
Littoral,2018-09-01,2018,9,24.676
Littoral,2018-10-01,2018,10,24.775
Littoral,2018-11-01,2018,11,25.372
Littoral,2018-12-01,2018,12,25.756
Littoral,2019-01-01,2019,1,26.222
Littoral,2019-02-01,2019,2,26.575
Littoral,2019-03-01,2019,3,26.19
Littoral,2019-04-01,2019,4,26.286
Littoral,2019-05-01,2019,5,25.747
Littoral,2019-06-01,2019,6,24.851
Littoral,2019-07-01,2019,7,24.151
Littoral,2019-08-01,2019,8,24.035
Littoral,2019-09-01,2019,9,24.711
Littoral,2019-10-01,2019,10,24.723
Littoral,2019-11-01,2019,11,25.494
Littoral,2019-12-01,2019,12,25.987
Littoral,2020-01-01,2020,1,26.65
Littoral,2020-02-01,2020,2,27.428
Littoral,2020-03-01,2020,3,27.2
Littoral,2020-04-01,2020,4,26.165
Littoral,2020-05-01,2020,5,26.202
Littoral,2020-06-01,2020,6,25
Littoral,2020-07-01,2020,7,24.074
Littoral,2020-08-01,2020,8,24.353
Littoral,2020-09-01,2020,9,24.116
Littoral,2020-10-01,2020,10,24.739
Littoral,2020-11-01,2020,11,25.614
Littoral,2020-12-01,2020,12,26.062
Littoral,2021-01-01,2021,1,26.331
Littoral,2021-02-01,2021,2,27.061
Littoral,2021-03-01,2021,3,26.294
Littoral,2021-04-01,2021,4,26.111
Littoral,2021-05-01,2021,5,25.42
Littoral,2021-06-01,2021,6,25.195
Littoral,2021-07-01,2021,7,24.415
Littoral,2021-08-01,2021,8,24.44
Littoral,2021-09-01,2021,9,24.664
Littoral,2021-10-01,2021,10,25.137
Littoral,2021-11-01,2021,11,25.313
Littoral,2021-12-01,2021,12,26.163
Littoral,2022-01-01,2022,1,25.989
Littoral,2022-02-01,2022,2,27.002
Littoral,2022-03-01,2022,3,26.66
Littoral,2022-04-01,2022,4,25.847
Littoral,2022-05-01,2022,5,25.499
Littoral,2022-06-01,2022,6,24.585
Littoral,2022-07-01,2022,7,23.966
Littoral,2022-08-01,2022,8,23.913
Littoral,2022-09-01,2022,9,24.254
Littoral,2022-10-01,2022,10,24.624
Littoral,2022-11-01,2022,11,25.484
Littoral,2022-12-01,2022,12,25.664
Littoral,2023-01-01,2023,1,26.201
Littoral,2023-02-01,2023,2,27.166
Littoral,2023-03-01,2023,3,26.034
Littoral,2023-04-01,2023,4,25.727
Littoral,2023-05-01,2023,5,26.272
Littoral,2023-06-01,2023,6,25.039
Littoral,2023-07-01,2023,7,25.036
Littoral,2023-08-01,2023,8,24.534
Littoral,2023-09-01,2023,9,24.951
Littoral,2023-10-01,2023,10,25.374
Littoral,2023-11-01,2023,11,25.306
Littoral,2023-12-01,2023,12,26.289
Littoral,2024-01-01,2024,1,26.887
Littoral,2024-02-01,2024,2,27.916
Littoral,2024-03-01,2024,3,27.182
Littoral,2024-04-01,2024,4,26.945
Littoral,2024-05-01,2024,5,26.864
Littoral,2024-06-01,2024,6,25.619
Littoral,2024-07-01,2024,7,24.381
Littoral,2024-08-01,2024,8,24.071
Littoral,2024-09-01,2024,9,24.859
Littoral,2024-10-01,2024,10,24.899
Littoral,2024-11-01,2024,11,25.84
Littoral,2024-12-01,2024,12,26.529
Littoral,2025-01-01,2025,1,26.655
Littoral,2025-02-01,2025,2,27.472
Littoral,2025-03-01,2025,3,26.946
Littoral,2025-04-01,2025,4,26.112
Littoral,2025-05-01,2025,5,25.987
Littoral,2025-06-01,2025,6,25.34
Littoral,2025-07-01,2025,7,23.769
Littoral,2025-08-01,2025,8,23.5
Littoral,2025-09-01,2025,9,24.263
Littoral,2025-10-01,2025,10,24.519
Littoral,2025-11-01,2025,11,25.458
Littoral,2025-12-01,2025,12,26.094
Littoral,2026-01-01,2026,1,26.363
Littoral,2026-02-01,2026,2,26.083
Littoral,2026-03-01,2026,3,26.424
Littoral,2026-04-01,2026,4,26.016
Littoral,2026-05-01,2026,5,26.03
Littoral,2026-06-01,2026,6,25.142
Nord,1940-01-01,1940,1,26.478
Nord,1940-02-01,1940,2,27.426
Nord,1940-03-01,1940,3,28.722
Nord,1940-04-01,1940,4,29.592
Nord,1940-05-01,1940,5,28.374
Nord,1940-06-01,1940,6,26.249
Nord,1940-07-01,1940,7,25.573
Nord,1940-08-01,1940,8,24.942
Nord,1940-09-01,1940,9,25.149
Nord,1940-10-01,1940,10,25.753
Nord,1940-11-01,1940,11,25.924
Nord,1940-12-01,1940,12,26.446
Nord,1941-01-01,1941,1,26.651
Nord,1941-02-01,1941,2,27.357
Nord,1941-03-01,1941,3,30.163
Nord,1941-04-01,1941,4,31.603
Nord,1941-05-01,1941,5,28.022
Nord,1941-06-01,1941,6,27.19
Nord,1941-07-01,1941,7,25.588
Nord,1941-08-01,1941,8,25.221
Nord,1941-09-01,1941,9,24.653
Nord,1941-10-01,1941,10,27.102
Nord,1941-11-01,1941,11,26.706
Nord,1941-12-01,1941,12,24.973
Nord,1942-01-01,1942,1,26.144
Nord,1942-02-01,1942,2,28.175
Nord,1942-03-01,1942,3,29.236
Nord,1942-04-01,1942,4,29.842
Nord,1942-05-01,1942,5,27.715
Nord,1942-06-01,1942,6,26.872
Nord,1942-07-01,1942,7,24.049
Nord,1942-08-01,1942,8,23.695
Nord,1942-09-01,1942,9,23.809
Nord,1942-10-01,1942,10,25.793
Nord,1942-11-01,1942,11,27.243
Nord,1942-12-01,1942,12,27.059
Nord,1943-01-01,1943,1,27.096
Nord,1943-02-01,1943,2,28.32
Nord,1943-03-01,1943,3,29.56
Nord,1943-04-01,1943,4,30.261
Nord,1943-05-01,1943,5,29.408
Nord,1943-06-01,1943,6,28.561
Nord,1943-07-01,1943,7,24.255
Nord,1943-08-01,1943,8,23.686
Nord,1943-09-01,1943,9,25.944
Nord,1943-10-01,1943,10,28.548
Nord,1943-11-01,1943,11,25.933
Nord,1943-12-01,1943,12,26.839
Nord,1944-01-01,1944,1,25.486
Nord,1944-02-01,1944,2,27.484
Nord,1944-03-01,1944,3,29.781
Nord,1944-04-01,1944,4,28.884
Nord,1944-05-01,1944,5,28.801
Nord,1944-06-01,1944,6,26.053
Nord,1944-07-01,1944,7,23.553
Nord,1944-08-01,1944,8,23.419
Nord,1944-09-01,1944,9,23.906
Nord,1944-10-01,1944,10,25.295
Nord,1944-11-01,1944,11,25.337
Nord,1944-12-01,1944,12,25.065
Nord,1945-01-01,1945,1,25.725
Nord,1945-02-01,1945,2,24.26
Nord,1945-03-01,1945,3,28.162
Nord,1945-04-01,1945,4,30.428
Nord,1945-05-01,1945,5,27.123
Nord,1945-06-01,1945,6,26.807
Nord,1945-07-01,1945,7,24.234
Nord,1945-08-01,1945,8,23.708
Nord,1945-09-01,1945,9,24.261
Nord,1945-10-01,1945,10,24.909
Nord,1945-11-01,1945,11,26.694
Nord,1945-12-01,1945,12,24.879
Nord,1946-01-01,1946,1,25.002
Nord,1946-02-01,1946,2,27.384
Nord,1946-03-01,1946,3,30.088
Nord,1946-04-01,1946,4,29.931
Nord,1946-05-01,1946,5,28.166
Nord,1946-06-01,1946,6,25.401
Nord,1946-07-01,1946,7,24.243
Nord,1946-08-01,1946,8,23.101
Nord,1946-09-01,1946,9,23.325
Nord,1946-10-01,1946,10,23.678
Nord,1946-11-01,1946,11,25.182
Nord,1946-12-01,1946,12,25.592
Nord,1947-01-01,1947,1,25.399
Nord,1947-02-01,1947,2,28.982
Nord,1947-03-01,1947,3,28.724
Nord,1947-04-01,1947,4,31.087
Nord,1947-05-01,1947,5,27.476
Nord,1947-06-01,1947,6,24.14
Nord,1947-07-01,1947,7,23.19
Nord,1947-08-01,1947,8,23.222
Nord,1947-09-01,1947,9,23.971
Nord,1947-10-01,1947,10,24.897
Nord,1947-11-01,1947,11,25.878
Nord,1947-12-01,1947,12,26.102
Nord,1948-01-01,1948,1,25.746
Nord,1948-02-01,1948,2,26.835
Nord,1948-03-01,1948,3,28.452
Nord,1948-04-01,1948,4,28.594
Nord,1948-05-01,1948,5,28.742
Nord,1948-06-01,1948,6,26.635
Nord,1948-07-01,1948,7,24.279
Nord,1948-08-01,1948,8,23.528
Nord,1948-09-01,1948,9,23.392
Nord,1948-10-01,1948,10,24.83
Nord,1948-11-01,1948,11,25.286
Nord,1948-12-01,1948,12,24.724
Nord,1949-01-01,1949,1,26.115
Nord,1949-02-01,1949,2,26.303
Nord,1949-03-01,1949,3,30.161
Nord,1949-04-01,1949,4,30.849
Nord,1949-05-01,1949,5,30.033
Nord,1949-06-01,1949,6,28.348
Nord,1949-07-01,1949,7,26.255
Nord,1949-08-01,1949,8,24.212
Nord,1949-09-01,1949,9,25.417
Nord,1949-10-01,1949,10,26.438
Nord,1949-11-01,1949,11,27.907
Nord,1949-12-01,1949,12,25.43
Nord,1950-01-01,1950,1,26.868
Nord,1950-02-01,1950,2,27.134
Nord,1950-03-01,1950,3,29.307
Nord,1950-04-01,1950,4,29.814
Nord,1950-05-01,1950,5,27.865
Nord,1950-06-01,1950,6,26.012
Nord,1950-07-01,1950,7,23.763
Nord,1950-08-01,1950,8,23.188
Nord,1950-09-01,1950,9,24.193
Nord,1950-10-01,1950,10,24.876
Nord,1950-11-01,1950,11,25.844
Nord,1950-12-01,1950,12,26.556
Nord,1951-01-01,1951,1,26.531
Nord,1951-02-01,1951,2,27.626
Nord,1951-03-01,1951,3,29.345
Nord,1951-04-01,1951,4,29.998
Nord,1951-05-01,1951,5,28.039
Nord,1951-06-01,1951,6,25.952
Nord,1951-07-01,1951,7,24.489
Nord,1951-08-01,1951,8,24.411
Nord,1951-09-01,1951,9,24.341
Nord,1951-10-01,1951,10,24.75
Nord,1951-11-01,1951,11,24.727
Nord,1951-12-01,1951,12,23.576
Nord,1952-01-01,1952,1,26.138
Nord,1952-02-01,1952,2,27.036
Nord,1952-03-01,1952,3,29.416
Nord,1952-04-01,1952,4,30.081
Nord,1952-05-01,1952,5,28.415
Nord,1952-06-01,1952,6,25.993
Nord,1952-07-01,1952,7,23.864
Nord,1952-08-01,1952,8,24.014
Nord,1952-09-01,1952,9,23.824
Nord,1952-10-01,1952,10,24.758
Nord,1952-11-01,1952,11,25.028
Nord,1952-12-01,1952,12,25.846
Nord,1953-01-01,1953,1,25.188
Nord,1953-02-01,1953,2,28.145
Nord,1953-03-01,1953,3,30.008
Nord,1953-04-01,1953,4,30.303
Nord,1953-05-01,1953,5,27.728
Nord,1953-06-01,1953,6,25.212
Nord,1953-07-01,1953,7,24.062
Nord,1953-08-01,1953,8,23.514
Nord,1953-09-01,1953,9,23.992
Nord,1953-10-01,1953,10,25.044
Nord,1953-11-01,1953,11,25.28
Nord,1953-12-01,1953,12,23.878
Nord,1954-01-01,1954,1,26.062
Nord,1954-02-01,1954,2,28.83
Nord,1954-03-01,1954,3,30.089
Nord,1954-04-01,1954,4,30.076
Nord,1954-05-01,1954,5,29.979
Nord,1954-06-01,1954,6,26.103
Nord,1954-07-01,1954,7,23.744
Nord,1954-08-01,1954,8,23.251
Nord,1954-09-01,1954,9,23.633
Nord,1954-10-01,1954,10,24.301
Nord,1954-11-01,1954,11,25.705
Nord,1954-12-01,1954,12,25.409
Nord,1955-01-01,1955,1,26.081
Nord,1955-02-01,1955,2,27.248
Nord,1955-03-01,1955,3,30.328
Nord,1955-04-01,1955,4,30.297
Nord,1955-05-01,1955,5,27.19
Nord,1955-06-01,1955,6,24.984
Nord,1955-07-01,1955,7,23.629
Nord,1955-08-01,1955,8,23.394
Nord,1955-09-01,1955,9,23.61
Nord,1955-10-01,1955,10,24.664
Nord,1955-11-01,1955,11,25.861
Nord,1955-12-01,1955,12,24.885
Nord,1956-01-01,1956,1,24.816
Nord,1956-02-01,1956,2,28.797
Nord,1956-03-01,1956,3,29.854
Nord,1956-04-01,1956,4,30.63
Nord,1956-05-01,1956,5,30.208
Nord,1956-06-01,1956,6,25.927
Nord,1956-07-01,1956,7,23.62
Nord,1956-08-01,1956,8,23.216
Nord,1956-09-01,1956,9,23.315
Nord,1956-10-01,1956,10,24.145
Nord,1956-11-01,1956,11,26.496
Nord,1956-12-01,1956,12,25.12
Nord,1957-01-01,1957,1,24.536
Nord,1957-02-01,1957,2,24.703
Nord,1957-03-01,1957,3,29.063
Nord,1957-04-01,1957,4,30.003
Nord,1957-05-01,1957,5,27.585
Nord,1957-06-01,1957,6,24.937
Nord,1957-07-01,1957,7,24.288
Nord,1957-08-01,1957,8,23.912
Nord,1957-09-01,1957,9,24.223
Nord,1957-10-01,1957,10,24.958
Nord,1957-11-01,1957,11,26.932
Nord,1957-12-01,1957,12,25.891
Nord,1958-01-01,1958,1,27.077
Nord,1958-02-01,1958,2,26.833
Nord,1958-03-01,1958,3,30.922
Nord,1958-04-01,1958,4,30.986
Nord,1958-05-01,1958,5,28.014
Nord,1958-06-01,1958,6,25.725
Nord,1958-07-01,1958,7,24.359
Nord,1958-08-01,1958,8,23.693
Nord,1958-09-01,1958,9,23.891
Nord,1958-10-01,1958,10,25.854
Nord,1958-11-01,1958,11,27.392
Nord,1958-12-01,1958,12,27.071
Nord,1959-01-01,1959,1,26.1
Nord,1959-02-01,1959,2,26.852
Nord,1959-03-01,1959,3,29.913
Nord,1959-04-01,1959,4,31.489
Nord,1959-05-01,1959,5,29.342
Nord,1959-06-01,1959,6,27.694
Nord,1959-07-01,1959,7,25.127
Nord,1959-08-01,1959,8,23.878
Nord,1959-09-01,1959,9,24.192
Nord,1959-10-01,1959,10,26.661
Nord,1959-11-01,1959,11,27.547
Nord,1959-12-01,1959,12,25.623
Nord,1960-01-01,1960,1,25.721
Nord,1960-02-01,1960,2,26.979
Nord,1960-03-01,1960,3,29.627
Nord,1960-04-01,1960,4,30.496
Nord,1960-05-01,1960,5,28.677
Nord,1960-06-01,1960,6,26.646
Nord,1960-07-01,1960,7,24.363
Nord,1960-08-01,1960,8,24.238
Nord,1960-09-01,1960,9,24.085
Nord,1960-10-01,1960,10,25.978
Nord,1960-11-01,1960,11,26.111
Nord,1960-12-01,1960,12,27.404
Nord,1961-01-01,1961,1,26.513
Nord,1961-02-01,1961,2,25.549
Nord,1961-03-01,1961,3,28.969
Nord,1961-04-01,1961,4,30.651
Nord,1961-05-01,1961,5,29.11
Nord,1961-06-01,1961,6,26.352
Nord,1961-07-01,1961,7,24.065
Nord,1961-08-01,1961,8,23.565
Nord,1961-09-01,1961,9,23.573
Nord,1961-10-01,1961,10,26.133
Nord,1961-11-01,1961,11,26.163
Nord,1961-12-01,1961,12,24.131
Nord,1962-01-01,1962,1,23.903
Nord,1962-02-01,1962,2,26.985
Nord,1962-03-01,1962,3,30.125
Nord,1962-04-01,1962,4,29.852
Nord,1962-05-01,1962,5,28.551
Nord,1962-06-01,1962,6,25.503
Nord,1962-07-01,1962,7,25.301
Nord,1962-08-01,1962,8,23.626
Nord,1962-09-01,1962,9,23.927
Nord,1962-10-01,1962,10,25.596
Nord,1962-11-01,1962,11,27.182
Nord,1962-12-01,1962,12,26.2
Nord,1963-01-01,1963,1,25.52
Nord,1963-02-01,1963,2,28.784
Nord,1963-03-01,1963,3,29.647
Nord,1963-04-01,1963,4,30.457
Nord,1963-05-01,1963,5,28.692
Nord,1963-06-01,1963,6,26.694
Nord,1963-07-01,1963,7,24.889
Nord,1963-08-01,1963,8,24.359
Nord,1963-09-01,1963,9,25.275
Nord,1963-10-01,1963,10,26.381
Nord,1963-11-01,1963,11,25.802
Nord,1963-12-01,1963,12,25.101
Nord,1964-01-01,1964,1,25.78
Nord,1964-02-01,1964,2,26.287
Nord,1964-03-01,1964,3,30.732
Nord,1964-04-01,1964,4,32.097
Nord,1964-05-01,1964,5,31.998
Nord,1964-06-01,1964,6,29.349
Nord,1964-07-01,1964,7,25.684
Nord,1964-08-01,1964,8,24.072
Nord,1964-09-01,1964,9,24.301
Nord,1964-10-01,1964,10,26.878
Nord,1964-11-01,1964,11,26.135
Nord,1964-12-01,1964,12,25.509
Nord,1965-01-01,1965,1,26.462
Nord,1965-02-01,1965,2,27.464
Nord,1965-03-01,1965,3,29.644
Nord,1965-04-01,1965,4,31.519
Nord,1965-05-01,1965,5,31.869
Nord,1965-06-01,1965,6,27.135
Nord,1965-07-01,1965,7,25.288
Nord,1965-08-01,1965,8,25.215
Nord,1965-09-01,1965,9,25.227
Nord,1965-10-01,1965,10,26.961
Nord,1965-11-01,1965,11,26.094
Nord,1965-12-01,1965,12,24.222
Nord,1966-01-01,1966,1,25.414
Nord,1966-02-01,1966,2,25.418
Nord,1966-03-01,1966,3,30.608
Nord,1966-04-01,1966,4,31.332
Nord,1966-05-01,1966,5,30.694
Nord,1966-06-01,1966,6,28.659
Nord,1966-07-01,1966,7,26.682
Nord,1966-08-01,1966,8,25.256
Nord,1966-09-01,1966,9,25.338
Nord,1966-10-01,1966,10,27.409
Nord,1966-11-01,1966,11,27.702
Nord,1966-12-01,1966,12,25.98
Nord,1967-01-01,1967,1,22.813
Nord,1967-02-01,1967,2,26.409
Nord,1967-03-01,1967,3,28.463
Nord,1967-04-01,1967,4,30.105
Nord,1967-05-01,1967,5,28.423
Nord,1967-06-01,1967,6,25.716
Nord,1967-07-01,1967,7,24.316
Nord,1967-08-01,1967,8,23.705
Nord,1967-09-01,1967,9,23.804
Nord,1967-10-01,1967,10,25.531
Nord,1967-11-01,1967,11,25.367
Nord,1967-12-01,1967,12,25.9
Nord,1968-01-01,1968,1,24.208
Nord,1968-02-01,1968,2,26.184
Nord,1968-03-01,1968,3,29.259
Nord,1968-04-01,1968,4,28.956
Nord,1968-05-01,1968,5,27.46
Nord,1968-06-01,1968,6,25
Nord,1968-07-01,1968,7,24.262
Nord,1968-08-01,1968,8,24.243
Nord,1968-09-01,1968,9,24.455
Nord,1968-10-01,1968,10,26.215
Nord,1968-11-01,1968,11,26.979
Nord,1968-12-01,1968,12,26.274
Nord,1969-01-01,1969,1,24.64
Nord,1969-02-01,1969,2,28.097
Nord,1969-03-01,1969,3,30.563
Nord,1969-04-01,1969,4,29.694
Nord,1969-05-01,1969,5,28.165
Nord,1969-06-01,1969,6,26.268
Nord,1969-07-01,1969,7,24.453
Nord,1969-08-01,1969,8,23.896
Nord,1969-09-01,1969,9,24.158
Nord,1969-10-01,1969,10,25.275
Nord,1969-11-01,1969,11,24.721
Nord,1969-12-01,1969,12,24.91
Nord,1970-01-01,1970,1,24.85
Nord,1970-02-01,1970,2,26.62
Nord,1970-03-01,1970,3,29.626
Nord,1970-04-01,1970,4,29.923
Nord,1970-05-01,1970,5,27.865
Nord,1970-06-01,1970,6,26.414
Nord,1970-07-01,1970,7,24.514
Nord,1970-08-01,1970,8,23.738
Nord,1970-09-01,1970,9,24.012
Nord,1970-10-01,1970,10,25.919
Nord,1970-11-01,1970,11,25.784
Nord,1970-12-01,1970,12,24.125
Nord,1971-01-01,1971,1,23.92
Nord,1971-02-01,1971,2,27.018
Nord,1971-03-01,1971,3,30.562
Nord,1971-04-01,1971,4,29.927
Nord,1971-05-01,1971,5,28.738
Nord,1971-06-01,1971,6,26.214
Nord,1971-07-01,1971,7,24.242
Nord,1971-08-01,1971,8,23.421
Nord,1971-09-01,1971,9,23.979
Nord,1971-10-01,1971,10,25.69
Nord,1971-11-01,1971,11,26.324
Nord,1971-12-01,1971,12,24.809
Nord,1972-01-01,1972,1,25.466
Nord,1972-02-01,1972,2,27.231
Nord,1972-03-01,1972,3,30.086
Nord,1972-04-01,1972,4,28.643
Nord,1972-05-01,1972,5,27.682
Nord,1972-06-01,1972,6,25.691
Nord,1972-07-01,1972,7,25.306
Nord,1972-08-01,1972,8,24.188
Nord,1972-09-01,1972,9,24.874
Nord,1972-10-01,1972,10,25.833
Nord,1972-11-01,1972,11,25.664
Nord,1972-12-01,1972,12,26.409
Nord,1973-01-01,1973,1,26.874
Nord,1973-02-01,1973,2,28.983
Nord,1973-03-01,1973,3,30.52
Nord,1973-04-01,1973,4,30.809
Nord,1973-05-01,1973,5,28.478
Nord,1973-06-01,1973,6,26.809
Nord,1973-07-01,1973,7,25.165
Nord,1973-08-01,1973,8,24.057
Nord,1973-09-01,1973,9,24.475
Nord,1973-10-01,1973,10,25.905
Nord,1973-11-01,1973,11,25.081
Nord,1973-12-01,1973,12,25.772
Nord,1974-01-01,1974,1,24.07
Nord,1974-02-01,1974,2,26.952
Nord,1974-03-01,1974,3,29.38
Nord,1974-04-01,1974,4,29.214
Nord,1974-05-01,1974,5,27.235
Nord,1974-06-01,1974,6,26.234
Nord,1974-07-01,1974,7,23.721
Nord,1974-08-01,1974,8,24.123
Nord,1974-09-01,1974,9,23.735
Nord,1974-10-01,1974,10,25.488
Nord,1974-11-01,1974,11,26.261
Nord,1974-12-01,1974,12,23.492
Nord,1975-01-01,1975,1,23.366
Nord,1975-02-01,1975,2,27.161
Nord,1975-03-01,1975,3,29.726
Nord,1975-04-01,1975,4,30
Nord,1975-05-01,1975,5,27.522
Nord,1975-06-01,1975,6,26.176
Nord,1975-07-01,1975,7,23.708
Nord,1975-08-01,1975,8,23.597
Nord,1975-09-01,1975,9,23.47
Nord,1975-10-01,1975,10,25.192
Nord,1975-11-01,1975,11,26.379
Nord,1975-12-01,1975,12,24.215
Nord,1976-01-01,1976,1,24.986
Nord,1976-02-01,1976,2,28.516
Nord,1976-03-01,1976,3,29.831
