NAME_1,date,annee,mois,t2m_c
Adamaoua,1940-01-01,1940,1,23.959
Adamaoua,1940-02-01,1940,2,24.931
Adamaoua,1940-03-01,1940,3,24.966
Adamaoua,1940-04-01,1940,4,23.35
Adamaoua,1940-05-01,1940,5,22.375
Adamaoua,1940-06-01,1940,6,21.579
Adamaoua,1940-07-01,1940,7,20.924
Adamaoua,1940-08-01,1940,8,21.021
Adamaoua,1940-09-01,1940,9,21.078
Adamaoua,1940-10-01,1940,10,21.453
Adamaoua,1940-11-01,1940,11,21.537
Adamaoua,1940-12-01,1940,12,23.372
Adamaoua,1941-01-01,1941,1,24.158
Adamaoua,1941-02-01,1941,2,25.291
Adamaoua,1941-03-01,1941,3,26.669
Adamaoua,1941-04-01,1941,4,25.236
Adamaoua,1941-05-01,1941,5,22.268
Adamaoua,1941-06-01,1941,6,21.834
Adamaoua,1941-07-01,1941,7,20.836
Adamaoua,1941-08-01,1941,8,21.174
Adamaoua,1941-09-01,1941,9,20.975
Adamaoua,1941-10-01,1941,10,21.928
Adamaoua,1941-11-01,1941,11,21.65
Adamaoua,1941-12-01,1941,12,22.54
Adamaoua,1942-01-01,1942,1,24.039
Adamaoua,1942-02-01,1942,2,25.013
Adamaoua,1942-03-01,1942,3,25.455
Adamaoua,1942-04-01,1942,4,23.128
Adamaoua,1942-05-01,1942,5,22.107
Adamaoua,1942-06-01,1942,6,21.283
Adamaoua,1942-07-01,1942,7,20.158
Adamaoua,1942-08-01,1942,8,20.443
Adamaoua,1942-09-01,1942,9,20.825
Adamaoua,1942-10-01,1942,10,21.709
Adamaoua,1942-11-01,1942,11,22.852
Adamaoua,1942-12-01,1942,12,22.967
Adamaoua,1943-01-01,1943,1,24.159
Adamaoua,1943-02-01,1943,2,25.346
Adamaoua,1943-03-01,1943,3,24.506
Adamaoua,1943-04-01,1943,4,23.947
Adamaoua,1943-05-01,1943,5,22.482
Adamaoua,1943-06-01,1943,6,21.673
Adamaoua,1943-07-01,1943,7,20.44
Adamaoua,1943-08-01,1943,8,20.514
Adamaoua,1943-09-01,1943,9,21.697
Adamaoua,1943-10-01,1943,10,22.951
Adamaoua,1943-11-01,1943,11,21.937
Adamaoua,1943-12-01,1943,12,23.541
Adamaoua,1944-01-01,1944,1,23.736
Adamaoua,1944-02-01,1944,2,25.021
Adamaoua,1944-03-01,1944,3,24.632
Adamaoua,1944-04-01,1944,4,23.01
Adamaoua,1944-05-01,1944,5,22.618
Adamaoua,1944-06-01,1944,6,21.567
Adamaoua,1944-07-01,1944,7,20.456
Adamaoua,1944-08-01,1944,8,20.688
Adamaoua,1944-09-01,1944,9,21.031
Adamaoua,1944-10-01,1944,10,21.775
Adamaoua,1944-11-01,1944,11,22.924
Adamaoua,1944-12-01,1944,12,23.735
Adamaoua,1945-01-01,1945,1,24.385
Adamaoua,1945-02-01,1945,2,23.773
Adamaoua,1945-03-01,1945,3,25.9
Adamaoua,1945-04-01,1945,4,25.192
Adamaoua,1945-05-01,1945,5,22.073
Adamaoua,1945-06-01,1945,6,21.468
Adamaoua,1945-07-01,1945,7,20.536
Adamaoua,1945-08-01,1945,8,20.586
Adamaoua,1945-09-01,1945,9,21.119
Adamaoua,1945-10-01,1945,10,21.512
Adamaoua,1945-11-01,1945,11,22.947
Adamaoua,1945-12-01,1945,12,23.058
Adamaoua,1946-01-01,1946,1,23.996
Adamaoua,1946-02-01,1946,2,25.933
Adamaoua,1946-03-01,1946,3,25.277
Adamaoua,1946-04-01,1946,4,24.248
Adamaoua,1946-05-01,1946,5,22.131
Adamaoua,1946-06-01,1946,6,20.891
Adamaoua,1946-07-01,1946,7,20.314
Adamaoua,1946-08-01,1946,8,20.215
Adamaoua,1946-09-01,1946,9,20.358
Adamaoua,1946-10-01,1946,10,20.605
Adamaoua,1946-11-01,1946,11,22.618
Adamaoua,1946-12-01,1946,12,23.814
Adamaoua,1947-01-01,1947,1,24.316
Adamaoua,1947-02-01,1947,2,25.576
Adamaoua,1947-03-01,1947,3,25.848
Adamaoua,1947-04-01,1947,4,24.854
Adamaoua,1947-05-01,1947,5,22.369
Adamaoua,1947-06-01,1947,6,21.043
Adamaoua,1947-07-01,1947,7,20.294
Adamaoua,1947-08-01,1947,8,20.453
Adamaoua,1947-09-01,1947,9,21.123
Adamaoua,1947-10-01,1947,10,21.593
Adamaoua,1947-11-01,1947,11,22.724
Adamaoua,1947-12-01,1947,12,23.45
Adamaoua,1948-01-01,1948,1,24.311
Adamaoua,1948-02-01,1948,2,24.705
Adamaoua,1948-03-01,1948,3,24.326
Adamaoua,1948-04-01,1948,4,23.111
Adamaoua,1948-05-01,1948,5,22.781
Adamaoua,1948-06-01,1948,6,21.668
Adamaoua,1948-07-01,1948,7,20.616
Adamaoua,1948-08-01,1948,8,20.436
Adamaoua,1948-09-01,1948,9,20.468
Adamaoua,1948-10-01,1948,10,21.337
Adamaoua,1948-11-01,1948,11,22.172
Adamaoua,1948-12-01,1948,12,23.293
Adamaoua,1949-01-01,1949,1,24.627
Adamaoua,1949-02-01,1949,2,24.788
Adamaoua,1949-03-01,1949,3,26.137
Adamaoua,1949-04-01,1949,4,24.653
Adamaoua,1949-05-01,1949,5,22.887
Adamaoua,1949-06-01,1949,6,21.737
Adamaoua,1949-07-01,1949,7,20.893
Adamaoua,1949-08-01,1949,8,20.653
Adamaoua,1949-09-01,1949,9,21.176
Adamaoua,1949-10-01,1949,10,21.577
Adamaoua,1949-11-01,1949,11,22.604
Adamaoua,1949-12-01,1949,12,22.654
Adamaoua,1950-01-01,1950,1,24.191
Adamaoua,1950-02-01,1950,2,24.468
Adamaoua,1950-03-01,1950,3,24.741
Adamaoua,1950-04-01,1950,4,23.839
Adamaoua,1950-05-01,1950,5,22.495
Adamaoua,1950-06-01,1950,6,21.479
Adamaoua,1950-07-01,1950,7,20.148
Adamaoua,1950-08-01,1950,8,19.965
Adamaoua,1950-09-01,1950,9,20.946
Adamaoua,1950-10-01,1950,10,21.259
Adamaoua,1950-11-01,1950,11,22.082
Adamaoua,1950-12-01,1950,12,23.401
Adamaoua,1951-01-01,1951,1,24.062
Adamaoua,1951-02-01,1951,2,23.892
Adamaoua,1951-03-01,1951,3,23.987
Adamaoua,1951-04-01,1951,4,23.709
Adamaoua,1951-05-01,1951,5,22.718
Adamaoua,1951-06-01,1951,6,21.564
Adamaoua,1951-07-01,1951,7,20.791
Adamaoua,1951-08-01,1951,8,20.783
Adamaoua,1951-09-01,1951,9,21.239
Adamaoua,1951-10-01,1951,10,21.488
Adamaoua,1951-11-01,1951,11,22.469
Adamaoua,1951-12-01,1951,12,22.775
Adamaoua,1952-01-01,1952,1,24.625
Adamaoua,1952-02-01,1952,2,24.512
Adamaoua,1952-03-01,1952,3,25.503
Adamaoua,1952-04-01,1952,4,23.912
Adamaoua,1952-05-01,1952,5,22.654
Adamaoua,1952-06-01,1952,6,21.658
Adamaoua,1952-07-01,1952,7,20.392
Adamaoua,1952-08-01,1952,8,20.858
Adamaoua,1952-09-01,1952,9,21.015
Adamaoua,1952-10-01,1952,10,21.261
Adamaoua,1952-11-01,1952,11,22.143
Adamaoua,1952-12-01,1952,12,23.791
Adamaoua,1953-01-01,1953,1,23.951
Adamaoua,1953-02-01,1953,2,25.326
Adamaoua,1953-03-01,1953,3,24.804
Adamaoua,1953-04-01,1953,4,24.644
Adamaoua,1953-05-01,1953,5,22.446
Adamaoua,1953-06-01,1953,6,21.307
Adamaoua,1953-07-01,1953,7,20.61
Adamaoua,1953-08-01,1953,8,20.707
Adamaoua,1953-09-01,1953,9,21.078
Adamaoua,1953-10-01,1953,10,21.538
Adamaoua,1953-11-01,1953,11,22.439
Adamaoua,1953-12-01,1953,12,22.68
Adamaoua,1954-01-01,1954,1,24.309
Adamaoua,1954-02-01,1954,2,25.312
Adamaoua,1954-03-01,1954,3,25.003
Adamaoua,1954-04-01,1954,4,23.477
Adamaoua,1954-05-01,1954,5,23.117
Adamaoua,1954-06-01,1954,6,21.156
Adamaoua,1954-07-01,1954,7,20.024
Adamaoua,1954-08-01,1954,8,20.428
Adamaoua,1954-09-01,1954,9,20.584
Adamaoua,1954-10-01,1954,10,21.042
Adamaoua,1954-11-01,1954,11,22.362
Adamaoua,1954-12-01,1954,12,23.142
Adamaoua,1955-01-01,1955,1,24.532
Adamaoua,1955-02-01,1955,2,25.32
Adamaoua,1955-03-01,1955,3,25.527
Adamaoua,1955-04-01,1955,4,23.881
Adamaoua,1955-05-01,1955,5,22.303
Adamaoua,1955-06-01,1955,6,20.92
Adamaoua,1955-07-01,1955,7,20.17
Adamaoua,1955-08-01,1955,8,20.399
Adamaoua,1955-09-01,1955,9,20.593
Adamaoua,1955-10-01,1955,10,21.264
Adamaoua,1955-11-01,1955,11,23.066
Adamaoua,1955-12-01,1955,12,23.326
Adamaoua,1956-01-01,1956,1,23.741
Adamaoua,1956-02-01,1956,2,25.324
Adamaoua,1956-03-01,1956,3,23.79
Adamaoua,1956-04-01,1956,4,23.553
Adamaoua,1956-05-01,1956,5,23.088
Adamaoua,1956-06-01,1956,6,21.214
Adamaoua,1956-07-01,1956,7,19.973
Adamaoua,1956-08-01,1956,8,20.46
Adamaoua,1956-09-01,1956,9,20.528
Adamaoua,1956-10-01,1956,10,21.401
Adamaoua,1956-11-01,1956,11,22.538
Adamaoua,1956-12-01,1956,12,22.811
Adamaoua,1957-01-01,1957,1,23.137
Adamaoua,1957-02-01,1957,2,23.798
Adamaoua,1957-03-01,1957,3,25.848
Adamaoua,1957-04-01,1957,4,23.499
Adamaoua,1957-05-01,1957,5,22.629
Adamaoua,1957-06-01,1957,6,21.463
Adamaoua,1957-07-01,1957,7,20.8
Adamaoua,1957-08-01,1957,8,20.738
Adamaoua,1957-09-01,1957,9,21.239
Adamaoua,1957-10-01,1957,10,21.376
Adamaoua,1957-11-01,1957,11,22.821
Adamaoua,1957-12-01,1957,12,23.429
Adamaoua,1958-01-01,1958,1,25.296
Adamaoua,1958-02-01,1958,2,25.402
Adamaoua,1958-03-01,1958,3,27.316
Adamaoua,1958-04-01,1958,4,24.123
Adamaoua,1958-05-01,1958,5,22.641
Adamaoua,1958-06-01,1958,6,21.214
Adamaoua,1958-07-01,1958,7,20.375
Adamaoua,1958-08-01,1958,8,20.257
Adamaoua,1958-09-01,1958,9,20.71
Adamaoua,1958-10-01,1958,10,21.724
Adamaoua,1958-11-01,1958,11,22.941
Adamaoua,1958-12-01,1958,12,24.088
Adamaoua,1959-01-01,1959,1,24.677
Adamaoua,1959-02-01,1959,2,25.402
Adamaoua,1959-03-01,1959,3,26.281
Adamaoua,1959-04-01,1959,4,24.869
Adamaoua,1959-05-01,1959,5,23.023
Adamaoua,1959-06-01,1959,6,21.955
Adamaoua,1959-07-01,1959,7,20.817
Adamaoua,1959-08-01,1959,8,20.497
Adamaoua,1959-09-01,1959,9,20.822
Adamaoua,1959-10-01,1959,10,22.457
Adamaoua,1959-11-01,1959,11,23.453
Adamaoua,1959-12-01,1959,12,23.735
Adamaoua,1960-01-01,1960,1,24.471
Adamaoua,1960-02-01,1960,2,25.242
Adamaoua,1960-03-01,1960,3,26.365
Adamaoua,1960-04-01,1960,4,24.271
Adamaoua,1960-05-01,1960,5,22.981
Adamaoua,1960-06-01,1960,6,21.751
Adamaoua,1960-07-01,1960,7,20.677
Adamaoua,1960-08-01,1960,8,20.822
Adamaoua,1960-09-01,1960,9,20.841
Adamaoua,1960-10-01,1960,10,21.76
Adamaoua,1960-11-01,1960,11,22.725
Adamaoua,1960-12-01,1960,12,24.043
Adamaoua,1961-01-01,1961,1,24.128
Adamaoua,1961-02-01,1961,2,24.282
Adamaoua,1961-03-01,1961,3,26.38
Adamaoua,1961-04-01,1961,4,24.021
Adamaoua,1961-05-01,1961,5,22.988
Adamaoua,1961-06-01,1961,6,21.531
Adamaoua,1961-07-01,1961,7,20.473
Adamaoua,1961-08-01,1961,8,20.423
Adamaoua,1961-09-01,1961,9,20.49
Adamaoua,1961-10-01,1961,10,21.911
Adamaoua,1961-11-01,1961,11,22.751
Adamaoua,1961-12-01,1961,12,22.79
Adamaoua,1962-01-01,1962,1,23.151
Adamaoua,1962-02-01,1962,2,25.29
Adamaoua,1962-03-01,1962,3,25.301
Adamaoua,1962-04-01,1962,4,23.577
Adamaoua,1962-05-01,1962,5,22.715
Adamaoua,1962-06-01,1962,6,21.052
Adamaoua,1962-07-01,1962,7,21.164
Adamaoua,1962-08-01,1962,8,20.49
Adamaoua,1962-09-01,1962,9,20.595
Adamaoua,1962-10-01,1962,10,21.546
Adamaoua,1962-11-01,1962,11,22.659
Adamaoua,1962-12-01,1962,12,23.363
Adamaoua,1963-01-01,1963,1,23.631
Adamaoua,1963-02-01,1963,2,25.729
Adamaoua,1963-03-01,1963,3,26.279
Adamaoua,1963-04-01,1963,4,24.205
Adamaoua,1963-05-01,1963,5,22.962
Adamaoua,1963-06-01,1963,6,22.056
Adamaoua,1963-07-01,1963,7,21.08
Adamaoua,1963-08-01,1963,8,21.105
Adamaoua,1963-09-01,1963,9,21.529
Adamaoua,1963-10-01,1963,10,22.028
Adamaoua,1963-11-01,1963,11,22.826
Adamaoua,1963-12-01,1963,12,23.417
Adamaoua,1964-01-01,1964,1,24.463
Adamaoua,1964-02-01,1964,2,24.883
Adamaoua,1964-03-01,1964,3,26.602
Adamaoua,1964-04-01,1964,4,25.712
Adamaoua,1964-05-01,1964,5,25.594
Adamaoua,1964-06-01,1964,6,23.093
Adamaoua,1964-07-01,1964,7,21.208
Adamaoua,1964-08-01,1964,8,20.52
Adamaoua,1964-09-01,1964,9,20.771
Adamaoua,1964-10-01,1964,10,22.183
Adamaoua,1964-11-01,1964,11,22.73
Adamaoua,1964-12-01,1964,12,23.21
Adamaoua,1965-01-01,1965,1,23.591
Adamaoua,1965-02-01,1965,2,24.748
Adamaoua,1965-03-01,1965,3,24.988
Adamaoua,1965-04-01,1965,4,25.007
Adamaoua,1965-05-01,1965,5,25.407
Adamaoua,1965-06-01,1965,6,21.851
Adamaoua,1965-07-01,1965,7,21.152
Adamaoua,1965-08-01,1965,8,21.229
Adamaoua,1965-09-01,1965,9,21.315
Adamaoua,1965-10-01,1965,10,22.337
Adamaoua,1965-11-01,1965,11,23.065
Adamaoua,1965-12-01,1965,12,22.955
Adamaoua,1966-01-01,1966,1,24.106
Adamaoua,1966-02-01,1966,2,24.426
Adamaoua,1966-03-01,1966,3,26.658
Adamaoua,1966-04-01,1966,4,25.296
Adamaoua,1966-05-01,1966,5,24.117
Adamaoua,1966-06-01,1966,6,22.697
Adamaoua,1966-07-01,1966,7,21.803
Adamaoua,1966-08-01,1966,8,21.259
Adamaoua,1966-09-01,1966,9,21.202
Adamaoua,1966-10-01,1966,10,22.064
Adamaoua,1966-11-01,1966,11,23.078
Adamaoua,1966-12-01,1966,12,23.395
Adamaoua,1967-01-01,1967,1,21.689
Adamaoua,1967-02-01,1967,2,23.954
Adamaoua,1967-03-01,1967,3,24.582
Adamaoua,1967-04-01,1967,4,24.398
Adamaoua,1967-05-01,1967,5,22.652
Adamaoua,1967-06-01,1967,6,21.094
Adamaoua,1967-07-01,1967,7,20.653
Adamaoua,1967-08-01,1967,8,20.347
Adamaoua,1967-09-01,1967,9,20.565
Adamaoua,1967-10-01,1967,10,21.422
Adamaoua,1967-11-01,1967,11,22.289
Adamaoua,1967-12-01,1967,12,23.173
Adamaoua,1968-01-01,1968,1,22.762
Adamaoua,1968-02-01,1968,2,23.973
Adamaoua,1968-03-01,1968,3,24.369
Adamaoua,1968-04-01,1968,4,23.703
Adamaoua,1968-05-01,1968,5,22.327
Adamaoua,1968-06-01,1968,6,21.191
Adamaoua,1968-07-01,1968,7,20.619
Adamaoua,1968-08-01,1968,8,20.938
Adamaoua,1968-09-01,1968,9,21.066
Adamaoua,1968-10-01,1968,10,22.15
Adamaoua,1968-11-01,1968,11,22.784
Adamaoua,1968-12-01,1968,12,23.299
Adamaoua,1969-01-01,1969,1,22.96
Adamaoua,1969-02-01,1969,2,24.994
Adamaoua,1969-03-01,1969,3,24.053
Adamaoua,1969-04-01,1969,4,23.911
Adamaoua,1969-05-01,1969,5,22.894
Adamaoua,1969-06-01,1969,6,21.719
Adamaoua,1969-07-01,1969,7,20.883
Adamaoua,1969-08-01,1969,8,20.677
Adamaoua,1969-09-01,1969,9,20.939
Adamaoua,1969-10-01,1969,10,21.435
Adamaoua,1969-11-01,1969,11,22.018
Adamaoua,1969-12-01,1969,12,22.887
Adamaoua,1970-01-01,1970,1,23.025
Adamaoua,1970-02-01,1970,2,24.708
Adamaoua,1970-03-01,1970,3,25.161
Adamaoua,1970-04-01,1970,4,23.874
Adamaoua,1970-05-01,1970,5,22.485
Adamaoua,1970-06-01,1970,6,21.47
Adamaoua,1970-07-01,1970,7,20.552
Adamaoua,1970-08-01,1970,8,20.378
Adamaoua,1970-09-01,1970,9,20.617
Adamaoua,1970-10-01,1970,10,21.692
Adamaoua,1970-11-01,1970,11,23.041
Adamaoua,1970-12-01,1970,12,22.43
Adamaoua,1971-01-01,1971,1,22.486
Adamaoua,1971-02-01,1971,2,24.131
Adamaoua,1971-03-01,1971,3,24.571
Adamaoua,1971-04-01,1971,4,23.227
Adamaoua,1971-05-01,1971,5,22.794
Adamaoua,1971-06-01,1971,6,21.273
Adamaoua,1971-07-01,1971,7,20.367
Adamaoua,1971-08-01,1971,8,20.18
Adamaoua,1971-09-01,1971,9,20.619
Adamaoua,1971-10-01,1971,10,21.725
Adamaoua,1971-11-01,1971,11,22.87
Adamaoua,1971-12-01,1971,12,21.766
Adamaoua,1972-01-01,1972,1,23.405
Adamaoua,1972-02-01,1972,2,24.404
Adamaoua,1972-03-01,1972,3,24.192
Adamaoua,1972-04-01,1972,4,23.055
Adamaoua,1972-05-01,1972,5,22.487
Adamaoua,1972-06-01,1972,6,21.222
Adamaoua,1972-07-01,1972,7,21.182
Adamaoua,1972-08-01,1972,8,20.71
Adamaoua,1972-09-01,1972,9,21.287
Adamaoua,1972-10-01,1972,10,21.941
Adamaoua,1972-11-01,1972,11,23.08
Adamaoua,1972-12-01,1972,12,24.151
Adamaoua,1973-01-01,1973,1,24.522
Adamaoua,1973-02-01,1973,2,26.026
Adamaoua,1973-03-01,1973,3,25.456
Adamaoua,1973-04-01,1973,4,24.208
Adamaoua,1973-05-01,1973,5,22.448
Adamaoua,1973-06-01,1973,6,22.123
Adamaoua,1973-07-01,1973,7,21.011
Adamaoua,1973-08-01,1973,8,20.756
Adamaoua,1973-09-01,1973,9,21.112
Adamaoua,1973-10-01,1973,10,21.86
Adamaoua,1973-11-01,1973,11,22.383
Adamaoua,1973-12-01,1973,12,22.703
Adamaoua,1974-01-01,1974,1,22.407
Adamaoua,1974-02-01,1974,2,24.261
Adamaoua,1974-03-01,1974,3,24.635
Adamaoua,1974-04-01,1974,4,22.915
Adamaoua,1974-05-01,1974,5,21.904
Adamaoua,1974-06-01,1974,6,21.359
Adamaoua,1974-07-01,1974,7,20.129
Adamaoua,1974-08-01,1974,8,20.74
Adamaoua,1974-09-01,1974,9,20.352
Adamaoua,1974-10-01,1974,10,21.446
Adamaoua,1974-11-01,1974,11,22.537
Adamaoua,1974-12-01,1974,12,21.943
Adamaoua,1975-01-01,1975,1,22.412
Adamaoua,1975-02-01,1975,2,24.544
Adamaoua,1975-03-01,1975,3,25.18
Adamaoua,1975-04-01,1975,4,23.394
Adamaoua,1975-05-01,1975,5,22.41
Adamaoua,1975-06-01,1975,6,21.424
Adamaoua,1975-07-01,1975,7,20.21
Adamaoua,1975-08-01,1975,8,20.215
Adamaoua,1975-09-01,1975,9,20.218
Adamaoua,1975-10-01,1975,10,21.226
Adamaoua,1975-11-01,1975,11,22.485
Adamaoua,1975-12-01,1975,12,21.661
Adamaoua,1976-01-01,1976,1,22.95
Adamaoua,1976-02-01,1976,2,24.092
Adamaoua,1976-03-01,1976,3,24.366
Adamaoua,1976-04-01,1976,4,23.261
Adamaoua,1976-05-01,1976,5,22.424
Adamaoua,1976-06-01,1976,6,20.998
Adamaoua,1976-07-01,1976,7,20.285
Adamaoua,1976-08-01,1976,8,20.427
Adamaoua,1976-09-01,1976,9,21.165
Adamaoua,1976-10-01,1976,10,21.546
Adamaoua,1976-11-01,1976,11,21.662
Adamaoua,1976-12-01,1976,12,22.861
Adamaoua,1977-01-01,1977,1,23.447
Adamaoua,1977-02-01,1977,2,24.312
Adamaoua,1977-03-01,1977,3,25.733
Adamaoua,1977-04-01,1977,4,25.269
Adamaoua,1977-05-01,1977,5,22.857
Adamaoua,1977-06-01,1977,6,21.543
Adamaoua,1977-07-01,1977,7,20.893
Adamaoua,1977-08-01,1977,8,20.955
Adamaoua,1977-09-01,1977,9,21.405
Adamaoua,1977-10-01,1977,10,21.969
Adamaoua,1977-11-01,1977,11,23.252
Adamaoua,1977-12-01,1977,12,22.551
Adamaoua,1978-01-01,1978,1,23.085
Adamaoua,1978-02-01,1978,2,25.609
Adamaoua,1978-03-01,1978,3,25.14
Adamaoua,1978-04-01,1978,4,23.172
Adamaoua,1978-05-01,1978,5,22.47
Adamaoua,1978-06-01,1978,6,21.396
Adamaoua,1978-07-01,1978,7,20.591
Adamaoua,1978-08-01,1978,8,20.872
Adamaoua,1978-09-01,1978,9,20.915
Adamaoua,1978-10-01,1978,10,21.611
Adamaoua,1978-11-01,1978,11,22.318
Adamaoua,1978-12-01,1978,12,22.799
Adamaoua,1979-01-01,1979,1,23.401
Adamaoua,1979-02-01,1979,2,24.669
Adamaoua,1979-03-01,1979,3,24.53
Adamaoua,1979-04-01,1979,4,23.544
Adamaoua,1979-05-01,1979,5,22.694
Adamaoua,1979-06-01,1979,6,21.662
Adamaoua,1979-07-01,1979,7,21.061
Adamaoua,1979-08-01,1979,8,21.192
Adamaoua,1979-09-01,1979,9,21.044
Adamaoua,1979-10-01,1979,10,21.777
Adamaoua,1979-11-01,1979,11,22.434
Adamaoua,1979-12-01,1979,12,22.159
Adamaoua,1980-01-01,1980,1,23.787
Adamaoua,1980-02-01,1980,2,25.083
Adamaoua,1980-03-01,1980,3,25.493
Adamaoua,1980-04-01,1980,4,24.336
Adamaoua,1980-05-01,1980,5,22.783
Adamaoua,1980-06-01,1980,6,21.881
Adamaoua,1980-07-01,1980,7,20.915
Adamaoua,1980-08-01,1980,8,21.055
Adamaoua,1980-09-01,1980,9,21.364
Adamaoua,1980-10-01,1980,10,21.68
Adamaoua,1980-11-01,1980,11,22.008
Adamaoua,1980-12-01,1980,12,22.036
Adamaoua,1981-01-01,1981,1,22.614
Adamaoua,1981-02-01,1981,2,24.498
Adamaoua,1981-03-01,1981,3,25.75
Adamaoua,1981-04-01,1981,4,24.716
Adamaoua,1981-05-01,1981,5,22.394
Adamaoua,1981-06-01,1981,6,21.772
Adamaoua,1981-07-01,1981,7,20.553
Adamaoua,1981-08-01,1981,8,20.653
Adamaoua,1981-09-01,1981,9,21.014
Adamaoua,1981-10-01,1981,10,21.631
Adamaoua,1981-11-01,1981,11,21.96
Adamaoua,1981-12-01,1981,12,22.971
Adamaoua,1982-01-01,1982,1,23.536
Adamaoua,1982-02-01,1982,2,24.038
Adamaoua,1982-03-01,1982,3,24.026
Adamaoua,1982-04-01,1982,4,23.681
Adamaoua,1982-05-01,1982,5,22.635
Adamaoua,1982-06-01,1982,6,21.791
Adamaoua,1982-07-01,1982,7,20.767
Adamaoua,1982-08-01,1982,8,20.672
Adamaoua,1982-09-01,1982,9,21.254
Adamaoua,1982-10-01,1982,10,21.254
Adamaoua,1982-11-01,1982,11,21.988
Adamaoua,1982-12-01,1982,12,22.697
Adamaoua,1983-01-01,1983,1,20.697
Adamaoua,1983-02-01,1983,2,24.95
Adamaoua,1983-03-01,1983,3,25.878
Adamaoua,1983-04-01,1983,4,25.814
Adamaoua,1983-05-01,1983,5,23.792
Adamaoua,1983-06-01,1983,6,21.991
Adamaoua,1983-07-01,1983,7,21.28
Adamaoua,1983-08-01,1983,8,21.111
Adamaoua,1983-09-01,1983,9,21.348
Adamaoua,1983-10-01,1983,10,22.176
Adamaoua,1983-11-01,1983,11,22.865
Adamaoua,1983-12-01,1983,12,22.846
Adamaoua,1984-01-01,1984,1,22.294
Adamaoua,1984-02-01,1984,2,25.05
Adamaoua,1984-03-01,1984,3,24.672
Adamaoua,1984-04-01,1984,4,23.333
Adamaoua,1984-05-01,1984,5,22.747
Adamaoua,1984-06-01,1984,6,21.802
Adamaoua,1984-07-01,1984,7,20.943
Adamaoua,1984-08-01,1984,8,21.314
Adamaoua,1984-09-01,1984,9,20.925
Adamaoua,1984-10-01,1984,10,21.855
Adamaoua,1984-11-01,1984,11,22.158
Adamaoua,1984-12-01,1984,12,22.095
Adamaoua,1985-01-01,1985,1,23.981
Adamaoua,1985-02-01,1985,2,23.467
Adamaoua,1985-03-01,1985,3,24.426
Adamaoua,1985-04-01,1985,4,23.386
Adamaoua,1985-05-01,1985,5,22.326
Adamaoua,1985-06-01,1985,6,21.396
Adamaoua,1985-07-01,1985,7,20.522
Adamaoua,1985-08-01,1985,8,20.55
Adamaoua,1985-09-01,1985,9,20.763
Adamaoua,1985-10-01,1985,10,21.782
Adamaoua,1985-11-01,1985,11,22.938
Adamaoua,1985-12-01,1985,12,22.697
Adamaoua,1986-01-01,1986,1,23.333
Adamaoua,1986-02-01,1986,2,25.436
Adamaoua,1986-03-01,1986,3,24.375
Adamaoua,1986-04-01,1986,4,24.189
Adamaoua,1986-05-01,1986,5,23.08
Adamaoua,1986-06-01,1986,6,21.825
Adamaoua,1986-07-01,1986,7,20.67
Adamaoua,1986-08-01,1986,8,21.172
Adamaoua,1986-09-01,1986,9,21.194
Adamaoua,1986-10-01,1986,10,21.904
Adamaoua,1986-11-01,1986,11,22.647
Adamaoua,1986-12-01,1986,12,22.013
Adamaoua,1987-01-01,1987,1,23.2
Adamaoua,1987-02-01,1987,2,25.533
Adamaoua,1987-03-01,1987,3,25.501
Adamaoua,1987-04-01,1987,4,25.023
Adamaoua,1987-05-01,1987,5,23.698
Adamaoua,1987-06-01,1987,6,22.234
Adamaoua,1987-07-01,1987,7,22.088
Adamaoua,1987-08-01,1987,8,21.347
Adamaoua,1987-09-01,1987,9,21.764
Adamaoua,1987-10-01,1987,10,22.452
Adamaoua,1987-11-01,1987,11,23.971
Adamaoua,1987-12-01,1987,12,24.156
Adamaoua,1988-01-01,1988,1,23.796
Adamaoua,1988-02-01,1988,2,25.474
Adamaoua,1988-03-01,1988,3,25.554
Adamaoua,1988-04-01,1988,4,24.27
Adamaoua,1988-05-01,1988,5,23.134
Adamaoua,1988-06-01,1988,6,21.787
Adamaoua,1988-07-01,1988,7,20.85
Adamaoua,1988-08-01,1988,8,21.069
Adamaoua,1988-09-01,1988,9,21.202
Adamaoua,1988-10-01,1988,10,22.249
Adamaoua,1988-11-01,1988,11,23.46
Adamaoua,1988-12-01,1988,12,23.156
Adamaoua,1989-01-01,1989,1,21.361
Adamaoua,1989-02-01,1989,2,23.039
Adamaoua,1989-03-01,1989,3,25.352
Adamaoua,1989-04-01,1989,4,24.766
Adamaoua,1989-05-01,1989,5,22.442
Adamaoua,1989-06-01,1989,6,21.808
Adamaoua,1989-07-01,1989,7,21.004
Adamaoua,1989-08-01,1989,8,20.782
Adamaoua,1989-09-01,1989,9,21.397
Adamaoua,1989-10-01,1989,10,21.81
Adamaoua,1989-11-01,1989,11,23.424
Adamaoua,1989-12-01,1989,12,23.064
Adamaoua,1990-01-01,1990,1,24.081
Adamaoua,1990-02-01,1990,2,24.342
Adamaoua,1990-03-01,1990,3,25.711
Adamaoua,1990-04-01,1990,4,25.046
Adamaoua,1990-05-01,1990,5,22.797
Adamaoua,1990-06-01,1990,6,22.303
Adamaoua,1990-07-01,1990,7,20.947
