DHSCLUST,Aridity_2015,Rainfall_2015,Malaria_Prevalence_2015,Enhanced_Vegetation_Index_2015,Nightlights_Composite,Travel_Times_2015,Proximity_to_Water,All_Population_Count_2015,Slope,Drought_Episodes,Growing_Season_Length
81,7.587904453277588,619.8,0.19220709800720215,1807.0833333333333,0,27.344736842105263,15877.303797468354,28093.8125,0.25583078484786187,2,2
82,40.57988357543945,1307,0.26350444555282593,4439,3.9988310215836864,7.733333333333333,53722.05357142857,18566.609375,3.3224385579427085,-9999,-807
83,36.880126953125,1337.9,0.4355817159016927,4317.3,0.00457080194461581,160.23835616438356,190963.1392405063,2373.183349609375,1.017363498635488,-9999,-801
84,18.758621215820313,764.2,0.28416531880696616,2535.6363636363635,6.6568141031746e-4,105.41239892183287,70123.14826498422,2445.12158203125,0.34098597935267855,2,5
85,36.88916778564453,1698.888888888889,0.4004964828491211,3590.6,0,213.12600536193028,61054.70886075949,3820.726318359375,1.2829480209555126,2,4
86,37.5639533996582,1406,0.41828028361002606,4582.416666666667,0,145.02459016393442,263856.74358974356,1463.4326171875,0.31609204818642206,1,-801
87,11.393665313720703,972.9,0.202434241771698,2447.5454545454545,0.00504891691449161,49.116216216216216,127424.7898089172,40481.3828125,3.5250326620565877,2,4
88,11.393665313720703,852.6666666666666,0.20963178362165177,2248,0.01676303937920966,31.27077747989276,117251.073015873,74317.03125,0.3383219619219169,2,4
89,35.7159423828125,1181,0.14466910064220428,3088,27.521780240333687,0,60827.392857142855,225965.953125,0.6020900726318359,-9999,-807
90,34.24109649658203,1420.2,0.3467061519622803,4415.8,0,126.74184782608695,147319.77142857143,3205.540283203125,0.5307779312133789,1,-801
91,50.90056610107422,1802,0.2584601640701294,3040,1.517749260211813,24,8460.941964285714,21902.1640625,0.1937274251665388,-9999,-807
92,47.402366638183594,1928,0.07910602539777756,4615,0.19133795102437337,14.533333333333331,120167.17307692308,21505.939453125,1.9940625508626304,2,3
93,36.262996673583984,1352.4,0.4033612012863159,4570.7,0.00305892458453087,159.77777777777777,164025.5492063492,5069.95703125,0.1001447041829427,-9999,-801
94,35.45429229736328,1372,0.347506582736969,4251,0.988845443725586,39.53333333333333,156991.3173076923,9843.720703125,0.2426462173461914,1,6
95,35.7159423828125,1243,0.1604199260473251,2737,14.53406182650862,0,64008.24107142857,200854.53125,0.5864025629483737,-9999,-807
96,7.259002685546875,525,0.16193720698356628,1852,0,46.8125,9443.951923076924,193.44781494140625,0.3186454772949219,5,2
97,41.514286041259766,1396,0.32275492350260415,4243.6,0.00673359137814061,56.474393530997304,141981.482428115,3750.845947265625,0.3629025359038073,-9999,5
98,58.0782585144043,2417,-9999,3142,10.89967744246773,0,664.67548828125,79364.9453125,0,-9999,-807
99,58.0782585144043,2378,0.08609534800052643,2147,9.841607666015625,0,5343.28125,121471.109375,0,2,-807
100,47.402366638183594,1655.7,0.0803281239100865,4247.2,0.01870972659136798,38.46774193548387,138037.03514376996,49497.8046875,2.580802999516969,2,4
101,44.48732376098633,1482.4,0.3230224549770355,3731,0.01204676611948821,134.65934065934067,50390.11392405063,14153.427734375,0.5635897458254636,-9999,-801
102,40.63114929199219,1851.75,0.17933079174586705,3959.6666666666665,0,50.40909090909091,138018.85173501578,18838.623046875,1.432766021891711,2,4
103,12.365591049194336,864.9,0.15179446538289387,2167.3333333333335,0.00314233612663136,180.8484042553191,164478.8498402556,18747.2265625,0.1778796784421231,2,4
105,29.866107940673828,1433.3,0.3500235080718994,3171.1111111111113,0,71.36585365853658,207214.53164556963,4885.6015625,0.9653713153952828,2,6
106,45.55270767211914,1625.2,0.27190762758255005,3795.555555555556,0,158.71311475409837,48788.80830670927,8810.8095703125,0.42896616784601266,-9999,-801
107,35.7159423828125,1243,0.1604199260473251,2832,11.048372465988685,0,65072.611607142855,71389.625,0.36022084951400757,-9999,-807
108,40.27055740356445,1912.4,0.17898426737104142,3549.4545454545455,0.00368447484685799,23.217391304347824,154704.7435897436,34410.9375,1.8469890096913213,2,4
109,55.764705657958984,1954,0.04471787437796593,4100,1.2760321633857594,2,95812.03846153848,132684.15625,3.2651829719543457,2,-807
