DHSCLUST,Aridity_2015,Rainfall_2015,Malaria_Prevalence_2015,Enhanced_Vegetation_Index_2015,Nightlights_Composite,Travel_Times_2015,Proximity_to_Water,All_Population_Count_2015,Slope,Drought_Episodes,Growing_Season_Length
110,58.0782585144043,2643,0.10201852023601532,1466,20.59566446940104,0,1750.768780048077,147775.25,0,2,-807
112,41.514286041259766,1429.8,0.31536489725112915,4202.545454545455,0.10578760786335296,53.53405994550409,125646.66666666669,136702.390625,0.95525449498148,-9999,-807
113,35.7159423828125,1310.5,0.40206967081342426,4538.666666666667,0,116.46594005449592,122136.46006389776,10526.927734375,0.9756710873637602,-9999,-801
114,47.402366638183594,1723.5,0.08407250472477504,3813,0.02006757863878478,11.803234501347708,163444.7539936102,164228.53125,1.263397216796875,2,4
115,12.078824996948242,903.3,0.1985066682100296,2115.181818181818,8.8910830212149e-4,48.31891891891892,83581.6126984127,42442.75,0.5343780517578125,2,5
116,42.581581115722656,1965,0.08847431093454361,3837,0.05368074199609589,32.4,197610.5,2453.1494140625,5.207190958658854,2,3
117,36.56145095825195,1240,0.23917677998542783,4314,2.937084329539332,0,206763.57692307697,40926.3828125,0.2686248847416469,1,-807
118,15.152363777160645,786.3333333333334,0.26160578727722167,2718.1,0.00358395148791781,76.152,55387.44408945687,9498.9140625,0.8269242350260416,2,4
119,39.174556732177734,1346.3,0.3924298286437988,4581,0.00373469681843467,836.3586956521739,320754.97142857144,1809.463623046875,0.3719576130742612,-9999,-801
120,51.96783447265625,2100,0.08331002295017242,4371,0.01743577718734741,26.214285714285715,108249.04166666669,251.8959045410156,4.451805659702846,-9999,3
121,58.0782585144043,2417,0.15802977979183197,3142,4.834169086657073,0.13333333333333333,1584.4728064903843,103505.484375,0,2,-807
122,13.223880767822266,927,0.1548432558774948,2594,1.410552978515625,1.0625,38110.72159090909,65848.3125,0.6396220326423645,2,5
123,36.7579460144043,1496.0833333333333,0.2796684801578522,3194.4166666666665,0,54.2972972972973,150844.93670886077,1000.1116943359376,1.3170071988492398,1,5
125,58.0782585144043,2417,-9999,3142,9.676283855827489,0,493.66255326704544,110105.9453125,0,-9999,-807
126,57.6485710144043,2533,0.09935300797224043,2561,1.7782181331089564,5.214285714285714,1104.4063251201924,3115.11328125,0,2,-807
127,40.57988357543945,1280,0.1648089736700058,4180,18.97996012369792,0.14285714285714285,57076.828125,39667.73828125,2.461714880807059,-9999,-807
128,13.20639991760254,917.4,0.1868115266164144,2449.6666666666665,0.06560490755426804,29.208,36650.493589743586,117836.4375,0.9218330891927085,2,5
129,34.9431266784668,2081,0.13879874348640442,3693,0.02463074981189164,10.928571428571429,195351.14583333337,1035.54052734375,1.3229690279279436,2,3
130,9.973837852478027,891.9,0.24894467989603675,2198.222222222222,0.03066952596574821,20.24598930481283,150570.3670886076,61694.7265625,1.5285197375292447,2,4
132,39.36774063110352,1215,0.24102728068828583,4093,0.1472917653746524,48.46666666666667,159352.36538461538,897.89349365234375,0.2630588531494141,-9999,4
133,40.57988357543945,1338,0.18554958701133728,4045,9.968644766971982,0.06666666666666667,60712.578125,141848.46875,1.196832784016927,-9999,-807
134,13.223880767822266,931.2222222222222,0.17287479128156388,2571.7,0.00206206274288956,24.096,34413.198738170344,27984.205078125,1.5757200520833334,2,5
135,11.610509872436523,1064.7,0.24968864236559188,2532.2,0.05184742590471213,24.648793565683647,132760.94568690096,120870.734375,3.328838767698559,2,4
136,9.973837852478027,860,0.21323685348033905,2007,0.00263760886231406,37.266666666666666,142452.6875,3068.822265625,1.0776997884114583,2,5
137,12.617053985595703,856.9,0.22433942159016929,2354.222222222222,0,48.47184986595174,97066.7898089172,30284.0234375,0.1971939536905161,2,5
138,62.77460479736328,2127,0.1866388767957687,4565,1.1480184094659214,9.5,17997.188616071428,37613.265625,4.845856666564941,2,-807
140,35.19373321533203,1430.2222222222222,0.3911248207092285,4501.8,0,166.98123324396784,149671.46496815287,5657.63427734375,0.2686800100208927,1,-801
141,9.973837852478027,857.9,0.26044985226222445,2172.4,0.0019513797188567,24.72459893048128,143560.05095541402,82991.75,0.9557593034550468,2,4
143,15.152363777160645,851,0.29367274045944214,2601,0.3821525573730469,23.571428571428573,91455.73863636365,216.00689697265625,0.9275856018066406,2,-807
144,34.9431266784668,2375,0.21559756994247437,3850,0,30.333333333333332,188508.20833333337,4016.0595703125,3.432325744628906,2,3
145,55.764705657958984,2055.6,0.09526715108326504,4672.181818181818,0.14929163035984608,81.74728260869566,97053.6329113924,190700.578125,4.5606526913850205,2,3
146,58.0782585144043,2643,0.07472863793373108,1466,14.924096469221444,0,3182.015625,312559.03125,0,2,-807
147,42.5,1978.2,0.07995953730174474,3719.5,0.01352054360918524,19.870619946091644,206703.9363057325,105306.3359375,2.120007620346193,2,-997
149,35.7159423828125,1181,0.1604199260473251,3088,18.527275710809427,0,61978.019230769234,236273.015625,0.6771319071451823,-9999,-807
150,40.522666931152344,1504.4,0.33168881280081614,3806.272727272727,0,201.24932975871317,253069.04458598729,11995.958984375,0.21714287724635556,1,5
151,40.63114929199219,1548,0.11122193932533264,3730,0.2526220453196558,54.8125,116672.17307692308,995.03570556640625,1.7178375720977783,2,-807
152,33.59568786621094,1263,0.3316262662410736,4591,0.07505719136383573,91.13333333333334,146977.6826923077,167.2748565673828,0.3884051958719889,-9999,6
153,58.0782585144043,2643,0.07472863793373108,1466,17.263763427734375,0,2239.9915865384614,222969.171875,0,2,-807
155,34.740333557128906,1331,0.358975887298584,4657,0,54.57142857142857,85010.359375,361.2096252441406,0.5736393247331891,-9999,-801
156,58.0782585144043,2417,0.10368698835372923,3142,7.126365924703664,0.07142857142857142,1375.062220982143,237217.5,0,2,-9999
157,13.20639991760254,896.4,0.1611184733254569,2474.3,0,83.96195652173913,31889.13015873016,21110.375,0.9090843200683594,2,6
158,36.7579460144043,1530,0.13923582434654236,2839,0.887304897966056,0.9285714285714286,115143.32692307692,29867.353515625,0.22501083782741,1,-807
159,39.21394348144531,1437,0.2262274473905563,3306,0.5612506866455078,74.42857142857143,178720.03846153847,447.5798645019531,0.7194758823939732,1,5
160,47.402366638183594,1727,0.03492193669080734,2720,1.5723398844401042,0,158719.5909090909,101627.421875,1.683948278427124,2,-807
161,-9999,1569,-9999,1543,1.1730359051678632,0.3333333333333333,980.2214006696428,24650.4296875,0.3162691593170166,-9999,-9999
162,38.24444580078125,1282,0.2439844310283661,3379,0.0726565328137628,67.78571428571429,19481.86160714286,619.2841796875,0.9742826734270368,-9999,4
163,40.57988357543945,1280,0.15413305163383484,4180,26.003543976814516,0,59277.786458333336,267730.3125,0.8996163095746722,-9999,-807
164,19.085657119750977,958.1,0.3370852470397949,2913.4545454545455,0,148.33062330623306,151308.4984025559,6956.447265625,2.5255909327892105,2,4
165,58.0782585144043,2129,0.1980145126581192,4232,0.27649945226208916,16,7702.750651041667,946.58905029296875,0,2,-807
166,18.881132125854492,776.9166666666666,0.26626917521158855,1537.2,4.2102840086614e-4,107.32707774798928,78018.03174603175,2248.031982421875,1.0568522026327916,2,5
167,58.0782585144043,2524,0.07472863793373108,2224,11.137137577451508,0,2684.1328125,101052.796875,0,2,-807
168,35.37437057495117,1670,0.1954590082168579,3500,0.22223032566539028,176.75,93175.94318181818,15595.38671875,0.36842504143714905,1,5
169,12.078824996948242,862,0.18149106204509735,2341,0.2215172997836409,5.857142857142857,60915,1041.736083984375,0.4110226631164551,2,-807
170,37.95486831665039,1543.4166666666667,0.2948465347290039,3715,0.00674976658176731,14.48793565683646,137688,25185.20703125,0.4369926554907423,1,5
171,38.47343063354492,1493.3333333333333,0.35277141843523296,3748,0,59.06970509383378,117219.45047923324,2453.506591796875,0.5928361908040801,1,5
172,57.6485710144043,2378,0.08609534800052643,2561,6.742767333984375,0,3898.315011160714,33659.32421875,0,2,-807
174,35.7159423828125,1280,0.13904230296611786,2429,23.72720772879464,0,60209.682291666664,304515.0625,0.685075214930943,-9999,-807
175,42.5,1767.7777777777778,0.07515496760606766,3499.9,0.20033236190889128,6.051630434782608,163790.49517684887,368091.59375,1.7392943009086277,2,-807
176,15.235610961914063,943,0.20575223863124847,2581,0.9814085467108364,1.4,82708.875,38723.0703125,1.1768175760904949,2,-807
177,37.05741882324219,1559,0.21052905917167664,3203,0,105.07142857142856,172679.48958333334,4481.33447265625,1.4251702172415597,1,-807
178,40.57988357543945,1338,0.18554958701133728,4045,14.49781536233836,0,61632.794642857145,269269.34375,0.9215344786643982,-9999,-807
179,35.7159423828125,1257,0.1871391385793686,4346,9.407762430481991,1.1333333333333333,55262.23557692308,24513.45703125,2.1329856872558595,-9999,-807
180,57.6485710144043,2104.8,0.2619466781616211,3343.7,0.00897391428171969,118.69589041095892,5048.752419354839,1148.75830078125,0.04285422547222817,2,-801
181,12.078824996948242,919.2727272727273,0.19114677608013153,2120.3,0.01307994544784413,28.448,90627.70977917982,9925.2724609375,0.4254611002604166,2,5
182,15.152363777160645,814,0.222282737493515,2691,0.07035420735677084,85.06666666666666,42081.369791666664,218.8509063720703,0.3662511189778646,2,4
183,36.56145095825195,1294.7,0.33468240102132163,4532.916666666667,0.2331916467467351,35.916890080428956,200948.14057507983,130624.421875,0.2181078217943616,1,-807
184,40.27055740356445,1844.4545454545455,0.0914663416998727,3225.2,0.00121429293477769,41.524324324324326,173858.98734177215,71628.3203125,1.377639358108108,2,4
185,47.402366638183594,1727,0.03950145095586777,2720,1.554323741367885,0,157414.48076923078,94972.3515625,2.404615275065104,2,-807
186,44.5058479309082,1482.4,0.3745098114013672,4152.166666666667,0,113.07795698924733,102459.2715654952,2930.99658203125,0.6380948302566364,-9999,6
187,37.95486831665039,1560,0.21287795901298523,3652,0.7889294942220052,0.6,142647.78846153847,51483.86328125,0.4694555918375651,1,-807
188,58.0782585144043,2643,0.0799097865819931,1466,15.776174444901317,0,3611.9368990384614,312956.8125,0,2,-807
189,-9999,1575,0.2118725478649139,1543,0.27319024403889974,3.066666666666667,2890.176339285714,20359.0625,0.15588976786686823,2,5
190,11.393665313720703,896,0.16578461229801178,2249,3.366805013020833,0.21428571428571427,108410.78571428572,100056.375,1.7056311198643277,2,5
191,58.0782585144043,2524,0.07472863793373108,1466,14.99066162109375,0,1190.166015625,129299.96875,0,2,-807
192,35.7159423828125,1257,0.14466910064220428,3088,16.494483684671337,0.13333333333333333,56830.21590909091,42983.328125,1.62742919921875,-9999,-807
193,36.7579460144043,1498,0.15240076184272766,3079,2.2565317789713544,0.0625,114046.40384615384,26130.2578125,0.4039394855499267,1,-807
194,41.514286041259766,1386,0.2283463031053543,4045,2.0925861227101294,0.1875,132547.33333333334,110816.703125,0.655163049697876,-9999,6
195,47.402366638183594,1955,0.09033427238464356,4239.583333333333,0.05322962221891984,44.63215258855586,119728.3670886076,140205.3125,4.84399347539169,2,-801
196,35.7159423828125,1292,0.25512459874153137,3796,8.522585042317708,0,67522.5625,57553.7421875,0.6921204249064128,-9999,-807
197,35.7159423828125,1257,0.16009853780269623,3088,11.987948713631466,0,59937.08522727273,26408.58203125,0.8254038946969169,-9999,-807
199,40.27055740356445,1924.6666666666667,0.13874788582324982,3463,0.03157863073465458,18.8544474393531,163207.51592356688,45267.6171875,1.7529996064795317,2,-807
200,38.47343063354492,1457.25,0.3499617576599121,4020.5,0,55.49726775956284,158770.74760383388,2536.069091796875,0.7537001312756147,1,5
201,14.841529846191406,891,0.3280995488166809,2819,0,84.1875,147609.55681818182,337.9584655761719,0.39202064275741577,2,5
202,58.0782585144043,2282,0.08096067607402802,2147,8.332300018845944,0,5036.5234375,238276.65625,0,2,-807
203,18.881132125854492,1030.111111111111,0.3432724177837372,2954.7,0,97.16533333333334,133395.78205128206,5761.1328125,1.03939013671875,2,4
204,55.764705657958984,2185,0.13672351837158203,4269,0.06220735165110806,48.125,66362.98863636363,20403.64453125,0.3071252107620239,2,4
205,43.902313232421875,1973,0.05626718356059147,4264.7,1.8291275109529e-4,56.22282608695652,223820.83067092652,62142.53125,7.334293531334919,2,3
206,37.84726333618164,1370,0.217771515250206,4623,0.2010565790636786,122.1875,254848.82142857145,1876.2802734375,0.14808398485183716,1,-807
208,42.5,1947.7,0.04774174292882283,3854.5,0.2171619518383129,12.161290322580646,193126.9433962264,166012.21875,4.253937752016129,2,3
209,13.223880767822266,903.4166666666666,0.1946852207183838,2636.181818181818,0,37.57142857142857,33641.473015873016,9091.767578125,1.0137620293547844,2,5
210,47.402366638183594,1891.8,0.1016443411509196,4725.25,0.0126750840224497,36.04644808743169,131282,106776.6171875,2.9683324261441255,2,5
211,35.7159423828125,1322,0.3016165494918823,4643,0.931799825032552,7.714285714285714,58340.50961538462,1424.72265625,0.5213928903852191,-9999,-807
212,11.393665313720703,828,0.2081699882234846,2251.4545454545455,7.0421092097728e-4,59.73087071240106,133631.34384858044,21042.8828125,0.26347057171421506,2,4
213,40.57988357543945,1338,0.15413305163383484,4045,16.359674914129847,0,60605.668269230766,261117.171875,0.803180285862514,-9999,-807
214,40.57988357543945,1280,0.1648089736700058,4180,16.2426025390625,0.25,56592.543269230766,42454.44140625,2.55261492729187,-9999,-807
215,10.873873710632324,768,0.1879550665616989,2519.3,0,269.024,161545.1337579618,21430.916015625,0.24958349609375,2,4
216,15.152363777160645,873.0909090909091,0.2217369079589844,2620.1,0,34.460916442048514,56259.1473354232,7125.6826171875,0.9031307909366576,2,5
217,9.101573944091797,583,0.20726823806762695,2156.3636363636365,0.00292721130970074,48.462765957446805,88822.67307692308,27296.623046875,0.19733601428092795,2,2
218,-9999,1925,0.1721256971359253,1878,2.106070556640625,0.09090909090909093,1380.3641493055557,32585.66796875,1.541128158569336,2,-9999
219,7.830056190490723,623.7,0.19602875411510468,1662,0,63.00804289544236,36405.252396166135,4966.0595703125,0.3053525459350913,2,2
221,46.51420593261719,1785,0.2503777821858724,4502.4,0.00522862141098364,142.3123287671233,32041.60450160772,3317.747802734375,0.33452054376471535,-9999,5
222,42.5,2043,0.04034319519996643,3669,0.7787430326817399,0.4666666666666667,202620.20833333337,28274.283203125,2.059965133666992,2,-807
223,35.12753677368164,1299,0.29297876358032227,4217,0.4461240935743901,59.6875,135153.21875,14622.87890625,0.3504372239112854,-9999,6
224,42.581581115722656,2008.2,0.09589831829071044,3722.3,0.00740892084884386,24.016042780748663,199724.2405063291,42271.0078125,2.706243504814923,2,3
225,58.0782585144043,2378,0.08096067607402802,2147,11.176692708333333,0,5165.701349431818,311145.09375,0,2,-807
226,42.5,2069,0.04430526122450828,3851,2.4634367290296053,0,198661.89583333337,64459.30859375,3.0306998661586215,2,-807
227,40.27055740356445,1965,0.15839526057243347,3396,0.23264822466620083,0.7142857142857143,165074.67857142858,3028.75,2.6289893559047153,2,3
228,37.3547477722168,1523.6666666666667,0.3685750961303711,4692.888888888889,0,550.6630434782609,330332.3729903537,1971.7027587890625,0.14883409375729767,1,6
229,35.7159423828125,1322,0.24171625077724457,4643,1.5716747415476833,8.333333333333334,59967.58653846154,4070.733642578125,0.3913728713989258,-9999,-807
230,13.20639991760254,849.8,0.1845982245036534,2639.1,0,93.46361185983828,9462.20382165605,12047.142578125,0.265122467616819,2,5
231,35.914833068847656,1526,0.28286439180374146,5067,0,265,331098.6923076923,5164.052734375,0.45297510283333914,1,5
232,58.0782585144043,2378,0.08096067607402802,2147,11.413161214192709,0,4825.424479166667,319397.21875,0,2,-807
233,35.7159423828125,1181,0.14466910064220428,3088,26.30695718021716,0,57984.151041666664,113081.4140625,1.9276222229003903,-9999,-807
234,47.402366638183594,1698,0.04152347892522812,3630,0.8947648673221983,0.5,151788.7857142857,137464.40625,2.274557794843401,2,-807
235,38.24444580078125,1283,0.38195219039916994,4743.444444444444,0.01070858017215883,80.52588555858311,18076.533123028392,30701.15234375,1.1114408820461512,-9999,-801
236,36.7579460144043,1498,0.13923582434654236,3069,4.096925406620421,0.07142857142857142,117057.84090909093,43089.6875,0.49914945874895367,1,-807
237,40.91843032836914,1380,0.3537176549434662,4778,0.4683923040117536,2.142857142857143,92832.30769230767,909.500244140625,0.4190950393676758,-9999,5
238,44.48732376098633,1520.4444444444443,0.3435882500239781,4018.9,0.00131197134222395,155.4108108108108,62971.136507936506,6166.4404296875,0.26450304598421664,-9999,-801
239,35.7159423828125,1181,0.14466910064220428,3088,20.62257122171336,0,59778.17307692308,118796.3046875,0.6126269698143005,-9999,-807
240,40.91843032836914,1367.8,0.36908021569252014,4431.2,8.4133899730184e-4,95.08086253369272,118171.11254019292,17327.822265625,1.7811953809383425,-9999,-801
241,36.56145095825195,1399.75,0.38297144571940106,4657.9,0,67.41621621621621,189431.8738170347,2278.3447265625,0.1647081117372255,1,5
242,42.5,2069,0.04430526122450828,3851,2.0758277629983835,0,198491.10714285713,45779.921875,3.100010735648019,2,-807
243,47.402366638183594,1712,0.0807986930012703,3736,0.00914563598303959,8,150662.18181818182,443.31451416015625,1.4552319390433175,2,5
245,42.5,1800.4,0.07823999226093292,3476.7,0.03419172699387009,9.010752688172044,175575.89808917197,142746.03125,1.1920016709194388,2,4
246,57.6485710144043,2643,0.0799097865819931,2810,8.75567100787985,0,3935.707331730769,83368.984375,0,2,-807
247,50.90056610107422,1802,0.23722052574157715,3040,0.4654330220715753,42.714285714285715,12556.069602272728,75583.59375,0.261767966406686,-9999,-807
248,35.85752868652344,1355.4,0.3332649639674595,3828.777777777778,0.00723059086695961,89.70698924731182,46510.92405063291,7106.4697265625,1.5160430580057125,-9999,4
249,35.85752868652344,1295.8333333333333,0.29269336064656576,4123.4,0.01421055920012371,26.19672131147541,48353.308681672024,10900.9365234375,0.6834199415530012,-9999,4
250,58.0782585144043,2524,0.07472863793373108,1466,12.26366973341557,0,2448.183035714286,275876.75,0,2,-807
252,11.393665313720703,905.0909090909092,0.2163775818688529,2448.2,0.00960806269310788,32.154666666666664,139913.7891373802,32136.390625,3.4478154296875,2,4
