variable,matrice,n,moran_i,esperance,variance,z,p_normalite,p_permutation,nsim,voisins_moyen
tx_eau_amelioree,contiguite_queen,200,0.3598075366092654,-0.005025125628140704,0.001984329537911996,8.190054914741927,1.3055350736116512e-16,0.001,999,5.3
tx_eau_amelioree,knn4,200,0.36009511142549844,-0.005025125628140704,0.002048042372684147,8.068010149258594,3.572655431702598e-16,0.001,999,4
tx_electricite,contiguite_queen,200,0.45944708631760944,-0.005025125628140704,0.0020029299904730275,10.378315086840452,1.5560961515424678e-25,0.001,999,5.3
