x,y,densite,bandwidth,sigma_m,sous_population
-162142.02399025584,493208.9921749041,0.0016716149568793924,petit,35770.82265737722,tous
-162142.02399025584,503735.67952295934,0.0012951882673544932,petit,35770.82265737722,tous
-162142.02399025584,514262.3668710146,0.001001472776822608,petit,35770.82265737722,tous
-162142.02399025584,524789.0542190699,7.724878804558347e-4,petit,35770.82265737722,tous
-162142.02399025584,535315.7415671252,5.907284032471785e-4,petit,35770.82265737722,tous
-162142.02399025584,545842.4289151805,4.434558943613069e-4,petit,35770.82265737722,tous
-162142.02399025584,556369.1162632357,3.235275040133371e-4,petit,35770.82265737722,tous
-162142.02399025584,566895.803611291,2.277390625687189e-4,petit,35770.82265737722,tous
-162142.02399025584,577422.4909593463,1.5434958524393951e-4,petit,35770.82265737722,tous
-162142.02399025584,587949.1783074015,1.0119692652479142e-4,petit,35770.82265737722,tous
-162142.02399025584,598475.8656554568,6.503098596657267e-5,petit,35770.82265737722,tous
-162142.02399025584,609002.5530035121,4.188165358404455e-5,petit,35770.82265737722,tous
-162142.02399025584,619529.2403515674,2.7840207645801376e-5,petit,35770.82265737722,tous
-162142.02399025584,630055.9276996227,1.9680914969291655e-5,petit,35770.82265737722,tous
-162142.02399025584,640582.6150476779,1.5085398249667995e-5,petit,35770.82265737722,tous
-162142.02399025584,651109.3023957332,1.2544310612880821e-5,petit,35770.82265737722,tous
-162142.02399025584,661635.9897437885,1.1127525113067828e-5,petit,35770.82265737722,tous
-155015.5318452545,451102.242782683,0.004568356330380476,petit,35770.82265737722,tous
-155015.5318452545,461628.93013073824,0.0038505295567212855,petit,35770.82265737722,tous
-155015.5318452545,472155.6174787935,0.003157065948458884,petit,35770.82265737722,tous
-155015.5318452545,482682.3048268488,0.0025319409002513733,petit,35770.82265737722,tous
-155015.5318452545,493208.9921749041,0.0020010301899271573,petit,35770.82265737722,tous
-155015.5318452545,503735.67952295934,0.0015702262415101071,petit,35770.82265737722,tous
-155015.5318452545,514262.3668710146,0.0012291785723673625,petit,35770.82265737722,tous
-155015.5318452545,524789.0542190699,9.591698109944496e-4,petit,35770.82265737722,tous
-155015.5318452545,535315.7415671252,7.414056650780999e-4,petit,35770.82265737722,tous
-155015.5318452545,545842.4289151805,5.623192762024701e-4,petit,35770.82265737722,tous
-155015.5318452545,556369.1162632357,4.14697919401614e-4,petit,35770.82265737722,tous
-155015.5318452545,566895.803611291,2.9569354586147357e-4,petit,35770.82265737722,tous
