x,y,densite,bandwidth,sigma_m,sous_population
329585.93401483627,956383.2354893362,4.354460847369783e-4,petit,35770.82265737722,rural
329585.93401483627,966909.9228373915,5.193374915864067e-4,petit,35770.82265737722,rural
329585.93401483627,977436.6101854467,6.072916911855742e-4,petit,35770.82265737722,rural
329585.93401483627,987963.297533502,6.958343843323056e-4,petit,35770.82265737722,rural
329585.93401483627,998489.9848815573,7.797493412914904e-4,petit,35770.82265737722,rural
329585.93401483627,1009016.6722296125,8.526090156673167e-4,petit,35770.82265737722,rural
329585.93401483627,1019543.3595776678,9.081946834115694e-4,petit,35770.82265737722,rural
329585.93401483627,1030070.0469257231,9.423125451947391e-4,petit,35770.82265737722,rural
329585.93401483627,1040596.7342737784,9.543531525533238e-4,petit,35770.82265737722,rural
329585.93401483627,1051123.4216218337,9.480547563572963e-4,petit,35770.82265737722,rural
329585.93401483627,1061650.1089698889,9.311989258986588e-4,petit,35770.82265737722,rural
329585.93401483627,1072176.7963179443,9.143004352823368e-4,petit,35770.82265737722,rural
329585.93401483627,1082703.4836659995,9.086949405031474e-4,petit,35770.82265737722,rural
329585.93401483627,1093230.1710140547,9.246146266955896e-4,petit,35770.82265737722,rural
329585.93401483627,1103756.8583621099,9.69663584743726e-4,petit,35770.82265737722,rural
329585.93401483627,1114283.5457101653,0.001047645778985634,petit,35770.82265737722,rural
329585.93401483627,1124810.2330582207,0.0011574442488394765,petit,35770.82265737722,rural
336712.4261598376,240568.49582157747,7.085586830061787e-5,petit,35770.82265737722,rural
336712.4261598376,251095.18316963274,8.799025725343453e-5,petit,35770.82265737722,rural
336712.4261598376,261621.87051768802,1.062860846015935e-4,petit,35770.82265737722,rural
336712.4261598376,272148.5578657433,1.2473161339553545e-4,petit,35770.82265737722,rural
336712.4261598376,282675.2452137986,1.422291236583815e-4,petit,35770.82265737722,rural
336712.4261598376,293201.93256185384,1.5785167661288714e-4,petit,35770.82265737722,rural
336712.4261598376,303728.6199099091,1.7102670241713223e-4,petit,35770.82265737722,rural
336712.4261598376,314255.3072579644,1.815206756815547e-4,petit,35770.82265737722,rural
336712.4261598376,324781.9946060197,1.8926185792770558e-4,petit,35770.82265737722,rural
336712.4261598376,335308.68195407494,1.9424098893822204e-4,petit,35770.82265737722,rural
336712.4261598376,345835.3693021302,1.9673776468970955e-4,petit,35770.82265737722,rural
336712.4261598376,356362.0566501855,1.9784200277357813e-4,petit,35770.82265737722,rural
336712.4261598376,366888.7439982408,1.998907459285876e-4,petit,35770.82265737722,rural
336712.4261598376,377415.43134629604,2.063474592444501e-4,petit,35770.82265737722,rural
336712.4261598376,387942.1186943513,2.2090351651048434e-4,petit,35770.82265737722,rural
336712.4261598376,398468.8060424066,2.4601153678170776e-4,petit,35770.82265737722,rural
336712.4261598376,408995.4933904619,2.814271317753955e-4,petit,35770.82265737722,rural
336712.4261598376,419522.18073851714,3.2348513666862014e-4,petit,35770.82265737722,rural
336712.4261598376,430048.8680865724,3.6567929585272144e-4,petit,35770.82265737722,rural
336712.4261598376,440575.5554346277,4.006173389934201e-4,petit,35770.82265737722,rural
336712.4261598376,451102.242782683,4.227126971481911e-4,petit,35770.82265737722,rural
336712.4261598376,461628.93013073824,4.304066835768956e-4,petit,35770.82265737722,rural
336712.4261598376,472155.6174787935,4.267177442461382e-4,petit,35770.82265737722,rural
336712.4261598376,482682.3048268488,4.1764536447434216e-4,petit,35770.82265737722,rural
336712.4261598376,493208.9921749041,4.090896756743128e-4,petit,35770.82265737722,rural
336712.4261598376,503735.67952295934,4.038231328937299e-4,petit,35770.82265737722,rural
336712.4261598376,514262.3668710146,4.001046451606243e-4,petit,35770.82265737722,rural
336712.4261598376,524789.0542190699,3.9268102657669097e-4,petit,35770.82265737722,rural
336712.4261598376,535315.7415671252,3.7564353647309744e-4,petit,35770.82265737722,rural
336712.4261598376,545842.4289151805,3.45624372717028e-4,petit,35770.82265737722,rural
336712.4261598376,556369.1162632357,3.036801746776833e-4,petit,35770.82265737722,rural
336712.4261598376,566895.803611291,2.5497633759527494e-4,petit,35770.82265737722,rural
336712.4261598376,577422.4909593463,2.065966114960274e-4,petit,35770.82265737722,rural
336712.4261598376,587949.1783074015,1.6475246485290093e-4,petit,35770.82265737722,rural
336712.4261598376,598475.8656554568,1.3283465153047098e-4,petit,35770.82265737722,rural
336712.4261598376,609002.5530035121,1.1111022806350848e-4,petit,35770.82265737722,rural
336712.4261598376,619529.2403515674,9.787953371824953e-5,petit,35770.82265737722,rural
336712.4261598376,630055.9276996227,9.118084755886515e-5,petit,35770.82265737722,rural
336712.4261598376,640582.6150476779,9.003024648189534e-5,petit,35770.82265737722,rural
336712.4261598376,651109.3023957332,9.46414466588379e-5,petit,35770.82265737722,rural
336712.4261598376,661635.9897437885,1.057120651091813e-4,petit,35770.82265737722,rural
336712.4261598376,672162.6770918437,1.2331480747662709e-4,petit,35770.82265737722,rural
336712.4261598376,682689.364439899,1.460424825343755e-4,petit,35770.82265737722,rural
336712.4261598376,693216.0517879543,1.7089107167263774e-4,petit,35770.82265737722,rural
336712.4261598376,703742.7391360096,1.940544410653378e-4,petit,35770.82265737722,rural
336712.4261598376,714269.4264840649,2.124274830097389e-4,petit,35770.82265737722,rural
336712.4261598376,724796.1138321201,2.2523992753599234e-4,petit,35770.82265737722,rural
336712.4261598376,735322.8011801754,2.3501657010704117e-4,petit,35770.82265737722,rural
336712.4261598376,745849.4885282307,2.4717286739702024e-4,petit,35770.82265737722,rural
336712.4261598376,756376.1758762859,2.6807697445747447e-4,petit,35770.82265737722,rural
336712.4261598376,766902.8632243412,3.02155931643654e-4,petit,35770.82265737722,rural
336712.4261598376,777429.5505723965,3.4922046767263496e-4,petit,35770.82265737722,rural
336712.4261598376,787956.2379204518,4.032835410386099e-4,petit,35770.82265737722,rural
336712.4261598376,798482.9252685071,4.5363477226553815e-4,petit,35770.82265737722,rural
336712.4261598376,809009.6126165623,4.8798756273407283e-4,petit,35770.82265737722,rural
336712.4261598376,819536.2999646176,4.965569171943668e-4,petit,35770.82265737722,rural
336712.4261598376,830062.9873126729,4.754393721309603e-4,petit,35770.82265737722,rural
336712.4261598376,840589.6746607281,4.279478173957112e-4,petit,35770.82265737722,rural
336712.4261598376,851116.3620087834,3.6348902613318447e-4,petit,35770.82265737722,rural
336712.4261598376,861643.0493568387,2.946510571402233e-4,petit,35770.82265737722,rural
336712.4261598376,872169.736704894,2.3380275000008257e-4,petit,35770.82265737722,rural
336712.4261598376,882696.4240529493,1.9042869586746898e-4,petit,35770.82265737722,rural
336712.4261598376,893223.1114010045,1.6982924838609544e-4,petit,35770.82265737722,rural
336712.4261598376,903749.7987490598,1.7315929963860883e-4,petit,35770.82265737722,rural
336712.4261598376,914276.4860971151,1.984022583961192e-4,petit,35770.82265737722,rural
336712.4261598376,924803.1734451703,2.418050260584601e-4,petit,35770.82265737722,rural
336712.4261598376,935329.8607932256,2.9934890073771316e-4,petit,35770.82265737722,rural
336712.4261598376,945856.5481412809,3.6785249636557863e-4,petit,35770.82265737722,rural
336712.4261598376,956383.2354893362,4.4533985371125447e-4,petit,35770.82265737722,rural
336712.4261598376,966909.9228373915,5.305088475866738e-4,petit,35770.82265737722,rural
336712.4261598376,977436.6101854467,6.21535330638272e-4,petit,35770.82265737722,rural
336712.4261598376,987963.297533502,7.148536013719874e-4,petit,35770.82265737722,rural
336712.4261598376,998489.9848815573,8.046707195352915e-4,petit,35770.82265737722,rural
336712.4261598376,1009016.6722296125,8.836621764621749e-4,petit,35770.82265737722,rural
336712.4261598376,1019543.3595776678,9.447146161668937e-4,petit,35770.82265737722,rural
336712.4261598376,1030070.0469257231,9.830684115701505e-4,petit,35770.82265737722,rural
336712.4261598376,1040596.7342737784,9.980371085169751e-4,petit,35770.82265737722,rural
336712.4261598376,1051123.4216218337,9.936723524905757e-4,petit,35770.82265737722,rural
336712.4261598376,1061650.1089698889,9.7815652935679e-4,petit,35770.82265737722,rural
336712.4261598376,1072176.7963179443,9.621729536165535e-4,petit,35770.82265737722,rural
336712.4261598376,1082703.4836659995,9.568598901777008e-4,petit,35770.82265737722,rural
336712.4261598376,1093230.1710140547,9.719941488422131e-4,petit,35770.82265737722,rural
336712.4261598376,1103756.8583621099,0.0010146799418249768,petit,35770.82265737722,rural
336712.4261598376,1114283.5457101653,0.001088319765405034,petit,35770.82265737722,rural
336712.4261598376,1124810.2330582207,0.0011915379548985616,petit,35770.82265737722,rural
336712.4261598376,1135336.920406276,0.001317223526831256,petit,35770.82265737722,rural
336712.4261598376,1145863.607754331,0.0014525275321238492,petit,35770.82265737722,rural
343838.9183048389,240568.49582157747,6.108387261395136e-5,petit,35770.82265737722,rural
343838.9183048389,251095.18316963274,7.638759138209752e-5,petit,35770.82265737722,rural
343838.9183048389,261621.87051768802,9.304837661474919e-5,petit,35770.82265737722,rural
343838.9183048389,272148.5578657433,1.103090557216201e-4,petit,35770.82265737722,rural
343838.9183048389,282675.2452137986,1.2731517976348168e-4,petit,35770.82265737722,rural
343838.9183048389,293201.93256185384,1.4327879156529288e-4,petit,35770.82265737722,rural
343838.9183048389,303728.6199099091,1.5756067028095542e-4,petit,35770.82265737722,rural
343838.9183048389,314255.3072579644,1.6959891985899228e-4,petit,35770.82265737722,rural
343838.9183048389,324781.9946060197,1.7877572516240443e-4,petit,35770.82265737722,rural
343838.9183048389,335308.68195407494,1.8447347026554473e-4,petit,35770.82265737722,rural
343838.9183048389,345835.3693021302,1.8651080735003936e-4,petit,35770.82265737722,rural
343838.9183048389,356362.0566501855,1.8582961465473064e-4,petit,35770.82265737722,rural
343838.9183048389,366888.7439982408,1.8497893191405344e-4,petit,35770.82265737722,rural
343838.9183048389,377415.43134629604,1.8791603913083106e-4,petit,35770.82265737722,rural
343838.9183048389,387942.1186943513,1.989633526050959e-4,petit,35770.82265737722,rural
343838.9183048389,398468.8060424066,2.2120690956660088e-4,petit,35770.82265737722,rural
343838.9183048389,408995.4933904619,2.549546092723871e-4,petit,35770.82265737722,rural
343838.9183048389,419522.18073851714,2.9696755181336625e-4,petit,35770.82265737722,rural
343838.9183048389,430048.8680865724,3.40993681427464e-4,petit,35770.82265737722,rural
343838.9183048389,440575.5554346277,3.796584838470187e-4,petit,35770.82265737722,rural
343838.9183048389,451102.242782683,4.071040217514158e-4,petit,35770.82265737722,rural
343838.9183048389,461628.93013073824,4.212217042462936e-4,petit,35770.82265737722,rural
343838.9183048389,472155.6174787935,4.242974531763366e-4,petit,35770.82265737722,rural
343838.9183048389,482682.3048268488,4.215647962189256e-4,petit,35770.82265737722,rural
343838.9183048389,493208.9921749041,4.1826705482710347e-4,petit,35770.82265737722,rural
343838.9183048389,503735.67952295934,4.16725751801089e-4,petit,35770.82265737722,rural
343838.9183048389,514262.3668710146,4.150076169765863e-4,petit,35770.82265737722,rural
343838.9183048389,524789.0542190699,4.079539075494977e-4,petit,35770.82265737722,rural
343838.9183048389,535315.7415671252,3.9003811728546774e-4,petit,35770.82265737722,rural
343838.9183048389,545842.4289151805,3.585080429189614e-4,petit,35770.82265737722,rural
343838.9183048389,556369.1162632357,3.15135452713713e-4,petit,35770.82265737722,rural
343838.9183048389,566895.803611291,2.6570650271981764e-4,petit,35770.82265737722,rural
343838.9183048389,577422.4909593463,2.176459124136371e-4,petit,35770.82265737722,rural
343838.9183048389,587949.1783074015,1.7713372513699488e-4,petit,35770.82265737722,rural
343838.9183048389,598475.8656554568,1.4720777774971904e-4,petit,35770.82265737722,rural
343838.9183048389,609002.5530035121,1.2763759501776685e-4,petit,35770.82265737722,rural
343838.9183048389,619529.2403515674,1.1629938873014499e-4,petit,35770.82265737722,rural
343838.9183048389,630055.9276996227,1.1102799451815535e-4,petit,35770.82265737722,rural
343838.9183048389,640582.6150476779,1.108572962539656e-4,petit,35770.82265737722,rural
343838.9183048389,651109.3023957332,1.1610392219611466e-4,petit,35770.82265737722,rural
343838.9183048389,661635.9897437885,1.2747745760467898e-4,petit,35770.82265737722,rural
343838.9183048389,672162.6770918437,1.4488211794251278e-4,petit,35770.82265737722,rural
343838.9183048389,682689.364439899,1.6663186389139688e-4,petit,35770.82265737722,rural
343838.9183048389,693216.0517879543,1.8952947256117308e-4,petit,35770.82265737722,rural
343838.9183048389,703742.7391360096,2.0985873118020506e-4,petit,35770.82265737722,rural
343838.9183048389,714269.4264840649,2.249509074712682e-4,petit,35770.82265737722,rural
343838.9183048389,724796.1138321201,2.346926883269804e-4,petit,35770.82265737722,rural
343838.9183048389,735322.8011801754,2.422380732060819e-4,petit,35770.82265737722,rural
343838.9183048389,745849.4885282307,2.5338051102201034e-4,petit,35770.82265737722,rural
343838.9183048389,756376.1758762859,2.74544559175587e-4,petit,35770.82265737722,rural
343838.9183048389,766902.8632243412,3.0999403965262576e-4,petit,35770.82265737722,rural
343838.9183048389,777429.5505723965,3.593293192430009e-4,petit,35770.82265737722,rural
343838.9183048389,787956.2379204518,4.16405257908805e-4,petit,35770.82265737722,rural
343838.9183048389,798482.9252685071,4.7035950208735146e-4,petit,35770.82265737722,rural
343838.9183048389,809009.6126165623,5.086238826434379e-4,petit,35770.82265737722,rural
343838.9183048389,819536.2999646176,5.209159924179752e-4,petit,35770.82265737722,rural
343838.9183048389,830062.9873126729,5.026921239498973e-4,petit,35770.82265737722,rural
343838.9183048389,840589.6746607281,4.567047292630141e-4,petit,35770.82265737722,rural
343838.9183048389,851116.3620087834,3.921248034126191e-4,petit,35770.82265737722,rural
343838.9183048389,861643.0493568387,3.2174078283401207e-4,petit,35770.82265737722,rural
343838.9183048389,872169.736704894,2.5846105248400535e-4,petit,35770.82265737722,rural
343838.9183048389,882696.4240529493,2.123982810495772e-4,petit,35770.82265737722,rural
343838.9183048389,893223.1114010045,1.893100852700232e-4,petit,35770.82265737722,rural
343838.9183048389,903749.7987490598,1.905095669520186e-4,petit,35770.82265737722,rural
343838.9183048389,914276.4860971151,2.1389416034263095e-4,petit,35770.82265737722,rural
343838.9183048389,924803.1734451703,2.555635317590894e-4,petit,35770.82265737722,rural
343838.9183048389,935329.8607932256,3.1148507188965695e-4,petit,35770.82265737722,rural
343838.9183048389,945856.5481412809,3.7869599272967165e-4,petit,35770.82265737722,rural
343838.9183048389,956383.2354893362,4.556283433672105e-4,petit,35770.82265737722,rural
343838.9183048389,966909.9228373915,5.414176319789031e-4,petit,35770.82265737722,rural
343838.9183048389,977436.6101854467,6.345091216319003e-4,petit,35770.82265737722,rural
343838.9183048389,987963.297533502,7.312974129275966e-4,petit,35770.82265737722,rural
343838.9183048389,998489.9848815573,8.256263856978509e-4,petit,35770.82265737722,rural
343838.9183048389,1009016.6722296125,9.096078020788085e-4,petit,35770.82265737722,rural
343838.9183048389,1019543.3595776678,9.755671699239612e-4,petit,35770.82265737722,rural
343838.9183048389,1030070.0469257231,0.001018366936117773,petit,35770.82265737722,rural
343838.9183048389,1040596.7342737784,0.001037183678978284,petit,35770.82265737722,rural
343838.9183048389,1051123.4216218337,0.0010360690403517492,petit,35770.82265737722,rural
343838.9183048389,1061650.1089698889,0.0010231413221255961,petit,35770.82265737722,rural
343838.9183048389,1072176.7963179443,0.0010088055712045704,petit,35770.82265737722,rural
343838.9183048389,1082703.4836659995,0.0010037336826645698,petit,35770.82265737722,rural
343838.9183048389,1093230.1710140547,0.001017232622322629,petit,35770.82265737722,rural
343838.9183048389,1103756.8583621099,0.001056122145231313,petit,35770.82265737722,rural
343838.9183048389,1114283.5457101653,0.001123766067200284,petit,35770.82265737722,rural
343838.9183048389,1124810.2330582207,0.0012189531420532967,petit,35770.82265737722,rural
343838.9183048389,1135336.920406276,0.0013349279102553306,petit,35770.82265737722,rural
343838.9183048389,1145863.607754331,0.00145947049501833,petit,35770.82265737722,rural
343838.9183048389,1156390.2951023863,0.0015768246310944262,petit,35770.82265737722,rural
343838.9183048389,1166916.9824504417,0.001671292003185807,petit,35770.82265737722,rural
343838.9183048389,1177443.6697984969,0.0017311342402816358,petit,35770.82265737722,rural
350965.4104498402,240568.49582157747,5.081803207158693e-5,petit,35770.82265737722,rural
350965.4104498402,251095.18316963274,6.399259502947206e-5,petit,35770.82265737722,rural
350965.4104498402,261621.87051768802,7.862389346905885e-5,petit,35770.82265737722,rural
350965.4104498402,272148.5578657433,9.420524799578718e-5,petit,35770.82265737722,rural
350965.4104498402,282675.2452137986,1.1013277809683623e-4,petit,35770.82265737722,rural
350965.4104498402,293201.93256185384,1.257823357063378e-4,petit,35770.82265737722,rural
350965.4104498402,303728.6199099091,1.4049941544723394e-4,petit,35770.82265737722,rural
350965.4104498402,314255.3072579644,1.534798394580319e-4,petit,35770.82265737722,rural
350965.4104498402,324781.9946060197,1.6367743520365335e-4,petit,35770.82265737722,rural
350965.4104498402,335308.68195407494,1.699899066063276e-4,petit,35770.82265737722,rural
350965.4104498402,345835.3693021302,1.7185732962726912e-4,petit,35770.82265737722,rural
350965.4104498402,356362.0566501855,1.7006701343943442e-4,petit,35770.82265737722,rural
350965.4104498402,366888.7439982408,1.6726559977393496e-4,petit,35770.82265737722,rural
350965.4104498402,377415.43134629604,1.6770968186214245e-4,petit,35770.82265737722,rural
350965.4104498402,387942.1186943513,1.761419417139553e-4,petit,35770.82265737722,rural
350965.4104498402,398468.8060424066,1.9612292567852997e-4,petit,35770.82265737722,rural
350965.4104498402,408995.4933904619,2.2844520880153707e-4,petit,35770.82265737722,rural
350965.4104498402,419522.18073851714,2.7031592586051285e-4,petit,35770.82265737722,rural
350965.4104498402,430048.8680865724,3.1580653169800465e-4,petit,35770.82265737722,rural
350965.4104498402,440575.5554346277,3.576318134731789e-4,petit,35770.82265737722,rural
350965.4104498402,451102.242782683,3.8970422939707446e-4,petit,35770.82265737722,rural
350965.4104498402,461628.93013073824,4.093744528033952e-4,petit,35770.82265737722,rural
350965.4104498402,472155.6174787935,4.1819774053678254e-4,petit,35770.82265737722,rural
350965.4104498402,482682.3048268488,4.20675011646013e-4,petit,35770.82265737722,rural
350965.4104498402,493208.9921749041,4.214876730880371e-4,petit,35770.82265737722,rural
350965.4104498402,503735.67952295934,4.2266380392640986e-4,petit,35770.82265737722,rural
350965.4104498402,514262.3668710146,4.222627897570124e-4,petit,35770.82265737722,rural
350965.4104498402,524789.0542190699,4.153729195238361e-4,petit,35770.82265737722,rural
350965.4104498402,535315.7415671252,3.969132580523908e-4,petit,35770.82265737722,rural
350965.4104498402,545842.4289151805,3.6469472668987157e-4,petit,35770.82265737722,rural
350965.4104498402,556369.1162632357,3.2105300940448003e-4,petit,35770.82265737722,rural
350965.4104498402,566895.803611291,2.72197250542568e-4,petit,35770.82265737722,rural
350965.4104498402,577422.4909593463,2.2571174696650305e-4,petit,35770.82265737722,rural
350965.4104498402,587949.1783074015,1.8762786942717137e-4,petit,35770.82265737722,rural
350965.4104498402,598475.8656554568,1.6059527501693428e-4,petit,35770.82265737722,rural
350965.4104498402,609002.5530035121,1.4392095999295697e-4,petit,35770.82265737722,rural
350965.4104498402,619529.2403515674,1.351318792112907e-4,petit,35770.82265737722,rural
350965.4104498402,630055.9276996227,1.3193919153310724e-4,petit,35770.82265737722,rural
350965.4104498402,640582.6150476779,1.3345170287968247e-4,petit,35770.82265737722,rural
350965.4104498402,651109.3023957332,1.4011024109488138e-4,petit,35770.82265737722,rural
350965.4104498402,661635.9897437885,1.5262352375546842e-4,petit,35770.82265737722,rural
350965.4104498402,672162.6770918437,1.7069137061968156e-4,petit,35770.82265737722,rural
350965.4104498402,682689.364439899,1.9230137138478507e-4,petit,35770.82265737722,rural
350965.4104498402,693216.0517879543,2.1400789615787417e-4,petit,35770.82265737722,rural
350965.4104498402,703742.7391360096,2.321162118887863e-4,petit,35770.82265737722,rural
350965.4104498402,714269.4264840649,2.4430330520980683e-4,petit,35770.82265737722,rural
350965.4104498402,724796.1138321201,2.509979548239068e-4,petit,35770.82265737722,rural
350965.4104498402,735322.8011801754,2.5585646956694153e-4,petit,35770.82265737722,rural
350965.4104498402,745849.4885282307,2.649374895631703e-4,petit,35770.82265737722,rural
350965.4104498402,756376.1758762859,2.846583882640957e-4,petit,35770.82265737722,rural
350965.4104498402,766902.8632243412,3.19143965358019e-4,petit,35770.82265737722,rural
350965.4104498402,777429.5505723965,3.6793037944466377e-4,petit,35770.82265737722,rural
350965.4104498402,787956.2379204518,4.2499700943290296e-4,petit,35770.82265737722,rural
350965.4104498402,798482.9252685071,4.7972288251872306e-4,petit,35770.82265737722,rural
350965.4104498402,809009.6126165623,5.196852589084022e-4,petit,35770.82265737722,rural
350965.4104498402,819536.2999646176,5.34451871326135e-4,petit,35770.82265737722,rural
350965.4104498402,830062.9873126729,5.190009061494124e-4,petit,35770.82265737722,rural
350965.4104498402,840589.6746607281,4.754513393003478e-4,petit,35770.82265737722,rural
350965.4104498402,851116.3620087834,4.124606715010649e-4,petit,35770.82265737722,rural
350965.4104498402,861643.0493568387,3.4262947819608516e-4,petit,35770.82265737722,rural
350965.4104498402,872169.736704894,2.790198078476212e-4,petit,35770.82265737722,rural
350965.4104498402,882696.4240529493,2.3207643468553353e-4,petit,35770.82265737722,rural
350965.4104498402,893223.1114010045,2.078494069311555e-4,petit,35770.82265737722,rural
350965.4104498402,903749.7987490598,2.077740367281081e-4,petit,35770.82265737722,rural
350965.4104498402,914276.4860971151,2.297212254581421e-4,petit,35770.82265737722,rural
350965.4104498402,924803.1734451703,2.6974493682878364e-4,petit,35770.82265737722,rural
350965.4104498402,935329.8607932256,3.238808098545551e-4,petit,35770.82265737722,rural
350965.4104498402,945856.5481412809,3.8939827657932205e-4,petit,35770.82265737722,rural
350965.4104498402,956383.2354893362,4.6507310425031756e-4,petit,35770.82265737722,rural
350965.4104498402,966909.9228373915,5.503843355102926e-4,petit,35770.82265737722,rural
350965.4104498402,977436.6101854467,6.440157591694023e-4,petit,35770.82265737722,rural
350965.4104498402,987963.297533502,7.424452722517988e-4,petit,35770.82265737722,rural
350965.4104498402,998489.9848815573,8.39458446698112e-4,petit,35770.82265737722,rural
350965.4104498402,1009016.6722296125,9.270196533250074e-4,petit,35770.82265737722,rural
350965.4104498402,1019543.3595776678,9.972694395706495e-4,petit,35770.82265737722,rural
350965.4104498402,1030070.0469257231,0.0010448629774061301,petit,35770.82265737722,rural
350965.4104498402,1040596.7342737784,0.0010687091606762882,petit,35770.82265737722,rural
350965.4104498402,1051123.4216218337,0.0010724550506781224,petit,35770.82265737722,rural
350965.4104498402,1061650.1089698889,0.0010636217229406057,petit,35770.82265737722,rural
350965.4104498402,1072176.7963179443,0.0010518721982221953,petit,35770.82265737722,rural
350965.4104498402,1082703.4836659995,0.001047175733702199,petit,35770.82265737722,rural
350965.4104498402,1093230.1710140547,0.0010584126678873601,petit,35770.82265737722,rural
350965.4104498402,1103756.8583621099,0.0010923872169049881,petit,35770.82265737722,rural
350965.4104498402,1114283.5457101653,0.0011528145382154404,petit,35770.82265737722,rural
350965.4104498402,1124810.2330582207,0.001239057180687702,petit,35770.82265737722,rural
350965.4104498402,1135336.920406276,0.0013450570981542018,petit,35770.82265737722,rural
350965.4104498402,1145863.607754331,0.0014594140618243456,petit,35770.82265737722,rural
350965.4104498402,1156390.2951023863,0.0015673176183429584,petit,35770.82265737722,rural
350965.4104498402,1166916.9824504417,0.0016540340010976198,petit,35770.82265737722,rural
350965.4104498402,1177443.6697984969,0.0017085981583792689,petit,35770.82265737722,rural
350965.4104498402,1187970.3571465523,0.0017261603191907689,petit,35770.82265737722,rural
358091.9025948416,240568.49582157747,4.081157731327868e-5,petit,35770.82265737722,rural
358091.9025948416,251095.18316963274,5.174947218551767e-5,petit,35770.82265737722,rural
358091.9025948416,261621.87051768802,6.414838052060954e-5,petit,35770.82265737722,rural
358091.9025948416,272148.5578657433,7.772370946509492e-5,petit,35770.82265737722,rural
358091.9025948416,282675.2452137986,9.210250982702591e-5,petit,35770.82265737722,rural
358091.9025948416,293201.93256185384,1.0682780962006393e-4,petit,35770.82265737722,rural
358091.9025948416,303728.6199099091,1.2127412703198965e-4,petit,35770.82265737722,rural
358091.9025948416,314255.3072579644,1.3449343855067891e-4,petit,35770.82265737722,rural
358091.9025948416,324781.9946060197,1.4515797201177235e-4,petit,35770.82265737722,rural
358091.9025948416,335308.68195407494,1.5184036662441782e-4,petit,35770.82265737722,rural
358091.9025948416,345835.3693021302,1.5371561559123108e-4,petit,35770.82265737722,rural
358091.9025948416,356362.0566501855,1.514274879308128e-4,petit,35770.82265737722,rural
358091.9025948416,366888.7439982408,1.4760688761971722e-4,petit,35770.82265737722,rural
358091.9025948416,377415.43134629604,1.4660006882664126e-4,petit,35770.82265737722,rural
358091.9025948416,387942.1186943513,1.5332993823064442e-4,petit,35770.82265737722,rural
358091.9025948416,398468.8060424066,1.716332312942342e-4,petit,35770.82265737722,rural
358091.9025948416,408995.4933904619,2.026777957428638e-4,petit,35770.82265737722,rural
358091.9025948416,419522.18073851714,2.4410486571769993e-4,petit,35770.82265737722,rural
358091.9025948416,430048.8680865724,2.903713643656496e-4,petit,35770.82265737722,rural
358091.9025948416,440575.5554346277,3.343792370673803e-4,petit,35770.82265737722,rural
358091.9025948416,451102.242782683,3.699105483221349e-4,petit,35770.82265737722,rural
358091.9025948416,461628.93013073824,3.938569489785838e-4,petit,35770.82265737722,rural
358091.9025948416,472155.6174787935,4.0710922451772804e-4,petit,35770.82265737722,rural
358091.9025948416,482682.3048268488,4.135057199141858e-4,petit,35770.82265737722,rural
358091.9025948416,493208.9921749041,4.172631744884755e-4,petit,35770.82265737722,rural
358091.9025948416,503735.67952295934,4.2024857498503145e-4,petit,35770.82265737722,rural
358091.9025948416,514262.3668710146,4.2065949997322063e-4,petit,35770.82265737722,rural
358091.9025948416,524789.0542190699,4.139414090037879e-4,petit,35770.82265737722,rural
358091.9025948416,535315.7415671252,3.954814033150184e-4,petit,35770.82265737722,rural
358091.9025948416,545842.4289151805,3.635628602454523e-4,petit,35770.82265737722,rural
358091.9025948416,556369.1162632357,3.209014986805616e-4,petit,35770.82265737722,rural
358091.9025948416,566895.803611291,2.7391168357772264e-4,petit,35770.82265737722,rural
358091.9025948416,577422.4909593463,2.3015718486718535e-4,petit,35770.82265737722,rural
358091.9025948416,587949.1783074015,1.9543001567606843e-4,petit,35770.82265737722,rural
358091.9025948416,598475.8656554568,1.7200282437001868e-4,petit,35770.82265737722,rural
358091.9025948416,609002.5530035121,1.5880664052970412e-4,petit,35770.82265737722,rural
358091.9025948416,619529.2403515674,1.5313207666506958e-4,petit,35770.82265737722,rural
358091.9025948416,630055.9276996227,1.526568777247265e-4,petit,35770.82265737722,rural
358091.9025948416,640582.6150476779,1.5660262607496e-4,petit,35770.82265737722,rural
358091.9025948416,651109.3023957332,1.6551779595145064e-4,petit,35770.82265737722,rural
358091.9025948416,661635.9897437885,1.80060003525856e-4,petit,35770.82265737722,rural
358091.9025948416,672162.6770918437,1.9966913476876386e-4,petit,35770.82265737722,rural
358091.9025948416,682689.364439899,2.2196460765623916e-4,petit,35770.82265737722,rural
358091.9025948416,693216.0517879543,2.4322366073535734e-4,petit,35770.82265737722,rural
358091.9025948416,703742.7391360096,2.5973882239794876e-4,petit,35770.82265737722,rural
358091.9025948416,714269.4264840649,2.6947021209923944e-4,petit,35770.82265737722,rural
358091.9025948416,724796.1138321201,2.732876664197498e-4,petit,35770.82265737722,rural
358091.9025948416,735322.8011801754,2.752217493103221e-4,petit,35770.82265737722,rural
358091.9025948416,745849.4885282307,2.8146970265157176e-4,petit,35770.82265737722,rural
358091.9025948416,756376.1758762859,2.9835170455629837e-4,petit,35770.82265737722,rural
358091.9025948416,766902.8632243412,3.298355388860531e-4,petit,35770.82265737722,rural
358091.9025948416,777429.5505723965,3.75480903326305e-4,petit,35770.82265737722,rural
