DHSCLUST,region_eds,milieu,lat,lon,n_menages,poids_total,tx_eau_amelioree,tx_electricite,taille_moy_menage,Travel_Times_2015,Nightlights_Composite,Aridity_2015,Malaria_Prevalence_2015,All_Population_Count_2015
147,NORD-OUEST,R,6.000152,10.471114,25,23.508599999999998,60.00000000000001,56.00000000000001,5.040000000000001,19.870619946091644,0.01352054360918524,42.5,0.07995953730174474,105306.3359375
149,YAOUNDE,U,3.872237,11.543091,28,15.560272,96.42857142857143,100,3.928571428571429,0,18.527275710809427,35.7159423828125,0.1604199260473251,236273.015625
150,EST,R,4.671398,14.590552,28,18.872392,96.42857142857143,0,4.9642857142857135,201.24932975871317,0,40.522666931152344,0.33168881280081614,11995.958984375
151,OUEST,U,5.121192,10.53356,28,37.892148,100,100,4.75,54.8125,0.2526220453196558,40.63114929199219,0.11122193932533264,995.03570556640625
152,CENTRE,U,4.661591,12.390692,28,23.341528,96.42857142857143,96.42857142857143,6.999999999999999,91.13333333333334,0.07505719136383573,33.59568786621094,0.3316262662410736,167.2748565673828
153,DOUALA,U,4.044455,9.715061,22,20.779616,100,95.45454545454544,4.136363636363637,0,17.263763427734375,58.0782585144043,0.07472863793373108,222969.171875
155,CENTRE,U,4.09988,11.878807,26,16.066414,92.30769230769229,23.076923076923073,4.153846153846154,54.57142857142857,0,34.740333557128906,0.358975887298584,361.2096252441406
156,DOUALA,U,4.077046,9.657809,26,51.502412,100.00000000000001,100.00000000000001,4.038461538461538,0.07142857142857142,7.126365924703664,58.0782585144043,0.10368698835372923,237217.5
157,NORD,R,9.908817,14.167312,28,28.316652,53.57142857142856,0,6.249999999999999,83.96195652173913,0,13.20639991760254,0.1611184733254569,21110.375
158,ADAMAOUA,U,7.296652,13.601149,27,30.187971,74.07407407407408,77.77777777777779,5.296296296296297,0.9285714285714286,0.887304897966056,36.7579460144043,0.13923582434654236,29867.353515625
159,EST,U,5.898702,14.555931,28,32.047568,82.14285714285714,78.57142857142857,4.964285714285714,74.42857142857143,0.5612506866455078,39.21394348144531,0.2262274473905563,447.5798645019531
160,OUEST,U,5.490856,10.411603,28,14.541744000000001,100,100,3.642857142857143,0,1.5723398844401042,47.402366638183594,0.03492193669080734,101627.421875
161,SUD,U,2.928655,9.901703,28,15.743196000000001,100,100,3.4999999999999996,0.3333333333333333,1.1730359051678632,NA,NA,24650.4296875
162,CENTRE,U,4.364153,11.266164,28,28.408883999999997,71.42857142857143,78.57142857142857,4.464285714285714,67.78571428571429,0.0726565328137628,38.24444580078125,0.2439844310283661,619.2841796875
163,YAOUNDE,U,3.864014,11.498376,28,7.658391999999999,100,100,1.6428571428571428,0,26.003543976814516,40.57988357543945,0.15413305163383484,267730.3125
164,NORD,R,8.923251,12.913197,28,43.885324000000004,3.5714285714285716,0,6.928571428571429,148.33062330623306,0,19.085657119750977,0.3370852470397949,6956.447265625
165,LITTORAL,U,4.175107,9.64448,28,14.5495,100,96.42857142857143,4.464285714285714,16,0.27649945226208916,58.0782585144043,0.1980145126581192,946.58905029296875
166,NORD,R,8.994368,13.755898,26,96.169008,26.923076923076923,0,8.615384615384615,107.32707774798928,4.2102840086614e-4,18.881132125854492,0.26626917521158855,2248.031982421875
167,DOUALA,U,4.0765,9.745479,28,69.135948,100,100,3.7500000000000004,0,11.137137577451508,58.0782585144043,0.07472863793373108,101052.796875
168,ADAMAOUA,U,7.371614,12.661943,28,12.174568,82.14285714285714,96.42857142857143,5.714285714285714,176.75,0.22223032566539028,35.37437057495117,0.1954590082168579,15595.38671875
169,EXTREME-NORD,U,10.122273,14.441903,28,28.506548000000002,96.42857142857143,85.71428571428571,3.035714285714286,5.857142857142857,0.2215172997836409,12.078824996948242,0.18149106204509735,1041.736083984375
170,ADAMAOUA,R,6.602356,14.241201,27,24.377760000000002,48.14814814814814,37.03703703703703,5.962962962962963,14.48793565683646,0.00674976658176731,37.95486831665039,0.2948465347290039,25185.20703125
171,ADAMAOUA,R,6.211322,14.049473,25,34.0081,12,0,5.24,59.06970509383378,0,38.47343063354492,0.35277141843523296,2453.506591796875
172,DOUALA,U,4.002358,9.752529,28,35.098392000000004,100,92.85714285714285,3.749999999999999,0,6.742767333984375,57.6485710144043,0.08609534800052643,33659.32421875
174,YAOUNDE,U,3.855104,11.500002,26,18.619042,96.15384615384615,100,3.8461538461538463,0,23.72720772879464,35.7159423828125,0.13904230296611786,304515.0625
175,OUEST,R,5.523277,10.372335,28,39.291336,75,28.57142857142857,6.214285714285714,6.051630434782608,0.20033236190889128,42.5,0.07515496760606766,368091.59375
176,NORD,U,9.358203,13.396392,26,34.520174,100,61.53846153846155,6.615384615384616,1.4,0.9814085467108364,15.235610961914063,0.20575223863124847,38723.0703125
177,ADAMAOUA,U,7.047037,14.444242,27,16.137764999999998,70.37037037037038,59.25925925925927,4.592592592592593,105.07142857142856,0,37.05741882324219,0.21052905917167664,4481.33447265625
178,YAOUNDE,U,3.826691,11.487964,26,28.346083999999998,100,100,3.115384615384616,0,14.49781536233836,40.57988357543945,0.18554958701133728,269269.34375
179,YAOUNDE,U,3.933296,11.514344,28,48.500676,100.00000000000001,100.00000000000001,5.357142857142857,1.1333333333333333,9.407762430481991,35.7159423828125,0.1871391385793686,24513.45703125
180,LITTORAL,R,3.811437,9.873705,25,9.033724999999999,96,88.00000000000001,3.5600000000000005,118.69589041095892,0.00897391428171969,57.6485710144043,0.2619466781616211,1148.75830078125
181,EXTREME-NORD,R,10.440494,14.19245,27,46.473399,59.25925925925925,3.7037037037037033,5.148148148148148,28.448,0.01307994544784413,12.078824996948242,0.19114677608013153,9925.2724609375
182,NORD,U,9.311517,13.865479,28,18.872168,25,21.428571428571434,5.178571428571429,85.06666666666666,0.07035420735677084,15.152363777160645,0.222282737493515,218.8509063720703
183,EST,R,4.615053,13.650461,28,22.601124,82.14285714285715,10.714285714285714,5.464285714285714,35.916890080428956,0.2331916467467351,36.56145095825195,0.33468240102132163,130624.421875
184,OUEST,R,5.695101,10.510703,28,26.263664000000002,71.42857142857143,71.42857142857143,7.071428571428571,41.524324324324326,0.00121429293477769,40.27055740356445,0.0914663416998727,71628.3203125
185,OUEST,U,5.487675,10.425636,28,28.606172,100,100,4.571428571428571,0,1.554323741367885,47.402366638183594,0.03950145095586777,94972.3515625
186,SUD,R,3.212389,10.892616,28,13.912948,46.42857142857143,0,6.714285714285714,113.07795698924733,0,44.5058479309082,0.3745098114013672,2930.99658203125
187,ADAMAOUA,U,6.513643,14.292898,28,47.899544,92.85714285714286,92.85714285714286,3.8214285714285716,0.6,0.7889294942220052,37.95486831665039,0.21287795901298523,51483.86328125
188,DOUALA,U,4.038161,9.729337,26,31.722469999999998,96.15384615384615,100,3.730769230769231,0,15.776174444901317,58.0782585144043,0.0799097865819931,312956.8125
189,SUD,U,2.9577,9.93505,26,37.718616,96.15384615384616,100,3.8076923076923075,3.066666666666667,0.27319024403889974,NA,0.2118725478649139,20359.0625
190,EXTREME-NORD,U,10.593659,14.333872,27,46.7478,100,70.37037037037037,4.111111111111112,0.21428571428571427,3.366805013020833,11.393665313720703,0.16578461229801178,100056.375
191,DOUALA,U,4.060291,9.7155,28,24.694768,100,100,4.178571428571429,0,14.99066162109375,58.0782585144043,0.07472863793373108,129299.96875
192,YAOUNDE,U,3.912175,11.515784,27,28.012985999999998,100,100,5.000000000000001,0.13333333333333333,16.494483684671337,35.7159423828125,0.14466910064220428,42983.328125
193,ADAMAOUA,U,7.304363,13.570785,28,15.832180000000001,92.85714285714286,96.42857142857143,4.392857142857143,0.0625,2.2565317789713544,36.7579460144043,0.15240076184272766,26130.2578125
194,SUD,U,2.924169,11.153523,28,25.215652,96.42857142857144,96.42857142857144,5.642857142857143,0.1875,2.0925861227101294,41.514286041259766,0.2283463031053543,110816.703125
195,OUEST,R,5.102806,10.153263,27,16.700148,77.77777777777779,96.29629629629629,4.777777777777778,44.63215258855586,0.05322962221891984,47.402366638183594,0.09033427238464356,140205.3125
196,YAOUNDE,U,3.791208,11.530946,28,46.228280000000005,96.42857142857143,100,4.357142857142857,0,8.522585042317708,35.7159423828125,0.25512459874153137,57553.7421875
197,YAOUNDE,U,3.90454,11.544563,27,28.311444,100,96.2962962962963,4.185185185185185,0,11.987948713631466,35.7159423828125,0.16009853780269623,26408.58203125
199,OUEST,R,5.689031,10.798379,28,48.780648,85.71428571428572,96.42857142857143,7.392857142857144,18.8544474393531,0.03157863073465458,40.27055740356445,0.13874788582324982,45267.6171875
