dhsclust,region_eds,milieu,lon,lat,n_menages,poids_total,tx_eau_amelioree,tx_electricite,taille_moy
299,YAOUNDE,U,11.548529,3.882071,27,23.112054,96.29629629629629,99.99999999999999,5
300,DOUALA,U,9.759529,4.01623,28,110.905592,100,100,5.214285714285714
301,CENTRE,U,11.435175,4.359664,28,7.78512,100,85.71428571428571,5.321428571428571
302,NORD,R,12.990836,8.607985,28,30.15642,50,0,5.035714285714286
303,OUEST,R,10.432495,5.346212,28,10.795204,89.28571428571429,96.42857142857143,4.428571428571429
304,YAOUNDE,U,11.546012,3.855197,28,30.921156000000003,96.42857142857143,96.42857142857143,3.714285714285714
305,LITTORAL,R,9.9501830000000009,5.008645,28,12.616912,92.85714285714286,85.71428571428571,5.607142857142858
306,LITTORAL,U,9.667337,4.582974,28,28.339752000000004,96.42857142857142,100,3.9999999999999996
307,EST,R,13.590278,3.174113,28,16.903376,74.99999999999999,21.428571428571427,8.285714285714285
308,SUD-OUEST,U,9.442339,4.632113,28,13.848828000000001,100,96.42857142857143,3.964285714285714
309,OUEST,U,10.053363,5.444585,28,55.822844,92.85714285714285,100,5.928571428571429
311,YAOUNDE,U,11.520834,3.881976,28,18.179392,100,100,4.892857142857143
312,ADAMAOUA,U,11.80902,6.747287,28,12.82134,89.28571428571429,89.28571428571429,4.607142857142857
313,SUD,R,11.815514,3.280404,28,11.894232,96.42857142857143,92.85714285714286,6.321428571428572
314,DOUALA,U,9.742723,4.015192,28,33.656644,100,100,3.928571428571429
315,NORD,R,13.809349,9.360303,28,33.67809200000001,3.5714285714285707,0,7.428571428571428
316,NORD,R,13.391077,8.938917,27,21.011751,37.03703703703704,48.14814814814815,8.037037037037036
317,NORD,R,14.947589,8.218562,28,42.022344000000004,14.285714285714285,3.571428571428571,5.607142857142857
318,NORD,R,12.885085,9.017741,28,58.487632,7.142857142857143,0,7.285714285714286
319,DOUALA,U,9.72284,4.053673,26,20.10229,100,96.15384615384616,4.153846153846153
320,DOUALA,U,9.726621,4.037239,27,20.024415,100,100,3.4814814814814814
321,LITTORAL,R,10.803491,4.502325,28,7.160272,85.71428571428571,60.714285714285715,5.178571428571429
322,YAOUNDE,U,11.512097,3.895547,25,6.059725,100.00000000000001,100.00000000000001,3.32
