hhid,id,grappe,menage,vague,hhweight,hhsize,lat,lon,insecure
54078,6452,54,78,1,221.48971181358056,4,10.9044276,2.1766212,1
54088,6452,54,88,1,221.48971181358056,6,10.9044276,2.1766212,1
54098,6452,54,98,1,221.48971181358056,10,10.9044276,2.1766212,0
54108,6452,54,108,1,221.48971181358056,4,10.9044276,2.1766212,0
54118,6452,54,118,1,221.48971181358056,8,10.9044276,2.1766212,0
55006,5989,55,6,2,505.9129837376435,4,10.7369005400687,2.12687934748828,0
55018,5989,55,18,2,505.9129837376435,7,10.7369005400687,2.12687934748828,0
55024,5989,55,24,2,505.9129837376435,7,10.7369005400687,2.12687934748828,0
55030,5989,55,30,2,505.9129837376435,2,10.7369005400687,2.12687934748828,0
55041,5989,55,41,2,505.9129837376435,5,10.7369005400687,2.12687934748828,1
55047,5989,55,47,2,505.9129837376435,5,10.7369005400687,2.12687934748828,0
55053,5989,55,53,2,505.9129837376435,6,10.7369005400687,2.12687934748828,1
55065,5989,55,65,2,505.9129837376435,4,10.7369005400687,2.12687934748828,1
55071,5989,55,71,2,505.9129837376435,7,10.7369005400687,2.12687934748828,1
55077,5989,55,77,2,505.9129837376435,12,10.7369005400687,2.12687934748828,0
55089,5989,55,89,2,505.9129837376435,1,10.7369005400687,2.12687934748828,0
55095,5989,55,95,2,505.9129837376435,1,10.7369005400687,2.12687934748828,0
56003,4340,56,3,1,95.97008115033898,8,10.914723,1.9427106,0
56005,4340,56,5,1,95.97008115033898,5,10.914723,1.9427106,1
56007,4340,56,7,1,95.97008115033898,7,10.914723,1.9427106,1
56010,4340,56,10,1,95.97008115033898,3,10.914723,1.9427106,0
56012,4340,56,12,1,95.97008115033898,12,10.914723,1.9427106,0
56015,4340,56,15,1,95.97008115033898,6,10.914723,1.9427106,0
56017,4340,56,17,1,95.97008115033898,3,10.914723,1.9427106,1
56019,4340,56,19,1,95.97008115033898,7,10.914723,1.9427106,0
56022,4340,56,22,1,95.97008115033898,1,10.914723,1.9427106,1
56024,4340,56,24,1,95.97008115033898,5,10.914723,1.9427106,0
56026,4340,56,26,1,95.97008115033898,6,10.914723,1.9427106,1
56029,4340,56,29,1,95.97008115033898,5,10.914723,1.9427106,1
57007,1581,57,7,2,410.0117823916664,7,10.0002647330984,1.55929232016206,1
57015,1581,57,15,2,410.0117823916664,7,10.0002647330984,1.55929232016206,0
57023,1581,57,23,2,410.0117823916664,3,10.0002647330984,1.55929232016206,0
57030,1581,57,30,2,410.0117823916664,6,10.0002647330984,1.55929232016206,1
57038,1581,57,38,2,410.0117823916664,5,10.0002647330984,1.55929232016206,1
57046,1581,57,46,2,410.0117823916664,7,10.0002647330984,1.55929232016206,0
57061,1581,57,61,2,410.0117823916664,2,10.0002647330984,1.55929232016206,1
57077,1581,57,77,2,410.0117823916664,10,10.0002647330984,1.55929232016206,1
57092,1581,57,92,2,410.0117823916664,3,10.0002647330984,1.55929232016206,0
57100,1581,57,100,2,410.0117823916664,7,10.0002647330984,1.55929232016206,0
57108,1581,57,108,2,410.0117823916664,4,10.0002647330984,1.55929232016206,0
57123,1581,57,123,2,410.0117823916664,7,10.0002647330984,1.55929232016206,1
58009,2357,58,9,1,379.7265430023248,3,10.4291571,1.6941957,0
58018,2357,58,18,1,379.7265430023248,3,10.4291571,1.6941957,0
58028,2357,58,28,1,379.7265430023248,7,10.4291571,1.6941957,0
58037,2357,58,37,1,379.7265430023248,8,10.4291571,1.6941957,0
58047,2357,58,47,1,379.7265430023248,4,10.4291571,1.6941957,0
58057,2357,58,57,1,379.7265430023248,9,10.4291571,1.6941957,0
58066,2357,58,66,1,379.7265430023248,7,10.4291571,1.6941957,1
58076,2357,58,76,1,379.7265430023248,8,10.4291571,1.6941957,1
58085,2357,58,85,1,379.7265430023248,5,10.4291571,1.6941957,1
58095,2357,58,95,1,379.7265430023248,12,10.4291571,1.6941957,0
58104,2357,58,104,1,379.7265430023248,16,10.4291571,1.6941957,1
58114,2357,58,114,1,379.7265430023248,5,10.4291571,1.6941957,1
59015,2557,59,15,2,304.61499434744906,5,10.5617613438517,1.72436526976526,0
59023,2557,59,23,2,304.61499434744906,8,10.5617613438517,1.72436526976526,1
59030,2557,59,30,2,304.61499434744906,9,10.5617613438517,1.72436526976526,0
59046,2557,59,46,2,304.61499434744906,6,10.5617613438517,1.72436526976526,0
59054,2557,59,54,2,304.61499434744906,6,10.5617613438517,1.72436526976526,1
59061,2557,59,61,2,304.61499434744906,4,10.5617613438517,1.72436526976526,0
59077,2557,59,77,2,304.61499434744906,8,10.5617613438517,1.72436526976526,0
59085,2557,59,85,2,304.61499434744906,5,10.5617613438517,1.72436526976526,0
59092,2557,59,92,2,304.61499434744906,5,10.5617613438517,1.72436526976526,0
59108,2557,59,108,2,304.61499434744906,4,10.5617613438517,1.72436526976526,1
59116,2557,59,116,2,304.61499434744906,7,10.5617613438517,1.72436526976526,1
59123,2557,59,123,2,304.61499434744906,13,10.5617613438517,1.72436526976526,0
60004,2779,60,4,1,225.9190083760811,4,10.3816655,1.7535172,0
60010,2779,60,10,1,225.9190083760811,18,10.3816655,1.7535172,0
60017,2779,60,17,1,225.9190083760811,10,10.3816655,1.7535172,0
60023,2779,60,23,1,225.9190083760811,5,10.3816655,1.7535172,0
60029,2779,60,29,1,225.9190083760811,5,10.3816655,1.7535172,1
60035,2779,60,35,1,225.9190083760811,10,10.3816655,1.7535172,0
60041,2779,60,41,1,225.9190083760811,1,10.3816655,1.7535172,0
60047,2779,60,47,1,225.9190083760811,9,10.3816655,1.7535172,0
60053,2779,60,53,1,225.9190083760811,14,10.3816655,1.7535172,0
60059,2779,60,59,1,225.9190083760811,18,10.3816655,1.7535172,0
60066,2779,60,66,1,225.9190083760811,6,10.3816655,1.7535172,0
60072,2779,60,72,1,225.9190083760811,11,10.3816655,1.7535172,1
61010,1957,61,10,1,289.4755148191698,11,10.3588452,1.6388149,1
61020,1957,61,20,1,289.4755148191698,5,10.3588452,1.6388149,0
61031,1957,61,31,1,289.4755148191698,3,10.3588452,1.6388149,0
61042,1957,61,42,1,289.4755148191698,3,10.3588452,1.6388149,0
61053,1957,61,53,1,289.4755148191698,5,10.3588452,1.6388149,0
61063,1957,61,63,1,289.4755148191698,6,10.3588452,1.6388149,1
61074,1957,61,74,1,289.4755148191698,6,10.3588452,1.6388149,1
61085,1957,61,85,1,289.4755148191698,3,10.3588452,1.6388149,1
61096,1957,61,96,1,289.4755148191698,10,10.3588452,1.6388149,1
61106,1957,61,106,1,289.4755148191698,6,10.3588452,1.6388149,1
61117,1957,61,117,1,289.4755148191698,1,10.3588452,1.6388149,1
61128,1957,61,128,1,289.4755148191698,4,10.3588452,1.6388149,1
62006,434,62,6,2,218.5716443864112,8,10.809812201187,1.14060577936471,1
62012,434,62,12,2,218.5716443864112,5,10.809812201187,1.14060577936471,1
62024,434,62,24,2,218.5716443864112,2,10.809812201187,1.14060577936471,1
62030,434,62,30,2,218.5716443864112,4,10.809812201187,1.14060577936471,1
62036,434,62,36,2,218.5716443864112,6,10.809812201187,1.14060577936471,0
62048,434,62,48,2,218.5716443864112,5,10.809812201187,1.14060577936471,1
62060,434,62,60,2,218.5716443864112,7,10.809812201187,1.14060577936471,1
62072,434,62,72,2,218.5716443864112,5,10.809812201187,1.14060577936471,1
62078,434,62,78,2,218.5716443864112,6,10.809812201187,1.14060577936471,0
62084,434,62,84,2,218.5716443864112,6,10.809812201187,1.14060577936471,1
62096,434,62,96,2,218.5716443864112,9,10.809812201187,1.14060577936471,1
63005,334,63,5,1,319.30976046710043,5,10.8755123,1.0878556,1
63013,334,63,13,1,319.30976046710043,12,10.8755123,1.0878556,0
63021,334,63,21,1,319.30976046710043,4,10.8755123,1.0878556,1
63029,334,63,29,1,319.30976046710043,7,10.8755123,1.0878556,0
63038,334,63,38,1,319.30976046710043,7,10.8755123,1.0878556,0
63046,334,63,46,1,319.30976046710043,5,10.8755123,1.0878556,0
63054,334,63,54,1,319.30976046710043,8,10.8755123,1.0878556,0
63062,334,63,62,1,319.30976046710043,5,10.8755123,1.0878556,0
63070,334,63,70,1,319.30976046710043,4,10.8755123,1.0878556,1
63078,334,63,78,1,319.30976046710043,3,10.8755123,1.0878556,1
63086,334,63,86,1,319.30976046710043,4,10.8755123,1.0878556,1
63094,334,63,94,1,319.30976046710043,4,10.8755123,1.0878556,1
64002,140,64,2,2,255.8952875110994,13,10.8383967960253,0.960779674351215,1
64010,140,64,10,2,255.8952875110994,7,10.8383967960253,0.960779674351215,0
64018,140,64,18,2,255.8952875110994,12,10.8383967960253,0.960779674351215,1
64035,140,64,35,2,255.8952875110994,5,10.8383967960253,0.960779674351215,1
64043,140,64,43,2,255.8952875110994,8,10.8383967960253,0.960779674351215,1
64051,140,64,51,2,255.8952875110994,6,10.8383967960253,0.960779674351215,1
64067,140,64,67,2,255.8952875110994,8,10.8383967960253,0.960779674351215,1
64076,140,64,76,2,255.8952875110994,4,10.8383967960253,0.960779674351215,1
64084,140,64,84,2,255.8952875110994,4,10.8383967960253,0.960779674351215,1
64100,140,64,100,2,255.8952875110994,5,10.8383967960253,0.960779674351215,1
64108,140,64,108,2,255.8952875110994,12,10.8383967960253,0.960779674351215,1
64117,140,64,117,2,255.8952875110994,10,10.8383967960253,0.960779674351215,0
65017,297,65,17,2,207.9573231944027,5,10.6954749953002,1.05651022866368,1
65030,297,65,30,2,207.9573231944027,3,10.6954749953002,1.05651022866368,0
65043,297,65,43,2,207.9573231944027,7,10.6954749953002,1.05651022866368,0
65069,297,65,69,2,207.9573231944027,7,10.6954749953002,1.05651022866368,1
65082,297,65,82,2,207.9573231944027,4,10.6954749953002,1.05651022866368,0
65095,297,65,95,2,207.9573231944027,5,10.6954749953002,1.05651022866368,0
65122,297,65,122,2,207.9573231944027,4,10.6954749953002,1.05651022866368,1
65135,297,65,135,2,207.9573231944027,2,10.6954749953002,1.05651022866368,1
65148,297,65,148,2,207.9573231944027,2,10.6954749953002,1.05651022866368,0
65174,297,65,174,2,207.9573231944027,5,10.6954749953002,1.05651022866368,1
65187,297,65,187,2,207.9573231944027,4,10.6954749953002,1.05651022866368,1
65200,297,65,200,2,207.9573231944027,8,10.6954749953002,1.05651022866368,0
66007,297,66,7,1,226.34580751029284,5,10.7070129,1.0605705,0
66023,297,66,23,1,226.34580751029284,4,10.7070129,1.0605705,0
66040,297,66,40,1,226.34580751029284,6,10.7070129,1.0605705,1
66056,297,66,56,1,226.34580751029284,6,10.7070129,1.0605705,1
66072,297,66,72,1,226.34580751029284,7,10.7070129,1.0605705,1
66088,297,66,88,1,226.34580751029284,7,10.7070129,1.0605705,0
66104,297,66,104,1,226.34580751029284,5,10.7070129,1.0605705,1
66121,297,66,121,1,226.34580751029284,6,10.7070129,1.0605705,1
66137,297,66,137,1,226.34580751029284,4,10.7070129,1.0605705,1
66153,297,66,153,1,226.34580751029284,7,10.7070129,1.0605705,0
66169,297,66,169,1,226.34580751029284,4,10.7070129,1.0605705,1
66185,297,66,185,1,226.34580751029284,7,10.7070129,1.0605705,0
67002,221,67,2,1,294.3308249365872,5,10.6365022,0.9972652,1
67010,221,67,10,1,294.3308249365872,8,10.6365022,0.9972652,1
67018,221,67,18,1,294.3308249365872,2,10.6365022,0.9972652,1
67026,221,67,26,1,294.3308249365872,8,10.6365022,0.9972652,1
67034,221,67,34,1,294.3308249365872,3,10.6365022,0.9972652,1
67042,221,67,42,1,294.3308249365872,6,10.6365022,0.9972652,1
67050,221,67,50,1,294.3308249365872,4,10.6365022,0.9972652,0
67058,221,67,58,1,294.3308249365872,3,10.6365022,0.9972652,1
67066,221,67,66,1,294.3308249365872,5,10.6365022,0.9972652,1
67074,221,67,74,1,294.3308249365872,7,10.6365022,0.9972652,1
67083,221,67,83,1,294.3308249365872,3,10.6365022,0.9972652,1
67091,221,67,91,1,294.3308249365872,2,10.6365022,0.9972652,1
68011,139,68,11,2,263.27719365835554,2,10.877383206971,0.951479868963361,1
68019,139,68,19,2,263.27719365835554,7,10.877383206971,0.951479868963361,1
68028,139,68,28,2,263.27719365835554,6,10.877383206971,0.951479868963361,1
68046,139,68,46,2,263.27719365835554,8,10.877383206971,0.951479868963361,0
68054,139,68,54,2,263.27719365835554,4,10.877383206971,0.951479868963361,0
68063,139,68,63,2,263.27719365835554,9,10.877383206971,0.951479868963361,1
68081,139,68,81,2,263.27719365835554,8,10.877383206971,0.951479868963361,1
68089,139,68,89,2,263.27719365835554,10,10.877383206971,0.951479868963361,1
68098,139,68,98,2,263.27719365835554,4,10.877383206971,0.951479868963361,1
68116,139,68,116,2,263.27719365835554,5,10.877383206971,0.951479868963361,1
68124,139,68,124,2,263.27719365835554,4,10.877383206971,0.951479868963361,1
68133,139,68,133,2,263.27719365835554,4,10.877383206971,0.951479868963361,1
69010,217,69,10,1,347.4184765263186,6,10.7304201,0.9927377,0
69021,217,69,21,1,347.4184765263186,3,10.7304201,0.9927377,0
69033,217,69,33,1,347.4184765263186,9,10.7304201,0.9927377,1
69044,217,69,44,1,347.4184765263186,2,10.7304201,0.9927377,1
69056,217,69,56,1,347.4184765263186,5,10.7304201,0.9927377,1
69067,217,69,67,1,347.4184765263186,4,10.7304201,0.9927377,1
69079,217,69,79,1,347.4184765263186,3,10.7304201,0.9927377,1
69090,217,69,90,1,347.4184765263186,5,10.7304201,0.9927377,1
69102,217,69,102,1,347.4184765263186,5,10.7304201,0.9927377,1
69113,217,69,113,1,347.4184765263186,4,10.7304201,0.9927377,1
69125,217,69,125,1,347.4184765263186,6,10.7304201,0.9927377,1
69136,217,69,136,1,347.4184765263186,4,10.7304201,0.9927377,1
70006,1557,70,6,2,178.20512311500502,6,10.3460957296193,1.55359773896635,0
70006,1558,70,6,2,178.20512311500502,6,10.3460957296193,1.55359773896635,0
70014,1557,70,14,2,178.20512311500502,6,10.3460957296193,1.55359773896635,0
70014,1558,70,14,2,178.20512311500502,6,10.3460957296193,1.55359773896635,0
70028,1557,70,28,2,178.20512311500502,9,10.3460957296193,1.55359773896635,0
70028,1558,70,28,2,178.20512311500502,9,10.3460957296193,1.55359773896635,0
70035,1557,70,35,2,178.20512311500502,4,10.3460957296193,1.55359773896635,0
70035,1558,70,35,2,178.20512311500502,4,10.3460957296193,1.55359773896635,0
70042,1557,70,42,2,178.20512311500502,2,10.3460957296193,1.55359773896635,1
70042,1558,70,42,2,178.20512311500502,2,10.3460957296193,1.55359773896635,1
70057,1557,70,57,2,178.20512311500502,6,10.3460957296193,1.55359773896635,0
70057,1558,70,57,2,178.20512311500502,6,10.3460957296193,1.55359773896635,0
70064,1557,70,64,2,178.20512311500502,12,10.3460957296193,1.55359773896635,1
70064,1558,70,64,2,178.20512311500502,12,10.3460957296193,1.55359773896635,1
70071,1557,70,71,2,178.20512311500502,8,10.3460957296193,1.55359773896635,1
70071,1558,70,71,2,178.20512311500502,8,10.3460957296193,1.55359773896635,1
70085,1557,70,85,2,178.20512311500502,3,10.3460957296193,1.55359773896635,1
70085,1558,70,85,2,178.20512311500502,3,10.3460957296193,1.55359773896635,1
70093,1557,70,93,2,178.20512311500502,3,10.3460957296193,1.55359773896635,1
70093,1558,70,93,2,178.20512311500502,3,10.3460957296193,1.55359773896635,1
70100,1557,70,100,2,178.20512311500502,6,10.3460957296193,1.55359773896635,1
70100,1558,70,100,2,178.20512311500502,6,10.3460957296193,1.55359773896635,1
70114,1557,70,114,2,178.20512311500502,2,10.3460957296193,1.55359773896635,0
70114,1558,70,114,2,178.20512311500502,2,10.3460957296193,1.55359773896635,0
71005,727,71,5,1,179.37642636009767,18,10.3295456618071,1.27799950540066,1
71011,727,71,11,1,179.37642636009767,4,10.3295456618071,1.27799950540066,0
71018,727,71,18,1,179.37642636009767,5,10.3295456618071,1.27799950540066,0
71024,727,71,24,1,179.37642636009767,7,10.3295456618071,1.27799950540066,0
71031,727,71,31,1,179.37642636009767,1,10.3295456618071,1.27799950540066,1
71038,727,71,38,1,179.37642636009767,11,10.3295456618071,1.27799950540066,0
71044,727,71,44,1,179.37642636009767,9,10.3295456618071,1.27799950540066,0
71051,727,71,51,1,179.37642636009767,5,10.3295456618071,1.27799950540066,0
71057,727,71,57,1,179.37642636009767,10,10.3295456618071,1.27799950540066,1
71064,727,71,64,1,179.37642636009767,2,10.3295456618071,1.27799950540066,1
71070,727,71,70,1,179.37642636009767,1,10.3295456618071,1.27799950540066,1
71077,727,71,77,1,179.37642636009767,15,10.3295456618071,1.27799950540066,1
72012,901,72,12,2,188.0942883961545,11,10.303574167192,1.37226356193423,0
72029,901,72,29,2,188.0942883961545,2,10.303574167192,1.37226356193423,0
72046,901,72,46,2,188.0942883961545,10,10.303574167192,1.37226356193423,1
72063,901,72,63,2,188.0942883961545,7,10.303574167192,1.37226356193423,0
72080,901,72,80,2,188.0942883961545,9,10.303574167192,1.37226356193423,0
72097,901,72,97,2,188.0942883961545,5,10.303574167192,1.37226356193423,0
72131,901,72,131,2,188.0942883961545,6,10.303574167192,1.37226356193423,1
72148,901,72,148,2,188.0942883961545,4,10.303574167192,1.37226356193423,0
72199,901,72,199,2,188.0942883961545,5,10.303574167192,1.37226356193423,0
72216,901,72,216,2,188.0942883961545,2,10.303574167192,1.37226356193423,1
72233,901,72,233,2,188.0942883961545,3,10.303574167192,1.37226356193423,0
72267,901,72,267,2,188.0942883961545,10,10.303574167192,1.37226356193423,0
73006,1072,73,6,1,306.53137266940826,7,10.3258429,1.4154516,1
73019,1072,73,19,1,306.53137266940826,5,10.3258429,1.4154516,1
73031,1072,73,31,1,306.53137266940826,5,10.3258429,1.4154516,1
73043,1072,73,43,1,306.53137266940826,5,10.3258429,1.4154516,1
73056,1072,73,56,1,306.53137266940826,14,10.3258429,1.4154516,1
73068,1072,73,68,1,306.53137266940826,6,10.3258429,1.4154516,1
73080,1072,73,80,1,306.53137266940826,8,10.3258429,1.4154516,1
73092,1072,73,92,1,306.53137266940826,1,10.3258429,1.4154516,0
73105,1072,73,105,1,306.53137266940826,9,10.3258429,1.4154516,0
73117,1072,73,117,1,306.53137266940826,9,10.3258429,1.4154516,0
73129,1072,73,129,1,306.53137266940826,5,10.3258429,1.4154516,1
73142,1072,73,142,1,306.53137266940826,6,10.3258429,1.4154516,1
74013,902,74,13,2,149.01994337581493,1,10.2737793512642,1.37617598287761,0
74039,902,74,39,2,149.01994337581493,10,10.2737793512642,1.37617598287761,0
74053,902,74,53,2,149.01994337581493,2,10.2737793512642,1.37617598287761,0
74066,902,74,66,2,149.01994337581493,2,10.2737793512642,1.37617598287761,0
74092,902,74,92,2,149.01994337581493,4,10.2737793512642,1.37617598287761,0
74106,902,74,106,2,149.01994337581493,10,10.2737793512642,1.37617598287761,1
74119,902,74,119,2,149.01994337581493,8,10.2737793512642,1.37617598287761,1
74145,902,74,145,2,149.01994337581493,6,10.2737793512642,1.37617598287761,1
74159,902,74,159,2,149.01994337581493,8,10.2737793512642,1.37617598287761,0
74172,902,74,172,2,149.01994337581493,2,10.2737793512642,1.37617598287761,0
74198,902,74,198,2,149.01994337581493,9,10.2737793512642,1.37617598287761,1
74212,902,74,212,2,149.01994337581493,3,10.2737793512642,1.37617598287761,1
75002,836,75,2,1,238.20523754907603,9,10.3864836,1.333164,0
75002,837,75,2,1,238.20523754907603,9,10.3864836,1.333164,0
75009,836,75,9,1,238.20523754907603,8,10.3864836,1.333164,1
75009,837,75,9,1,238.20523754907603,8,10.3864836,1.333164,1
75016,836,75,16,1,238.20523754907603,14,10.3864836,1.333164,0
75016,837,75,16,1,238.20523754907603,14,10.3864836,1.333164,0
75023,836,75,23,1,238.20523754907603,13,10.3864836,1.333164,1
75023,837,75,23,1,238.20523754907603,13,10.3864836,1.333164,1
75030,836,75,30,1,238.20523754907603,7,10.3864836,1.333164,1
75030,837,75,30,1,238.20523754907603,7,10.3864836,1.333164,1
75037,836,75,37,1,238.20523754907603,8,10.3864836,1.333164,1
75037,837,75,37,1,238.20523754907603,8,10.3864836,1.333164,1
75044,836,75,44,1,238.20523754907603,10,10.3864836,1.333164,0
75044,837,75,44,1,238.20523754907603,10,10.3864836,1.333164,0
75051,836,75,51,1,238.20523754907603,4,10.3864836,1.333164,0
75051,837,75,51,1,238.20523754907603,4,10.3864836,1.333164,0
75057,836,75,57,1,238.20523754907603,2,10.3864836,1.333164,0
75057,837,75,57,1,238.20523754907603,2,10.3864836,1.333164,0
75064,836,75,64,1,238.20523754907603,5,10.3864836,1.333164,1
75064,837,75,64,1,238.20523754907603,5,10.3864836,1.333164,1
75071,836,75,71,1,238.20523754907603,3,10.3864836,1.333164,1
75071,837,75,71,1,238.20523754907603,3,10.3864836,1.333164,1
75078,836,75,78,1,238.20523754907603,4,10.3864836,1.333164,1
75078,837,75,78,1,238.20523754907603,4,10.3864836,1.333164,1
76013,1171,76,13,2,235.4063009622887,6,10.1567140873522,1.44504035823047,1
76023,1171,76,23,2,235.4063009622887,3,10.1567140873522,1.44504035823047,1
76032,1171,76,32,2,235.4063009622887,4,10.1567140873522,1.44504035823047,1
76051,1171,76,51,2,235.4063009622887,4,10.1567140873522,1.44504035823047,1
76061,1171,76,61,2,235.4063009622887,7,10.1567140873522,1.44504035823047,1
76071,1171,76,71,2,235.4063009622887,5,10.1567140873522,1.44504035823047,0
76090,1171,76,90,2,235.4063009622887,5,10.1567140873522,1.44504035823047,1
76100,1171,76,100,2,235.4063009622887,2,10.1567140873522,1.44504035823047,1
76109,1171,76,109,2,235.4063009622887,4,10.1567140873522,1.44504035823047,0
76128,1171,76,128,2,235.4063009622887,1,10.1567140873522,1.44504035823047,0
76138,1171,76,138,2,235.4063009622887,3,10.1567140873522,1.44504035823047,1
76148,1171,76,148,2,235.4063009622887,4,10.1567140873522,1.44504035823047,1
77008,1082,77,8,1,245.46781601972657,4,10.0623631943017,1.40843340195715,1
77018,1082,77,18,1,245.46781601972657,7,10.0623631943017,1.40843340195715,0
77028,1082,77,28,1,245.46781601972657,6,10.0623631943017,1.40843340195715,0
77038,1082,77,38,1,245.46781601972657,3,10.0623631943017,1.40843340195715,1
77048,1082,77,48,1,245.46781601972657,6,10.0623631943017,1.40843340195715,0
77058,1082,77,58,1,245.46781601972657,12,10.0623631943017,1.40843340195715,1
77068,1082,77,68,1,245.46781601972657,4,10.0623631943017,1.40843340195715,1
77078,1082,77,78,1,245.46781601972657,6,10.0623631943017,1.40843340195715,1
77087,1082,77,87,1,245.46781601972657,4,10.0623631943017,1.40843340195715,1
77097,1082,77,97,1,245.46781601972657,7,10.0623631943017,1.40843340195715,1
77107,1082,77,107,1,245.46781601972657,4,10.0623631943017,1.40843340195715,0
77117,1082,77,117,1,245.46781601972657,4,10.0623631943017,1.40843340195715,1
78007,2360,78,7,2,235.94660581790356,8,10.3624513372779,1.69046902097762,1
78017,2360,78,17,2,235.94660581790356,7,10.3624513372779,1.69046902097762,0
78035,2360,78,35,2,235.94660581790356,11,10.3624513372779,1.69046902097762,0
78044,2360,78,44,2,235.94660581790356,10,10.3624513372779,1.69046902097762,1
78054,2360,78,54,2,235.94660581790356,5,10.3624513372779,1.69046902097762,1
78072,2360,78,72,2,235.94660581790356,9,10.3624513372779,1.69046902097762,1
78081,2360,78,81,2,235.94660581790356,5,10.3624513372779,1.69046902097762,1
78091,2360,78,91,2,235.94660581790356,7,10.3624513372779,1.69046902097762,0
78109,2360,78,109,2,235.94660581790356,4,10.3624513372779,1.69046902097762,1
78118,2360,78,118,2,235.94660581790356,14,10.3624513372779,1.69046902097762,0
78128,2360,78,128,2,235.94660581790356,5,10.3624513372779,1.69046902097762,0
78146,2360,78,146,2,235.94660581790356,11,10.3624513372779,1.69046902097762,0
79003,4835,79,3,1,229.2548199526486,4,10.2298519,1.9962317,1
79013,4835,79,13,1,229.2548199526486,8,10.2298519,1.9962317,1
79024,4835,79,24,1,229.2548199526486,10,10.2298519,1.9962317,0
79034,4835,79,34,1,229.2548199526486,6,10.2298519,1.9962317,0
79044,4835,79,44,1,229.2548199526486,7,10.2298519,1.9962317,0
79055,4835,79,55,1,229.2548199526486,6,10.2298519,1.9962317,0
79065,4835,79,65,1,229.2548199526486,6,10.2298519,1.9962317,0
79076,4835,79,76,1,229.2548199526486,4,10.2298519,1.9962317,1
79086,4835,79,86,1,229.2548199526486,8,10.2298519,1.9962317,0
79097,4835,79,97,1,229.2548199526486,5,10.2298519,1.9962317,0
79107,4835,79,107,1,229.2548199526486,7,10.2298519,1.9962317,0
79118,4835,79,118,1,229.2548199526486,6,10.2298519,1.9962317,0
80009,6008,80,9,2,286.96284468780755,4,10.2473531803116,2.13984531350434,1
80017,6008,80,17,2,286.96284468780755,11,10.2473531803116,2.13984531350434,0
80024,6008,80,24,2,286.96284468780755,12,10.2473531803116,2.13984531350434,0
80039,6008,80,39,2,286.96284468780755,8,10.2473531803116,2.13984531350434,0
80046,6008,80,46,2,286.96284468780755,4,10.2473531803116,2.13984531350434,0
80053,6008,80,53,2,286.96284468780755,5,10.2473531803116,2.13984531350434,1
80068,6008,80,68,2,286.96284468780755,9,10.2473531803116,2.13984531350434,1
80075,6008,80,75,2,286.96284468780755,13,10.2473531803116,2.13984531350434,0
80082,6008,80,82,2,286.96284468780755,7,10.2473531803116,2.13984531350434,1
80097,6008,80,97,2,286.96284468780755,5,10.2473531803116,2.13984531350434,1
80104,6008,80,104,2,286.96284468780755,8,10.2473531803116,2.13984531350434,1
80112,6008,80,112,2,286.96284468780755,10,10.2473531803116,2.13984531350434,0
81007,6004,81,7,1,321.1154760741374,7,10.3664368,2.1298419,0
81014,6004,81,14,1,321.1154760741374,6,10.3664368,2.1298419,0
81021,6004,81,21,1,321.1154760741374,4,10.3664368,2.1298419,0
81029,6004,81,29,1,321.1154760741374,4,10.3664368,2.1298419,0
81036,6004,81,36,1,321.1154760741374,6,10.3664368,2.1298419,1
81043,6004,81,43,1,321.1154760741374,6,10.3664368,2.1298419,0
81050,6004,81,50,1,321.1154760741374,5,10.3664368,2.1298419,0
81057,6004,81,57,1,321.1154760741374,12,10.3664368,2.1298419,0
81064,6004,81,64,1,321.1154760741374,6,10.3664368,2.1298419,0
81071,6004,81,71,1,321.1154760741374,6,10.3664368,2.1298419,0
81078,6004,81,78,1,321.1154760741374,7,10.3664368,2.1298419,0
81086,6004,81,86,1,321.1154760741374,8,10.3664368,2.1298419,0
82007,401,82,7,2,234.28027667696895,1,10.4530636081472,1.11697065643966,0
82021,401,82,21,2,234.28027667696895,8,10.4530636081472,1.11697065643966,0
82028,401,82,28,2,234.28027667696895,3,10.4530636081472,1.11697065643966,1
82034,401,82,34,2,234.28027667696895,4,10.4530636081472,1.11697065643966,0
82048,401,82,48,2,234.28027667696895,12,10.4530636081472,1.11697065643966,1
82055,401,82,55,2,234.28027667696895,4,10.4530636081472,1.11697065643966,0
82062,401,82,62,2,234.28027667696895,6,10.4530636081472,1.11697065643966,0
82076,401,82,76,2,234.28027667696895,4,10.4530636081472,1.11697065643966,0
82083,401,82,83,2,234.28027667696895,7,10.4530636081472,1.11697065643966,1
82089,401,82,89,2,234.28027667696895,2,10.4530636081472,1.11697065643966,0
82103,401,82,103,2,234.28027667696895,3,10.4530636081472,1.11697065643966,1
82110,401,82,110,2,234.28027667696895,7,10.4530636081472,1.11697065643966,1
83009,602,83,9,1,554.7450820434884,1,10.5533145,1.2134211,0
83022,602,83,22,1,554.7450820434884,2,10.5533145,1.2134211,1
83035,602,83,35,1,554.7450820434884,8,10.5533145,1.2134211,1
83048,602,83,48,1,554.7450820434884,5,10.5533145,1.2134211,1
83061,602,83,61,1,554.7450820434884,9,10.5533145,1.2134211,1
83073,602,83,73,1,554.7450820434884,4,10.5533145,1.2134211,1
83086,602,83,86,1,554.7450820434884,8,10.5533145,1.2134211,0
83099,602,83,99,1,554.7450820434884,4,10.5533145,1.2134211,0
