hhid,id,grappe,menage,vague,hhweight,hhsize,lat,lon,insecure
12009,10754,12,9,2,223.11081881817404,8,10.7476284,2.6593214,0
12023,10754,12,23,2,223.11081881817404,7,10.7476284,2.6593214,1
12029,10754,12,29,2,223.11081881817404,6,10.7476284,2.6593214,1
12036,10754,12,36,2,223.11081881817404,6,10.7476284,2.6593214,1
12049,10754,12,49,2,223.11081881817404,11,10.7476284,2.6593214,1
12056,10754,12,56,2,223.11081881817404,6,10.7476284,2.6593214,1
12063,10754,12,63,2,223.11081881817404,6,10.7476284,2.6593214,1
12076,10754,12,76,2,223.11081881817404,10,10.7476284,2.6593214,0
12083,10754,12,83,2,223.11081881817404,10,10.7476284,2.6593214,0
12090,10754,12,90,2,223.11081881817404,6,10.7476284,2.6593214,1
12103,10754,12,103,2,223.11081881817404,11,10.7476284,2.6593214,1
13019,12078,13,19,2,377.66925720009425,5,10.7893129,2.8068529,0
13029,12078,13,29,2,377.66925720009425,4,10.7893129,2.8068529,1
13038,12078,13,38,2,377.66925720009425,12,10.7893129,2.8068529,1
13058,12078,13,58,2,377.66925720009425,11,10.7893129,2.8068529,0
13068,12078,13,68,2,377.66925720009425,3,10.7893129,2.8068529,1
13078,12078,13,78,2,377.66925720009425,3,10.7893129,2.8068529,1
13097,12078,13,97,2,377.66925720009425,7,10.7893129,2.8068529,1
13107,12078,13,107,2,377.66925720009425,9,10.7893129,2.8068529,1
13117,12078,13,117,2,377.66925720009425,7,10.7893129,2.8068529,1
13136,12078,13,136,2,377.66925720009425,3,10.7893129,2.8068529,0
13146,12078,13,146,2,377.66925720009425,8,10.7893129,2.8068529,1
13156,12078,13,156,2,377.66925720009425,10,10.7893129,2.8068529,0
14008,11009,14,8,1,173.84314721997674,3,10.6761548,2.6700515,0
14017,11009,14,17,1,173.84314721997674,7,10.6761548,2.6700515,0
14025,11009,14,25,1,173.84314721997674,9,10.6761548,2.6700515,1
14034,11009,14,34,1,173.84314721997674,13,10.6761548,2.6700515,1
14043,11009,14,43,1,173.84314721997674,8,10.6761548,2.6700515,1
14051,11009,14,51,1,173.84314721997674,5,10.6761548,2.6700515,1
14060,11009,14,60,1,173.84314721997674,6,10.6761548,2.6700515,0
14069,11009,14,69,1,173.84314721997674,3,10.6761548,2.6700515,0
14077,11009,14,77,1,173.84314721997674,7,10.6761548,2.6700515,0
14086,11009,14,86,1,173.84314721997674,11,10.6761548,2.6700515,0
14095,11009,14,95,1,173.84314721997674,7,10.6761548,2.6700515,1
14103,11009,14,103,1,173.84314721997674,4,10.6761548,2.6700515,0
15030,12510,15,30,2,499.38571737665023,5,10.8056856,2.8929139,1
15045,12510,15,45,2,499.38571737665023,4,10.8056856,2.8929139,1
15061,12510,15,61,2,499.38571737665023,5,10.8056856,2.8929139,1
15091,12510,15,91,2,499.38571737665023,7,10.8056856,2.8929139,0
15107,12510,15,107,2,499.38571737665023,3,10.8056856,2.8929139,1
15122,12510,15,122,2,499.38571737665023,7,10.8056856,2.8929139,1
15153,12510,15,153,2,499.38571737665023,11,10.8056856,2.8929139,1
15168,12510,15,168,2,499.38571737665023,11,10.8056856,2.8929139,1
15184,12510,15,184,2,499.38571737665023,9,10.8056856,2.8929139,1
15214,12510,15,214,2,499.38571737665023,4,10.8056856,2.8929139,1
15230,12510,15,230,2,499.38571737665023,6,10.8056856,2.8929139,0
15245,12510,15,245,2,499.38571737665023,4,10.8056856,2.8929139,0
16003,12882,16,3,1,566.0165552191294,5,11.3302405457944,2.99297595396638,1
16014,12882,16,14,1,566.0165552191294,3,11.3302405457944,2.99297595396638,0
16026,12882,16,26,1,566.0165552191294,4,11.3302405457944,2.99297595396638,0
16037,12882,16,37,1,566.0165552191294,5,11.3302405457944,2.99297595396638,1
16049,12882,16,49,1,566.0165552191294,8,11.3302405457944,2.99297595396638,0
16060,12882,16,60,1,566.0165552191294,4,11.3302405457944,2.99297595396638,1
16072,12882,16,72,1,566.0165552191294,6,11.3302405457944,2.99297595396638,1
16083,12882,16,83,1,566.0165552191294,5,11.3302405457944,2.99297595396638,0
16095,12882,16,95,1,566.0165552191294,8,11.3302405457944,2.99297595396638,0
16107,12882,16,107,1,566.0165552191294,2,11.3302405457944,2.99297595396638,1
16118,12882,16,118,1,566.0165552191294,7,11.3302405457944,2.99297595396638,0
16130,12882,16,130,1,566.0165552191294,5,11.3302405457944,2.99297595396638,1
17007,13303,17,7,2,276.14594505007545,6,11.0460967523977,3.06870829313993,1
17013,13303,17,13,2,276.14594505007545,10,11.0460967523977,3.06870829313993,1
17019,13303,17,19,2,276.14594505007545,2,11.0460967523977,3.06870829313993,1
17030,13303,17,30,2,276.14594505007545,2,11.0460967523977,3.06870829313993,0
17036,13303,17,36,2,276.14594505007545,11,11.0460967523977,3.06870829313993,1
17042,13303,17,42,2,276.14594505007545,14,11.0460967523977,3.06870829313993,1
17053,13303,17,53,2,276.14594505007545,12,11.0460967523977,3.06870829313993,1
17059,13303,17,59,2,276.14594505007545,3,11.0460967523977,3.06870829313993,1
17064,13303,17,64,2,276.14594505007545,6,11.0460967523977,3.06870829313993,1
17076,13303,17,76,2,276.14594505007545,4,11.0460967523977,3.06870829313993,1
17081,13303,17,81,2,276.14594505007545,10,11.0460967523977,3.06870829313993,1
17087,13303,17,87,2,276.14594505007545,5,11.0460967523977,3.06870829313993,1
18002,12498,18,2,1,351.752693448254,6,11.1020947387442,2.88795934058726,1
18010,12498,18,10,1,351.752693448254,6,11.1020947387442,2.88795934058726,0
18017,12498,18,17,1,351.752693448254,10,11.1020947387442,2.88795934058726,0
18024,12498,18,24,1,351.752693448254,6,11.1020947387442,2.88795934058726,1
18032,12498,18,32,1,351.752693448254,4,11.1020947387442,2.88795934058726,1
18039,12498,18,39,1,351.752693448254,10,11.1020947387442,2.88795934058726,1
18046,12498,18,46,1,351.752693448254,8,11.1020947387442,2.88795934058726,1
18054,12498,18,54,1,351.752693448254,7,11.1020947387442,2.88795934058726,0
18061,12498,18,61,1,351.752693448254,8,11.1020947387442,2.88795934058726,0
18069,12498,18,69,1,351.752693448254,7,11.1020947387442,2.88795934058726,1
18076,12498,18,76,1,351.752693448254,8,11.1020947387442,2.88795934058726,0
18083,12498,18,83,1,351.752693448254,13,11.1020947387442,2.88795934058726,1
19018,12627,19,18,1,305.5712713434556,5,11.135075,2.9359116,1
19037,12627,19,37,1,305.5712713434556,4,11.135075,2.9359116,0
19056,12627,19,56,1,305.5712713434556,5,11.135075,2.9359116,0
19075,12627,19,75,1,305.5712713434556,7,11.135075,2.9359116,1
19094,12627,19,94,1,305.5712713434556,9,11.135075,2.9359116,0
19113,12627,19,113,1,305.5712713434556,5,11.135075,2.9359116,0
19132,12627,19,132,1,305.5712713434556,4,11.135075,2.9359116,1
19151,12627,19,151,1,305.5712713434556,6,11.135075,2.9359116,0
19170,12627,19,170,1,305.5712713434556,5,11.135075,2.9359116,0
19189,12627,19,189,1,305.5712713434556,2,11.135075,2.9359116,1
19208,12627,19,208,1,305.5712713434556,8,11.135075,2.9359116,0
19227,12627,19,227,1,305.5712713434556,1,11.135075,2.9359116,0
20020,12628,20,20,2,764.5383149475338,7,11.1334988800809,2.93743478134274,0
20061,12628,20,61,2,764.5383149475338,7,11.1334988800809,2.93743478134274,0
20082,12628,20,82,2,764.5383149475338,4,11.1334988800809,2.93743478134274,0
20102,12628,20,102,2,764.5383149475338,5,11.1334988800809,2.93743478134274,0
20144,12628,20,144,2,764.5383149475338,6,11.1334988800809,2.93743478134274,1
20164,12628,20,164,2,764.5383149475338,5,11.1334988800809,2.93743478134274,1
20185,12628,20,185,2,764.5383149475338,10,11.1334988800809,2.93743478134274,1
20226,12628,20,226,2,764.5383149475338,6,11.1334988800809,2.93743478134274,1
20247,12628,20,247,2,764.5383149475338,1,11.1334988800809,2.93743478134274,0
20267,12628,20,267,2,764.5383149475338,3,11.1334988800809,2.93743478134274,1
20309,12628,20,309,2,764.5383149475338,8,11.1334988800809,2.93743478134274,1
20329,12628,20,329,2,764.5383149475338,6,11.1334988800809,2.93743478134274,0
21004,12889,21,4,1,250.3402232225405,7,11.1575164273381,2.98469823785126,1
21013,12889,21,13,1,250.3402232225405,18,11.1575164273381,2.98469823785126,0
21023,12889,21,23,1,250.3402232225405,9,11.1575164273381,2.98469823785126,1
21032,12889,21,32,1,250.3402232225405,4,11.1575164273381,2.98469823785126,0
21041,12889,21,41,1,250.3402232225405,9,11.1575164273381,2.98469823785126,0
21051,12889,21,51,1,250.3402232225405,3,11.1575164273381,2.98469823785126,0
21060,12889,21,60,1,250.3402232225405,5,11.1575164273381,2.98469823785126,1
21069,12889,21,69,1,250.3402232225405,3,11.1575164273381,2.98469823785126,0
21079,12889,21,79,1,250.3402232225405,5,11.1575164273381,2.98469823785126,1
21088,12889,21,88,1,250.3402232225405,12,11.1575164273381,2.98469823785126,1
21097,12889,21,97,1,250.3402232225405,12,11.1575164273381,2.98469823785126,0
21106,12889,21,106,1,250.3402232225405,7,11.1575164273381,2.98469823785126,0
22003,13298,22,3,2,412.31115429927434,9,11.1723810201511,3.06294623762369,0
22011,13298,22,11,2,412.31115429927434,5,11.1723810201511,3.06294623762369,1
22027,13298,22,27,2,412.31115429927434,3,11.1723810201511,3.06294623762369,0
22035,13298,22,35,2,412.31115429927434,5,11.1723810201511,3.06294623762369,0
22043,13298,22,43,2,412.31115429927434,3,11.1723810201511,3.06294623762369,1
22059,13298,22,59,2,412.31115429927434,7,11.1723810201511,3.06294623762369,1
22067,13298,22,67,2,412.31115429927434,6,11.1723810201511,3.06294623762369,1
22075,13298,22,75,2,412.31115429927434,5,11.1723810201511,3.06294623762369,1
22091,13298,22,91,2,412.31115429927434,6,11.1723810201511,3.06294623762369,1
22099,13298,22,99,2,412.31115429927434,5,11.1723810201511,3.06294623762369,1
22107,13298,22,107,2,412.31115429927434,8,11.1723810201511,3.06294623762369,1
22123,13298,22,123,2,412.31115429927434,11,11.1723810201511,3.06294623762369,1
23006,11491,23,6,1,354.19653946320216,14,10.9317053994164,2.74399713613093,0
23013,11491,23,13,1,354.19653946320216,3,10.9317053994164,2.74399713613093,1
23021,11491,23,21,1,354.19653946320216,8,10.9317053994164,2.74399713613093,1
23029,11491,23,29,1,354.19653946320216,17,10.9317053994164,2.74399713613093,0
23036,11491,23,36,1,354.19653946320216,14,10.9317053994164,2.74399713613093,1
23044,11491,23,44,1,354.19653946320216,8,10.9317053994164,2.74399713613093,0
23051,11491,23,51,1,354.19653946320216,9,10.9317053994164,2.74399713613093,1
23059,11491,23,59,1,354.19653946320216,13,10.9317053994164,2.74399713613093,0
23066,11491,23,66,1,354.19653946320216,10,10.9317053994164,2.74399713613093,0
23074,11491,23,74,1,354.19653946320216,10,10.9317053994164,2.74399713613093,1
23082,11491,23,82,1,354.19653946320216,18,10.9317053994164,2.74399713613093,0
23089,11491,23,89,1,354.19653946320216,10,10.9317053994164,2.74399713613093,1
24007,11705,24,7,2,139.454220121519,8,11.0872167348862,2.75831485167146,1
24017,11705,24,17,2,139.454220121519,5,11.0872167348862,2.75831485167146,1
24037,11705,24,37,2,139.454220121519,6,11.0872167348862,2.75831485167146,0
24046,11705,24,46,2,139.454220121519,7,11.0872167348862,2.75831485167146,0
24056,11705,24,56,2,139.454220121519,1,11.0872167348862,2.75831485167146,0
24075,11705,24,75,2,139.454220121519,5,11.0872167348862,2.75831485167146,0
24085,11705,24,85,2,139.454220121519,4,11.0872167348862,2.75831485167146,1
24095,11705,24,95,2,139.454220121519,3,11.0872167348862,2.75831485167146,1
24114,11705,24,114,2,139.454220121519,1,11.0872167348862,2.75831485167146,1
24124,11705,24,124,2,139.454220121519,6,11.0872167348862,2.75831485167146,1
24133,11705,24,133,2,139.454220121519,6,11.0872167348862,2.75831485167146,1
24153,11705,24,153,2,139.454220121519,8,11.0872167348862,2.75831485167146,1
25008,14000,25,8,1,235.30446930810473,6,11.9347937777638,3.23158057406545,1
25008,14001,25,8,1,235.30446930810473,6,11.9347937777638,3.23158057406545,1
25016,14000,25,16,1,235.30446930810473,6,11.9347937777638,3.23158057406545,1
25016,14001,25,16,1,235.30446930810473,6,11.9347937777638,3.23158057406545,1
25023,14000,25,23,1,235.30446930810473,10,11.9347937777638,3.23158057406545,1
25023,14001,25,23,1,235.30446930810473,10,11.9347937777638,3.23158057406545,1
25031,14000,25,31,1,235.30446930810473,8,11.9347937777638,3.23158057406545,1
25031,14001,25,31,1,235.30446930810473,8,11.9347937777638,3.23158057406545,1
25039,14000,25,39,1,235.30446930810473,9,11.9347937777638,3.23158057406545,1
25039,14001,25,39,1,235.30446930810473,9,11.9347937777638,3.23158057406545,1
25047,14000,25,47,1,235.30446930810473,5,11.9347937777638,3.23158057406545,1
25047,14001,25,47,1,235.30446930810473,5,11.9347937777638,3.23158057406545,1
25055,14000,25,55,1,235.30446930810473,6,11.9347937777638,3.23158057406545,1
25055,14001,25,55,1,235.30446930810473,6,11.9347937777638,3.23158057406545,1
25063,14000,25,63,1,235.30446930810473,3,11.9347937777638,3.23158057406545,1
25063,14001,25,63,1,235.30446930810473,3,11.9347937777638,3.23158057406545,1
25070,14000,25,70,1,235.30446930810473,9,11.9347937777638,3.23158057406545,1
25070,14001,25,70,1,235.30446930810473,9,11.9347937777638,3.23158057406545,1
25078,14000,25,78,1,235.30446930810473,4,11.9347937777638,3.23158057406545,1
25078,14001,25,78,1,235.30446930810473,4,11.9347937777638,3.23158057406545,1
25086,14000,25,86,1,235.30446930810473,6,11.9347937777638,3.23158057406545,1
25086,14001,25,86,1,235.30446930810473,6,11.9347937777638,3.23158057406545,1
25094,14000,25,94,1,235.30446930810473,9,11.9347937777638,3.23158057406545,1
25094,14001,25,94,1,235.30446930810473,9,11.9347937777638,3.23158057406545,1
26005,12846,26,5,2,137.196311994474,6,12.2162396879867,2.97532475553453,1
26015,12846,26,15,2,137.196311994474,6,12.2162396879867,2.97532475553453,1
26020,12846,26,20,2,137.196311994474,4,12.2162396879867,2.97532475553453,1
26025,12846,26,25,2,137.196311994474,5,12.2162396879867,2.97532475553453,1
26036,12846,26,36,2,137.196311994474,5,12.2162396879867,2.97532475553453,1
26041,12846,26,41,2,137.196311994474,5,12.2162396879867,2.97532475553453,1
26046,12846,26,46,2,137.196311994474,5,12.2162396879867,2.97532475553453,1
26056,12846,26,56,2,137.196311994474,2,12.2162396879867,2.97532475553453,1
26061,12846,26,61,2,137.196311994474,6,12.2162396879867,2.97532475553453,1
26066,12846,26,66,2,137.196311994474,11,12.2162396879867,2.97532475553453,1
26076,12846,26,76,2,137.196311994474,4,12.2162396879867,2.97532475553453,1
26081,12846,26,81,2,137.196311994474,9,12.2162396879867,2.97532475553453,1
27005,12711,27,5,1,200.53878374462968,8,12.2915673,2.945497,1
27012,12711,27,12,1,200.53878374462968,7,12.2915673,2.945497,1
27019,12711,27,19,1,200.53878374462968,8,12.2915673,2.945497,0
27026,12711,27,26,1,200.53878374462968,6,12.2915673,2.945497,1
27033,12711,27,33,1,200.53878374462968,5,12.2915673,2.945497,0
27040,12711,27,40,1,200.53878374462968,14,12.2915673,2.945497,1
27047,12711,27,47,1,200.53878374462968,13,12.2915673,2.945497,1
27054,12711,27,54,1,200.53878374462968,9,12.2915673,2.945497,0
27061,12711,27,61,1,200.53878374462968,8,12.2915673,2.945497,0
27069,12711,27,69,1,200.53878374462968,7,12.2915673,2.945497,1
27076,12711,27,76,1,200.53878374462968,14,12.2915673,2.945497,1
27083,12711,27,83,1,200.53878374462968,7,12.2915673,2.945497,1
28005,14730,28,5,2,249.9708506389934,4,11.8410465493798,3.44813978299499,0
28012,14730,28,12,2,249.9708506389934,12,11.8410465493798,3.44813978299499,1
28027,14730,28,27,2,249.9708506389934,8,11.8410465493798,3.44813978299499,0
28034,14730,28,34,2,249.9708506389934,8,11.8410465493798,3.44813978299499,1
28041,14730,28,41,2,249.9708506389934,7,11.8410465493798,3.44813978299499,1
28056,14730,28,56,2,249.9708506389934,13,11.8410465493798,3.44813978299499,1
28063,14730,28,63,2,249.9708506389934,2,11.8410465493798,3.44813978299499,0
28070,14730,28,70,2,249.9708506389934,8,11.8410465493798,3.44813978299499,1
28085,14730,28,85,2,249.9708506389934,15,11.8410465493798,3.44813978299499,1
28092,14730,28,92,2,249.9708506389934,5,11.8410465493798,3.44813978299499,1
28099,14730,28,99,2,249.9708506389934,9,11.8410465493798,3.44813978299499,1
28114,14730,28,114,2,249.9708506389934,5,11.8410465493798,3.44813978299499,1
29005,14314,29,5,1,260.61330309099003,9,11.7587341,3.3165372,1
29011,14314,29,11,1,260.61330309099003,6,11.7587341,3.3165372,1
29017,14314,29,17,1,260.61330309099003,16,11.7587341,3.3165372,0
29024,14314,29,24,1,260.61330309099003,8,11.7587341,3.3165372,1
29030,14314,29,30,1,260.61330309099003,3,11.7587341,3.3165372,0
29036,14314,29,36,1,260.61330309099003,6,11.7587341,3.3165372,0
29042,14314,29,42,1,260.61330309099003,4,11.7587341,3.3165372,1
29049,14314,29,49,1,260.61330309099003,1,11.7587341,3.3165372,0
29055,14314,29,55,1,260.61330309099003,3,11.7587341,3.3165372,0
29061,14314,29,61,1,260.61330309099003,5,11.7587341,3.3165372,1
29067,14314,29,67,1,260.61330309099003,6,11.7587341,3.3165372,1
29074,14314,29,74,1,260.61330309099003,5,11.7587341,3.3165372,0
30007,14010,30,7,2,315.10354047179646,6,11.7256108112633,3.22465586476028,1
30017,14010,30,17,2,315.10354047179646,8,11.7256108112633,3.22465586476028,0
30036,14010,30,36,2,315.10354047179646,5,11.7256108112633,3.22465586476028,1
30046,14010,30,46,2,315.10354047179646,1,11.7256108112633,3.22465586476028,0
30055,14010,30,55,2,315.10354047179646,8,11.7256108112633,3.22465586476028,0
30074,14010,30,74,2,315.10354047179646,4,11.7256108112633,3.22465586476028,1
30084,14010,30,84,2,315.10354047179646,3,11.7256108112633,3.22465586476028,1
