id,admin2Pcod,ntl_mean,population,ndvi_mean,precip_2018,no2,lc_13_urbain,lc_12_cultures,lc_8_savane_boisee,lc_11_zones_humides
12052,BJ0101,0.2341327268391992,597.045166015625,4087.229729080988,964.6666666666666,5.208605720101561e-05,0.0,0.0,0.0,1.0
12053,BJ0101,0.2296415453805351,630.6695556640625,3913.594673476834,969.2,5.1690350029847055e-05,0.0,0.0,0.0,1.0
12054,BJ0101,0.2349547845060297,481.85498046875,4231.411655356042,974.0,5.142747097246529e-05,0.0,0.0,0.0,1.0
12056,BJ0101,0.2569765214420971,544.5547485351562,4191.600672394471,978.8,5.164834233437112e-05,0.0,0.0,0.0,1.0
12058,BJ0101,0.2179458795522691,1075.282470703125,4042.741027844899,985.04,5.128869284040327e-05,0.0,0.0,0.0,1.0
12197,BJ0101,0.2358436233070335,0.0,4678.47625505514,951.7980769230768,5.256081506061392e-05,0.0,0.0,0.0,1.0
12200,BJ0101,0.2088901313089348,0.0,4826.064998132239,958.8380952380952,5.266164982641999e-05,0.0,0.0,0.0,1.0
12202,BJ0101,0.2546819398903188,218.5896453857422,4396.071361235269,966.264,5.240466145676553e-05,0.0,0.0,0.0,1.0
12203,BJ0101,0.2158375503914898,441.5060424804688,3948.109523958367,970.5096153846154,5.2049744825961855e-05,0.0,0.0,0.0,1.0
12204,BJ0101,0.2296692790562522,595.84716796875,4270.307311883842,974.8380952380952,5.160325923220425e-05,0.0,0.0,0.0,1.0
12351,BJ0101,0.2129876445079623,0.0,4744.944953532203,959.0,5.298783271506513e-05,0.0,0.0,0.0,1.0
12353,BJ0101,0.2264938578486782,0.0,4737.41780855278,966.5,5.2969768447144175e-05,0.0,0.0,0.0,1.0
12354,BJ0101,0.2160781200068612,155.3665008544922,4590.96069602739,971.1650485436894,5.245305806966629e-05,0.0,0.0,0.0,1.0
12355,BJ0101,0.2502325041262742,383.5971984863281,4290.783363921327,975.9714285714286,5.205861599386899e-05,0.0,0.0,0.0,1.0
12483,BJ0101,0.2031105859415448,0.0,4657.767544785695,959.0,5.262674557136293e-05,0.0,0.0,0.0,1.0
12485,BJ0101,0.2187695857358577,30.188875198364254,4562.499561481866,966.5,5.261325704313652e-05,0.0,0.0,0.0,1.0
12487,BJ0101,0.2147777313197922,12.801064491271973,4648.594465976934,972.0,5.252630798572956e-05,0.0,0.0,0.0,1.0
12489,BJ0101,0.2150736694006992,535.0560913085938,4220.338898095795,978.0,5.224558159107242e-05,0.0,0.0,0.0,1.0
5001,BJ0101,0.5936452095812924,0.0,4485.221969672371,942.0,5.391543227299221e-05,0.0,0.0,0.0,1.0
5002,BJ0101,0.4241661491180861,0.0,4514.512197300678,949.5,5.391260899035427e-05,0.0,0.0,0.0,1.0
5004,BJ0101,0.2896388974571371,0.0,4590.722133796754,957.0,5.343664753221628e-05,0.0,0.0,0.0,1.0
5226,BJ0101,0.36479619549429,0.0,4549.023962542806,934.6666666666666,5.392583997451708e-05,0.0,0.0,0.0,1.0
5227,BJ0101,0.5448467581532952,0.0,4614.977895301228,951.375,5.399923772298874e-05,0.0,0.0,0.0,1.0
5228,BJ0101,0.3703009740160893,14.589204788208008,4513.296630272309,954.8467741935484,5.368969445733955e-05,0.0,0.0,0.0,1.0
5229,BJ0101,0.2165040042890381,9.756643295288086,4681.994412954151,958.2692307692308,5.323586807424922e-05,0.0,0.0,0.0,1.0
5231,BJ0101,0.2887654097563675,0.0,4638.853619942548,965.8269230769232,5.276798891972512e-05,0.0,0.0,0.0,1.0
5233,BJ0101,0.2337117639844565,0.0,4729.072461061213,969.1238095238092,5.293199842992644e-05,0.0,0.0,0.0,1.0
5458,BJ0101,0.287481046289364,0.0,4530.590317238692,932.2115384615385,5.335496447758348e-05,0.0,0.0,0.0,1.0
5459,BJ0101,0.2491825075132563,0.0,4587.447629565868,940.2095238095238,5.374055362618895e-05,0.0,0.0,0.0,1.0
5460,BJ0101,0.4248710268350216,0.0,4716.042698673076,955.5192307692308,5.4209604228241736e-05,0.0,0.0,0.0,1.0
5461,BJ0101,0.2312578012702464,0.0,4608.825356092966,957.1666666666669,5.3828918370335386e-05,0.0,0.0,0.0,1.0
5462,BJ0101,0.2152117187580465,0.0,4557.995219667652,958.8857142857144,5.302013802450471e-05,0.0,0.0,0.0,1.0
