x,y,pop,frac_inondee
15.324583,10.254584,0.5859,0.7219
15.326249,10.254584,0.9579,0
15.327083,10.254584,3.1685,0
15.327916,10.254584,3.2735,0
15.328749,10.254584,5.8356,0
15.329583,10.254584,7.9016,0
15.330416,10.254584,8.2275,0
15.331249,10.254584,9.0113,0
15.332083,10.254584,6.6796,0.099
15.332916,10.254584,2.1405,0.803
15.333749,10.254584,4.1433,0.6021
15.334583,10.254584,7.6743,0.3169
15.335416,10.254584,8.0208,0.015
15.336249,10.254584,8.1222,0
15.337083,10.254584,8.7309,0
15.337916,10.254584,5.734,0
15.338749,10.254584,1.7819,0.463
15.339583,10.254584,4.3906,0.4715
15.340416,10.254584,5.566,0.7592
15.341249,10.254584,4.0571,0.5797
15.342083,10.254584,1.222,0.9358
15.366249,10.254584,0.1674,0
15.367083,10.254584,0.3436,0
15.327083,10.25375,0.1514,0.1511
15.327916,10.25375,0.9186,0.3662
15.328749,10.25375,4.9698,0.0172
15.329583,10.25375,7.6445,0
15.330416,10.25375,7.8167,0.0147
15.331249,10.25375,6.8905,0.3816
15.332083,10.25375,4.0472,0.3287
15.332916,10.25375,0.675,0.7673
15.333749,10.25375,2.1485,0.9927
15.334583,10.25375,5.2459,0.9756
15.335416,10.25375,7.6496,0.744
15.336249,10.25375,7.7478,0.575
15.337083,10.25375,7.1473,0.2428
15.337916,10.25375,2.8925,0
15.338749,10.25375,1.7177,0.0087
15.339583,10.25375,7.7091,0.1297
15.340416,10.25375,15.2805,0
15.341249,10.25375,7.385,0.0425
15.342083,10.25375,0.9997,0.9066
15.344583,10.25375,0.2047,1
15.345416,10.25375,0.2613,1
15.346249,10.25375,0.0697,1
15.366249,10.25375,0.1718,0
15.367083,10.25375,2.5108,0
15.327083,10.252917,0.1525,0.144
15.327916,10.252917,0.6958,0.2097
15.328749,10.252917,2.7513,0.1698
15.329583,10.252917,4.0776,0.3018
15.330416,10.252917,3.057,0.177
15.331249,10.252917,1.991,0.9426
15.332083,10.252917,0.8357,0.9235
15.332916,10.252917,0.2664,0.7745
15.333749,10.252917,1.1785,0.3357
15.334583,10.252917,1.9216,0.8455
15.335416,10.252917,4.8087,0.3714
15.336249,10.252917,6.5843,0.1461
15.337083,10.252917,4.7574,0.0519
15.337916,10.252917,1.9263,0.531
15.338749,10.252917,2.8258,0.0218
15.339583,10.252917,8.0544,0
15.340416,10.252917,10.026,0
15.341249,10.252917,7.3214,0.1065
15.342083,10.252917,0.8212,0.5982
15.342916,10.252917,0.5936,0.8935
