x,y,pop,frac_inondee
15.322083,10.232084,7.6056,0
15.322916,10.232084,7.4772,0
15.323749,10.232084,2.2344,0
15.324583,10.232084,0.3187,0
15.356249,10.232084,1.1915,0
15.357083,10.232084,1.598,0
15.357916,10.232084,0.5941,0
15.358749,10.232084,0.7023,0
15.359583,10.232084,1.3382,0
15.360416,10.232084,1.6044,0
15.361249,10.232084,0.7144,0
15.362083,10.232084,1.0167,0
15.362916,10.232084,2.3778,0
15.363749,10.232084,3.9317,0.2364
15.364583,10.232084,2.6191,1
15.365416,10.232084,0.2456,1
15.322083,10.23125,7.3119,0
15.322916,10.23125,7.4018,0
15.323749,10.23125,2.0591,0
15.324583,10.23125,0.3114,0
15.327916,10.23125,1.7576,0
15.356249,10.23125,0.3748,0
15.357083,10.23125,0.499,0
15.357916,10.23125,0.1935,0
15.358749,10.23125,0.5476,0
15.359583,10.23125,1.0616,0
15.360416,10.23125,1.2163,0
15.361249,10.23125,0.1674,0
15.362083,10.23125,0.9936,0
15.362916,10.23125,6.1635,0
15.363749,10.23125,8.1569,0.1918
15.364583,10.23125,5.8713,0.985
15.365416,10.23125,0.255,1
15.322083,10.230417,7.7305,0
15.322916,10.230417,7.4777,0
15.323749,10.230417,4.3436,0
15.324583,10.230417,1.4853,0
15.325416,10.230417,0.2489,0
15.327916,10.230417,0.0982,0
15.328749,10.230417,0.9206,0
15.329583,10.230417,1.426,0
15.330416,10.230417,0.6695,0
15.356249,10.230417,0.1718,0
15.357083,10.230417,0.1718,0
15.358749,10.230417,1.6739,0
15.359583,10.230417,0.4209,0
15.360416,10.230417,2.9524,0
15.361249,10.230417,2.8002,0
15.362083,10.230417,4.4805,0
15.362916,10.230417,8.6946,0
15.363749,10.230417,8.2769,0.0869
15.364583,10.230417,6.7543,0.3077
15.365416,10.230417,0.2006,0.9802
15.322083,10.229584,7.2795,0
15.322916,10.229584,7.5914,0
15.323749,10.229584,6.3314,0
15.324583,10.229584,2.4493,0
15.325416,10.229584,0.6476,0
15.326249,10.229584,1.6077,0
15.327083,10.229584,4.5771,0
15.327916,10.229584,4.83,0
15.328749,10.229584,5.6323,0
15.329583,10.229584,6.5874,0
15.330416,10.229584,3.6503,0
15.331249,10.229584,0.2362,0
15.356249,10.229584,0.3599,0
15.357083,10.229584,0.6695,0
15.357916,10.229584,0.0837,0
15.358749,10.229584,4.3618,0
15.359583,10.229584,1.0962,0
15.360416,10.229584,5.4717,0
15.361249,10.229584,5.4393,0
15.362083,10.229584,7.2974,0
15.362916,10.229584,7.9012,0
15.363749,10.229584,8.1586,0
15.364583,10.229584,3.6107,0
15.365416,10.229584,0.1574,0.1727
15.322083,10.22875,3.0771,0
15.322916,10.22875,4.4283,0
15.323749,10.22875,4.3705,0
15.324583,10.22875,1.7865,0
15.325416,10.22875,1.3242,0
15.326249,10.22875,4.1773,0
15.327083,10.22875,7.082,0
15.327916,10.22875,7.0794,0
15.328749,10.22875,7.0987,0
15.329583,10.22875,9.6766,0
15.330416,10.22875,5.601,0
15.331249,10.22875,0.3163,0
15.356249,10.22875,0.1853,0
15.357083,10.22875,0.4185,0
15.359583,10.22875,0.6695,0
15.360416,10.22875,3.8742,0
15.361249,10.22875,3.4724,0
15.362083,10.22875,4.8672,0
15.362916,10.22875,6.267,0
15.363749,10.22875,3.3404,0
15.364583,10.22875,6.7239,0
15.366249,10.22875,0.0837,0.524
15.322083,10.227917,0.7129,0
15.322916,10.227917,0.5132,0
15.323749,10.227917,0.2732,0
15.324583,10.227917,0.8166,0
15.325416,10.227917,2.3188,0
15.326249,10.227917,6.0289,0
15.327083,10.227917,7.4295,0
15.327916,10.227917,7.1812,0
15.328749,10.227917,7.1833,0
15.329583,10.227917,7.9867,0
15.330416,10.227917,5.0127,0
15.331249,10.227917,0.4622,0
15.334583,10.227917,0.1674,0
15.335416,10.227917,0.6695,0
15.336249,10.227917,1.4259,0
15.337083,10.227917,0.932,0
15.359583,10.227917,0.3436,0
15.360416,10.227917,2.176,0
15.361249,10.227917,1.7576,0
15.362916,10.227917,0.0923,0
15.363749,10.227917,0.0995,0
15.364583,10.227917,0.6695,0
15.365416,10.227917,2.0086,0
15.366249,10.227917,3.344,0.0649
15.367083,10.227917,3.102,0.4813
15.322083,10.227084,1.0693,0
15.322916,10.227084,0.6676,0
15.323749,10.227084,0.8337,0
15.324583,10.227084,2.1305,0
15.325416,10.227084,3.7015,0
15.326249,10.227084,6.9537,0
15.327083,10.227084,7.6342,0
15.327916,10.227084,7.2385,0
15.328749,10.227084,6.8084,0
15.329583,10.227084,7.7544,0
15.330416,10.227084,4.0448,0
15.331249,10.227084,0.2473,0
15.332916,10.227084,1.6661,0
15.333749,10.227084,2.0876,0
15.334583,10.227084,3.168,0
15.335416,10.227084,4.9827,0
15.336249,10.227084,4.7026,0
15.337083,10.227084,1.7055,0
15.359583,10.227084,1.0142,0
15.360416,10.227084,3.8231,0
15.361249,10.227084,3.2039,0
15.362083,10.227084,1.4228,0
15.363749,10.227084,0.1718,0
15.364583,10.227084,1.7576,0
15.365416,10.227084,5.084,0
15.366249,10.227084,7.2354,0
15.367083,10.227084,6.7338,0.0656
15.322083,10.22625,3.3003,0
15.322916,10.22625,2.2151,0
15.323749,10.22625,2.5704,0
15.324583,10.22625,6.9149,0
15.325416,10.22625,8.2976,0
15.326249,10.22625,7.0597,0
15.327083,10.22625,6.9125,0
15.327916,10.22625,7.6681,0
15.328749,10.22625,7.9564,0
15.329583,10.22625,6.9235,0
15.330416,10.22625,3.4988,0
15.331249,10.22625,0.3319,0
15.332916,10.22625,3.5802,0
15.333749,10.22625,4.6441,0
15.334583,10.22625,7.1314,0
15.335416,10.22625,8.6994,0
15.336249,10.22625,7.0304,0
15.337083,10.22625,1.0958,0
15.344583,10.22625,1.4228,0
15.359583,10.22625,0.468,0
15.360416,10.22625,2.3434,0
15.361249,10.22625,1.7579,0
15.363749,10.22625,0.2101,0
15.364583,10.22625,2.485,0
15.365416,10.22625,7.097,0
15.366249,10.22625,7.8622,0
15.367083,10.22625,7.5645,0
15.322083,10.225417,5.2725,0
15.322916,10.225417,3.8544,0
15.323749,10.225417,6.8741,0
15.324583,10.225417,10.3744,0
15.325416,10.225417,10.1596,0
15.326249,10.225417,6.6306,0
15.327083,10.225417,1.7812,0
15.327916,10.225417,7.8404,0
15.328749,10.225417,12.7373,0
15.329583,10.225417,5.1657,0
15.330416,10.225417,2.176,0
15.331249,10.225417,0.6528,0
15.332916,10.225417,2.4859,0
15.333749,10.225417,4.7935,0
15.334583,10.225417,8.2917,0
15.335416,10.225417,12.3663,0
15.336249,10.225417,8.1885,0
15.337083,10.225417,1.3348,0
15.337916,10.225417,0.2421,0
15.338749,10.225417,0.1193,0
15.363749,10.225417,0.2644,0
15.364583,10.225417,2.1223,0
15.365416,10.225417,6.1679,0
15.366249,10.225417,7.8599,0
15.367083,10.225417,7.6839,0
15.322083,10.224584,5.3935,0
15.322916,10.224584,2.711,0
15.323749,10.224584,6.5561,0
15.324583,10.224584,8.4263,0
15.325416,10.224584,6.7675,0
15.326249,10.224584,3.7095,0
15.327083,10.224584,0.9984,0
15.327916,10.224584,5.2587,0
15.328749,10.224584,5.5202,0
15.329583,10.224584,2.9606,0
15.330416,10.224584,1.6936,0
15.331249,10.224584,1.4774,0
15.332083,10.224584,2.3926,0
15.332916,10.224584,2.3652,0
15.333749,10.224584,5.4406,0
15.334583,10.224584,10.6731,0
15.335416,10.224584,14.5163,0
15.336249,10.224584,12.0533,0
15.337083,10.224584,6.2948,0
15.337916,10.224584,2.4364,0
15.338749,10.224584,0.13,0
15.363749,10.224584,0.2073,0
15.364583,10.224584,1.4716,0
15.365416,10.224584,3.8266,0
15.366249,10.224584,6.3358,0
15.367083,10.224584,7.1985,0
15.322083,10.22375,6.5916,0
15.322916,10.22375,5.7403,0
15.323749,10.22375,4.8835,0
15.324583,10.22375,5.7861,0
15.325416,10.22375,3.3823,0
15.326249,10.22375,0.7171,0
15.328749,10.22375,0.0756,0
15.329583,10.22375,0.5507,0
15.330416,10.22375,4.1007,0
15.331249,10.22375,6.9693,0
15.332083,10.22375,7.3388,0
15.332916,10.22375,5.7867,0
15.333749,10.22375,5.4863,0
15.334583,10.22375,8.8421,0
15.335416,10.22375,17.0944,0
15.336249,10.22375,14.3941,0
15.337083,10.22375,7.3742,0
15.337916,10.22375,4.2184,0
15.338749,10.22375,0.0895,0
15.347916,10.22375,0.1674,0
15.348749,10.22375,0.1874,0
15.358749,10.22375,0.198,0
15.359583,10.22375,0.2521,0
15.360416,10.22375,0.1985,0
15.363749,10.22375,0.1881,0
15.364583,10.22375,1.9758,0
15.365416,10.22375,4.9641,0
15.366249,10.22375,4.4938,0
15.367083,10.22375,5.263,0
15.322083,10.222917,6.8009,0
15.322916,10.222917,6.3797,0
15.323749,10.222917,1.3734,0
15.324583,10.222917,0.7095,0
15.325416,10.222917,1.0206,0
15.326249,10.222917,0.4946,0
15.327083,10.222917,0.1508,0
15.329583,10.222917,0.234,0
15.330416,10.222917,5.0661,0
15.331249,10.222917,7.2917,0
15.332083,10.222917,7.3702,0
15.332916,10.222917,5.8873,0
15.333749,10.222917,3.5388,0
15.334583,10.222917,6.9195,0
15.335416,10.222917,12.371,0
15.336249,10.222917,9.0269,0
15.337083,10.222917,6.8729,0
15.337916,10.222917,3.4139,0
15.344583,10.222917,0.3626,0
15.345416,10.222917,0.6459,0
15.346249,10.222917,0.4534,0
15.347916,10.222917,3.1017,0
15.348749,10.222917,3.3756,0
15.349583,10.222917,1.0138,0
15.356249,10.222917,0.1493,0
15.357083,10.222917,0.5323,0
15.357916,10.222917,0.6213,0
15.358749,10.222917,4.4032,0
15.359583,10.222917,5.9946,0
15.360416,10.222917,3.7782,0
15.361249,10.222917,0.1235,0
15.363749,10.222917,0.1674,0
15.364583,10.222917,2.2772,0
15.365416,10.222917,5.1233,0
15.366249,10.222917,4.9864,0
15.367083,10.222917,4.7445,0
